,Multiplicity,Group Num,Start Position,Product,Gene Name,Reactions
ygaQ,1.4256104533763934,39.0,2779755.0,No_gene_product,b4462,
pphB,1.403536342527127,40.0,2853118.0,serine/threonine-specific protein phosphatase 2,b2734,
ygbF,1.4252376092098202,41.0,2871927.0,CRISPR adaptation ssRNA endonuclease,b2754,
yqcG,1.6678357670408996,42.0,2898944.0,membrane stress resistance protein,b4682,
ygcG,1.5154195332190596,42.0,2899069.0,"TPM domain protein, putative phosphatase",b2778,
ygdR,1.3901858378632066,43.0,2964629.0,DUF903 family verified lipoprotein,b2833,
yqeI,1.382220200657499,44.0,2981888.0,putative transcriptional regulator,b2847,
yqeJ,1.5310337536945164,44.0,2982662.0,uncharacterized protein,b2848,
yqeL,1.4790806116283255,44.0,2983177.0,uncharacterized protein,b4683,
yqeK,1.7437111178996987,44.0,2983293.0,uncharacterized protein,b2849,
ygeF,1.6272462965033874,44.0,2983936.0,No_gene_product,b2850,
ygeG,1.597411000405676,44.0,2984626.0,SycD-like chaperone family TPR-repeat-containing protein,b2851,
ygeH,1.582608248140853,44.0,2985452.0,putative transcriptional regulator,b2852,
ygeI,1.7667475170647522,44.0,2987008.0,uncharacterized protein,b2853,
pbl,1.5504588714452825,44.0,2987297.0,No_gene_product,b2854,
ygeK,1.475966614445912,44.0,2988032.0,No_gene_product,b2856,
ygeN,1.5413162433571017,44.0,2988672.0,No_gene_product,b2858,
ygeQ,1.4771492472266572,44.0,2992128.0,No_gene_product,b2863,
yqfG,1.6512977898743464,45.0,3026175.0,uncharacterized protein,b4684,
yqgB,1.4781254142743612,46.0,3079278.0,uncharacterized protein,b2939,
yghW,1.438281192264311,47.0,3139808.0,DUF2623 family protein,b2998,
ygiZ,1.4767602822668056,48.0,3165237.0,inner membrane protein,b3027,
yqiI,1.414989976405439,49.0,3184640.0,fimbrial protein,b3048,
tdcR,1.5280427064646833,50.0,3260928.0,L-threonine dehydratase operon activator protein,b3119,
yhaB,1.4605117110384118,50.0,3261212.0,uncharacterized protein,b3120,
yhaC,1.6451659764587347,50.0,3262464.0,pentapetide repeats-related protein,b3121,
yhdU,1.4225737196197117,51.0,3405979.0,putative membrane protein,b3263,
yhfL,1.3889737421728974,52.0,3492864.0,small lipoprotein,b3369,
yhhZ,1.4434867888461975,53.0,3575808.0,putative Hcp1 family polymorphic toxin protein; putative colicin-like DNase/tRNase activity,b3442,
yhhI,1.5557957158648403,54.0,3618816.0,putative transposase,b3484,
yhiJ,1.4726889872109274,54.0,3624327.0,DUF4049 family protein,b3488,
yhiL,1.572149397176586,54.0,3626211.0,No_gene_product,b4660,
slp,1.3720751986437012,55.0,3647488.0,outer membrane lipoprotein,b3506,
dctR,1.4692724822628949,55.0,3648042.0,Putative LuxR family repressor for dicarboxylate transport,b3507,
hdeB,1.4256092693863827,55.0,3649536.0,acid-resistance protein,b3509,
gadE,1.377281558395196,55.0,3651725.0,gad regulon transcriptional activator,b3512,
yiaM,1.3775606757624572,56.0,3737687.0,"2,3-diketo-L-gulonate TRAP transporter small permease protein",b3577,frozenset({<Reaction XYLUt2pp at 0x7fcfa6520c88>})
yibG,1.542122665767448,57.0,3761536.0,TPR-like repeat protein,b3596,
yibW,1.4084634901047506,57.0,3762251.0,No_gene_product,b4651,
yibV,1.5276528217936878,57.0,3762704.0,No_gene_product,b4615,
yibU,1.4920359294768653,57.0,3763307.0,No_gene_product,b4652,
waaL,1.5931648771133107,58.0,3790848.0,O-antigen ligase,b3622,"frozenset({<Reaction O16A4Lpp at 0x7fcfa67240b8>, <Reaction ECA4OALpp at 0x7fcfa6a1ccf8>})"
waaU,1.6203457527075562,58.0,3791598.0,lipopolysaccharide core biosynthesis,b3623,frozenset({<Reaction HEPT4 at 0x7fcfa6911358>})
waaZ,1.5272616068853366,58.0,3792896.0,lipopolysaccharide KdoIII transferase; lipopolysaccharide core biosynthesis protein,b3624,frozenset({<Reaction MOAT3C at 0x7fcfa67b10f0>})
waaJ,1.4487050169018543,58.0,3794944.0,,,
waaS,1.7626332864253877,58.0,3797540.0,lipopolysaccharide rhamnose:KdoIII transferase; lipopolysaccharide core biosynthesis protein,b3629,frozenset({<Reaction RHAT1 at 0x7fcfa661cda0>})
rpmG,1.5438730515642782,59.0,3804672.0,50S ribosomal subunit protein L33,b3636,
tnaC,1.4754490940582643,60.0,3881856.0,tryptophanase leader peptide,b3707,
yjbL,1.5248309056595266,61.0,4250248.0,uncharacterized protein,b4047,
yjbM,1.5451454230338078,61.0,4250526.0,uncharacterized protein,b4048,
yjbS,1.695391521061231,62.0,4258816.0,uncharacterized protein,b4621,
yjcF,1.4507490500385425,63.0,4272128.0,pentapeptide repeats protein,b4066,
yjdK,1.5209461298184506,64.0,4342400.0,,,
yjdO,1.58073288048466,64.0,4342784.0,,,
yjgL,1.578725217384101,65.0,4465253.0,SopA-central-domain-like hexapeptide repeat protein,b4253,
ythA,1.6061068057564392,66.0,4496384.0,uncharacterized protein,b4655,
