,Multiplicity,Group Number,Start Position,Product,Gene,iJO1366 Reactions
opgD,1.8921145381968225,16.0,1491112.0,OPG biosynthetic periplasmic protein,b1424,
ydcH,2.0615535600372934,16.0,1492992.0,DUF465 family protein,b1426,
rimL,1.9706833286989331,16.0,1493194.0,ribosomal-protein-L7/L12-serine acetyltransferase,b1427,
ydcK,1.9009044658762326,16.0,1493725.0,uncharacterized protein,b1428,
tehA,1.8504431654586673,16.0,1495040.0,potassium-tellurite ethidium and proflavin transporter,b1429,
tehB,1.886768464863563,16.0,1495818.0,"tellurite, selenium methyltransferase, SAM-dependent; tellurite, selenium resistance protein",b1430,
ydcL,2.073338046705514,16.0,1497088.0,lipoprotein,b1431,
insP,1.914201574605667,16.0,1497474.0,No_gene_product,b4578,
insQ,1.8665441322961218,16.0,1497973.0,IS609 transposase B,b1432,
ydcO,1.8188078263839027,16.0,1499161.0,BenE family inner membrane putative transporter,b1433,
ydcN,1.770192286341428,16.0,1500428.0,putative DNA-binding transcriptional regulator,b1434,
ydcP,1.808369772025019,16.0,1501037.0,putative peptidase,b1435,
yncJ,1.8338906297098556,16.0,1503232.0,uncharacterized protein,b1436,
hicA,2.0728633081079644,16.0,1503542.0,mRNA interferase toxin of the HicAB toxin-antitoxin system,b4532,
hicB,2.111487315373669,16.0,1503764.0,antitoxin for the HicAB toxin-antitoxin system,b1438,
ydcR,1.8967296804446987,16.0,1504259.0,putative DNA-binding transcriptional regulator and putative aminotransferase,b1439,
ydcS,1.9381914294794278,16.0,1505910.0,putative ABC transporter periplasmic binding protein,b1440,"['PTRCabcpp', 'SPMDabcpp']"
ydcT,1.8807386998624587,16.0,1507328.0,putative ABC transporter ATPase,b1441,"['PTRCabcpp', 'SPMDabcpp']"
ydcU,1.7624080990078772,16.0,1508087.0,putative ABC transporter permease,b1442,"['PTRCabcpp', 'SPMDabcpp']"
ydcV,1.980488608787996,16.0,1509376.0,putative ABC transporter permease,b1443,"['PTRCabcpp', 'SPMDabcpp']"
patD,1.9170353382351801,16.0,1509834.0,gamma-aminobutyraldehyde dehydrogenase,b1444,['ABUTD']
yncL,2.310481991265519,16.0,1511424.0,stress-induced small inner membrane enterobacterial protein,b4598,
ydcX,2.0704883830718237,16.0,1511645.0,DUF2566 family protein,b1445,
ydcY,1.969423023449227,16.0,1511936.0,DUF2526 family protein,b1446,
ydcZ,1.8663035477697631,16.0,1512138.0,DUF606 family inner membrane protein,b1447,
mnaT,1.865580770412249,16.0,1512584.0,methionine N-acyltransferase; L-amino acid N-acyltransferase,b1448,
mcbR,1.3020668246636156,16.0,1514518.0,"colanic acid and biofilm gene transcriptional regulator, MqsR-controlled",b1450,
yncH,1.5912196274955785,16.0,1521196.0,IPR020099 family protein,b1455,
ydcD,1.5214145361547737,16.0,1524178.0,putative immunity protein for RhsE,b1457,
ydcC,1.7311394975504428,16.0,1526072.0,H repeat-associated putative transposase,b1460,
yddK,1.451952074676245,17.0,1538640.0,No_gene_product,b1471,
yddL,1.320830477505043,17.0,1540096.0,No_gene_product,b1472,
safA,1.296068293712928,18.0,1578018.0,"two-component system connector membrane protein, EvgSA to PhoQP",b1500,
ydfK,1.8566435282172071,19.0,1627328.0,"cold shock protein, function unknown, Qin prophage",b1544,
tfaQ,1.8172173765477535,19.0,1628566.0,Qin prophage; putative tail fibre assembly protein,b1546,
gnsB,1.367567357201717,19.0,1631865.0,Qin prophage; multicopy suppressor of secG(Cs) and fabA6(Ts),b1550,
wbbK,2.16640375343014,20.0,2097152.0,lipopolysaccharide biosynthesis protein,b2032,['O16GLCT1']
wbbJ,1.6923861355237042,20.0,2097974.0,putative lipopolysaccharide biosynthesis O-acetyl transferase,b2033,['O16AT']
wbbI,2.1043076598755697,20.0,2099200.0,"d-Galf:alpha-d-Glc beta-1,6-galactofuranosyltransferase",b2034,['O16GALFT']
wbbH,2.1867853532878434,20.0,2099540.0,O-antigen polymerase,b2035,"['O16AP1pp', 'O16AP2pp', 'O16AP3pp']"
glf,2.0380701468050018,20.0,2101248.0,"UDP-galactopyranose mutase, FAD/NAD(P)-binding",b2036,['UDPGALM']
wzxB,1.980972588675371,20.0,2101817.0,putative polisoprenol-linked O-antigen transporter,b2037,['O16AUNDtpp']
rfbC,1.9396178967701838,20.0,2103296.0,"dTDP-4-deoxyrhamnose-3,5-epimerase",b2038,['TDPDRE']
rfbA,1.7865413008522513,20.0,2103618.0,glucose-1-phosphate thymidylyltransferase,b2039,['G1PTT']
rfbD,1.6240705301208762,20.0,2105344.0,"dTDP-L-rhamnose synthase, NAD(P)-dependent dTDP-4-dehydrorhamnose reductase subunit",b2040,['TDPDRR']
rfbB,1.793956187701618,20.0,2105456.0,"dTDP-glucose 4,6 dehydratase, NAD(P)-binding",b2041,['TDPGDH']
wcaN,1.5480124789599505,20.0,2107392.0,putative regulatory subunit for GalU,b2042,
wcaM,1.6180423976399911,20.0,2107982.0,colanic acid biosynthesis protein,b2043,
wcaL,1.4642897919800615,20.0,2109440.0,putative glycosyl transferase,b2044,
wcaK,1.5136718895892394,20.0,2111488.0,colanic acid biosynthesis protein,b2045,['GALKr']
wzxC,1.4900794249180862,20.0,2113536.0,putative colanic acid exporter,b2046,
wcaJ,1.4966281439833438,20.0,2113640.0,colanic biosynthesis UDP-glucose lipid carrier transferase,b2047,
cpsG,1.5559233488199495,20.0,2115089.0,phosphomannomutase,b2048,['PMANM']
cpsB,1.4967278219699125,20.0,2116564.0,mannose-1-phosphate guanyltransferase,b2049,['MAN1PT2']
wcaI,1.5289708552344832,20.0,2118003.0,putative glycosyl transferase,b2050,
wcaH,1.4628171156582759,20.0,2119680.0,GDP-mannose mannosyl hydrolase,b2051,['GDPMNH']
wcaG,1.527234374442818,20.0,2119705.0,bifunctional GDP-fucose synthetase: GDP-4-dehydro-6-deoxy-D-mannose epimerase/ GDP-4-dehydro-6-L-deoxygalactose reductase,b2052,"['GOFUCR', 'GDMANE']"
gmd,1.464824464105731,20.0,2121728.0,"GDP-D-mannose dehydratase, NAD(P)-binding",b2053,['GMAND']
wcaF,1.6718029408286739,20.0,2121820.0,putative acyl transferase,b2054,
wcaE,1.6167461937647052,20.0,2122384.0,putative glycosyl transferase,b2055,
wcaD,1.7292214022113466,20.0,2123776.0,putative colanic acid polymerase,b2056,
wcaC,1.5812302677077268,20.0,2124333.0,putative glycosyl transferase,b2057,
wcaB,1.4905154680762738,20.0,2125824.0,putative acyl transferase,b2058,
wcaA,1.5142531177052008,20.0,2126038.0,putative glycosyl transferase,b2059,
wzc,1.5688595702287698,20.0,2126970.0,colanic acid production tyrosine-protein kinase; autokinase; Ugd phosphorylase,b2060,
wzb,1.5723956696281147,20.0,2129135.0,colanic acid production protein-tyrosine-phosphatase; Wzc-P dephosphorylase,b2061,
wza,1.5788556847735415,20.0,2129920.0,colanic acid export protein; outer membrane auxillary lipoprotein,b2062,
yegH,1.5184200684899933,20.0,2131382.0,inner membrane protein,b2063,
asmA,1.5980296361299653,20.0,2133239.0,suppressor of OmpF assembly mutants; putative outer membrane protein assembly factor; inner membrane-anchored periplasmic protein,b2064,
dcd,1.5044823279270203,20.0,2135114.0,deoxycytidine triphosphate deaminase; dCTP deaminase,b2065,['DCTPD']
udk,1.657985382607073,20.0,2136064.0,uridine/cytidine kinase,b2066,"['CYTDK2', 'URIK2']"
yegE,1.5782778907514534,20.0,2138112.0,putative diguanylate cyclase,b2067,
alkA,1.6360290515924643,20.0,2140172.0,3-methyl-adenine DNA glycosylase II,b2068,
yegD,1.5784813482946067,20.0,2142208.0,Hsp70 chaperone family protein,b2069,
yegI,1.5659878582827682,20.0,2142519.0,protein kinase-related putative non-specific DNA-binding protein,b2070,
yegJ,1.8714547634023568,20.0,2144665.0,uncharacterized protein,b2071,
yegK,1.5702728569204134,20.0,2145191.0,ser/thr phosphatase-related protein,b2072,
yegL,1.5885648773916108,20.0,2146304.0,VMA domain protein,b2073,
ibsA,1.7981500564306396,20.0,2146829.0,toxic membrane protein,b4667,
ibsB,1.7925831803120345,20.0,2147200.0,toxic membrane protein,b4668,
mdtA,1.549602579201063,20.0,2148352.0,"multidrug efflux system, subunit A",b2074,
mdtB,1.5149718784839021,20.0,2148743.0,"multidrug efflux system, subunit B",b2075,
mdtD,1.4744438234440407,20.0,2154944.0,,,
baeS,1.6524143128736093,20.0,2156356.0,sensory histidine kinase in two-component regulatory system with BaeR,b2078,
baeR,1.4565294719016546,20.0,2157756.0,response regulator in two-component regulatory system with BaeS,b2079,
yegP,1.6948996692850662,20.0,2158669.0,UPF0339 family protein,b2080,
yegQ,1.5338206623255823,20.0,2159148.0,putative peptidase,b2081,
ogrK,1.4960270006661438,20.0,2160782.0,"orphan Ogr protein, positive regulator of P2 growth",b2082,
yegZ,1.6750189541982254,20.0,2161152.0,No_gene_product,b2083,
yegR,1.9836874251796384,20.0,2161664.0,uncharacterized protein,b2085,
yegS,1.6394065786675829,20.0,2162688.0,"phosphatidylglycerol kinase, metal-dependent",b2086,
gatD,1.7813754991329296,20.0,2165313.0,"galactitol-1-phosphate dehydrogenase, Zn-dependent and NAD(P)-binding",b2091,['GLTPD']
gatC,1.4897493385304237,20.0,2166784.0,No_gene_product,b2092,['GALTptspp']
gatB,1.8211161644727156,20.0,2167808.0,galactitol-specific enzyme IIB component of PTS,b2093,['GALTptspp']
gatA,1.6929939240790985,20.0,2168075.0,galactitol-specific enzyme IIA component of PTS,b2094,['GALTptspp']
gatZ,1.6155842042697066,20.0,2168832.0,"D-tagatose 1,6-bisphosphate aldolase 2, subunit",b2095,['TGBPA']
gatY,1.5307639529167882,20.0,2169828.0,"D-tagatose 1,6-bisphosphate aldolase 2, catalytic subunit",b2096,['TGBPA']
fbaB,1.5208060808924444,20.0,2170990.0,fructose-bisphosphate aldolase class I,b2097,['FBA']
yegT,1.531647809226427,20.0,2172928.0,"nucleoside transporter, low affinity",b2098,
yegU,1.6129202361517894,20.0,2173573.0,ADP-ribosylglycohydrolase family protein,b2099,
yegV,1.4937493504304609,20.0,2174976.0,putative kinase,b2100,
yegW,1.6521752154109348,20.0,2175513.0,putative DNA-binding transcriptional regulator,b2101,
yegX,1.4639594339285198,20.0,2177024.0,putative family 25 glycosyl hydrolase,b2102,
thiD,1.5303592429086783,20.0,2177194.0,hydroxy-methylpyrimidine kinase and hydroxy-phosphomethylpyrimidine kinase,b2103,"['PMPK', 'HMPK1']"
thiM,1.6172504425173384,20.0,2177991.0,hydoxyethylthiazole kinase,b2104,['HETZK']
rcnR,1.635900779136463,20.0,2179072.0,transcriptional repressor of rcnA,b2105,
rcnA,1.6402696180114111,20.0,2179395.0,membrane protein conferring nickel and cobalt resistance,b2106,
rcnB,1.4806235987332093,20.0,2180608.0,periplasmic modulator of Ni and Co efflux,b2107,
yehA,1.8822160635664307,20.0,2181120.0,putative fimbrial-like adhesin protein,b2108,
yehB,1.67998947158125,20.0,2181908.0,putative outer membrane protein,b2109,
yehC,1.9512365670543206,20.0,2184404.0,putative periplasmic pilin chaperone,b2110,
yehD,2.0042569007907884,20.0,2185216.0,putative fimbrial-like adhesin protein,b2111,
yehE,1.9658325790107256,20.0,2186240.0,DUF2574 family protein,b2112,
mrp,1.5827885886770032,20.0,2187264.0,antiporter inner membrane protein,b2113,
metG,1.536312396314038,20.0,2187778.0,methionyl-tRNA synthetase,b2114,['METTRS']
yehH,1.6317493198307254,20.0,2189952.0,No_gene_product,b4499,
yehI,1.5579812106413362,20.0,2195456.0,DUF4132 domain-containing protein,b2118,
yehK,1.957226593783649,20.0,2197504.0,uncharacterized protein,b4541,
yehL,1.6199912484858219,20.0,2198074.0,putative hexameric AAA+ MoxR family ATPase,b2119,
yehM,1.6388277664572146,20.0,2199173.0,uncharacterized protein,b2120,
yehP,1.4452264158833898,20.0,2201600.0,VMA domain putative YehL ATPase stimulator,b2121,
yehQ,1.5917067228199533,20.0,2203648.0,No_gene_product,b2122,
yehR,1.6413190813308582,20.0,2204703.0,"lipoprotein, DUF1307 family",b2123,
yehS,1.649403047910879,20.0,2205204.0,DUF1456 family protein,b2124,
yehT,1.5671524608665783,20.0,2205721.0,putative response regulator in two-component system withYehU,b2125,
yehU,1.5478916524738764,20.0,2206437.0,inner membrane putative sensory kinase in two-component system with YehT,b2126,
mlrA,1.4988971289152528,20.0,2208344.0,transcriptional activator of csgD and csgBA,b2127,
yohO,1.5438823189448836,20.0,2209135.0,putative membrane protein,b4542,
yehW,1.54864900303189,20.0,2209792.0,putative ABC transporter permease,b2128,"['GLYBabcpp', 'CHLabcpp']"
yehX,1.5034386403542832,20.0,2209959.0,putative ABC transporter ATPase,b2129,"['GLYBabcpp', 'CHLabcpp']"
yehY,1.598146471515049,20.0,2211840.0,putative ABC transporter permease,b2130,"['GLYBabcpp', 'CHLabcpp']"
osmF,1.6124441827371314,20.0,2212042.0,putative ABC transporter periplasmic binding protein,b2131,"['GLYBabcpp', 'CHLabcpp']"
bglX,1.5153353097189461,20.0,2213170.0,"beta-D-glucoside glucohydrolase, periplasmic",b2132,['LACZpp']
dld,1.5147028495328216,20.0,2215663.0,"D-lactate dehydrogenase, FAD-binding, NADH independent",b2133,"['LDH_D2', 'LDH_D']"
pbpG,1.570887628002409,20.0,2217984.0,D-alanyl-D-alanine endopeptidase,b2134,"['MDDEP3pp', 'MDDEP2pp', 'MDDEP1pp', 'MDDEP4pp']"
yohC,1.4652888978350063,20.0,2218522.0,Yip1 family inner membrane protein,b2135,
yohD,1.492029156296472,20.0,2219279.0,DedA family inner membrane protein,b2136,
yohF,1.474497253425539,20.0,2220032.0,putative oxidoreductase,b2137,
mdtQ,1.5098206534909977,20.0,2220801.0,No_gene_product,b2139,
yohP,1.911947172509516,20.0,2222464.0,uncharacterized protein,b4679,
dusC,1.6283515979778143,20.0,2222916.0,tRNA-dihydrouridine synthase C,b2140,
yohJ,1.5857692221131368,20.0,2224128.0,UPF0299 family inner membrane protein,b2141,
yohK,1.5638837985688445,20.0,2224497.0,LrgB family inner membrane protein,b2142,
cdd,1.7255998822317093,20.0,2226176.0,cytidine/deoxycytidine deaminase,b2143,"['CYTD', 'DCYTD']"
sanA,1.659596480036639,20.0,2226356.0,DUF218 superfamily vancomycin high temperature exclusion protein,b2144,
yeiS,1.9495804504637126,20.0,2227200.0,DUF2542 family protein,b2145,
preT,1.541803406559499,20.0,2228224.0,"dihydropyrimidine dehydrogenase, NADH-dependent, subunit N",b2146,['DURADx']
preA,1.6482427417906405,20.0,2228743.0,"dihydropyrimidine dehydrogenase, NADH-dependent, subunit C",b2147,['DURADx']
mglC,1.5224245357595232,20.0,2230272.0,methyl-galactoside transporter subunit,b2148,"['GLCabcpp', 'GALabcpp']"
mglA,1.7041743381074594,20.0,2231247.0,methyl-galactoside ABC transporter ATPase,b2149,"['GLCabcpp', 'GALabcpp']"
mglB,1.661458308006225,20.0,2232828.0,methyl-galactoside transporter subunit,b2150,"['GLCabcpp', 'GALabcpp']"
galS,1.6693754222045551,20.0,2234368.0,galactose- and fucose-inducible galactose regulon transcriptional isorepressor; mgl operon transcriptional repressor; autorepressor,b2151,
yeiB,1.6226319534967804,20.0,2236416.0,DUF418 family putative inner membrane protein,b2152,
folE,1.5020078041296798,20.0,2236462.0,GTP cyclohydrolase I,b2153,['GTPCI']
yeiG,1.5828578895873027,20.0,2237388.0,S-formylglutathione hydrolase,b2154,['SFGTHi']
cirA,1.4966970783176872,20.0,2238256.0,colicin IA outer membrane receptor and translocator; ferric iron-catecholate transporter,b2155,['FE3DHBZStonex']
lysP,1.515983340193136,20.0,2240541.0,lysine transporter,b2156,['LYSt2pp']
yeiE,1.5622340991944157,20.0,2242560.0,putative DNA-binding transcriptional regulator,b2157,
yeiH,1.4931687381267833,20.0,2243195.0,UPF0324 family inner membrane protein,b2158,
nfo,1.5435487031247372,20.0,2244608.0,endonuclease IV with intrinsic 3'-5' exonuclease activity,b2159,
yeiI,1.6713891589097352,20.0,2245178.0,putative kinase,b2160,
nupX,1.5865111532149228,20.0,2246656.0,nucleoside permease,b2161,
rihB,1.5770199309080193,20.0,2247723.0,ribonucleoside hydrolase 2,b2162,"['CYTDH', 'URIH']"
yeiL,1.8609776552511723,20.0,2248833.0,putative transcriptional regulator,b2163,
psuT,1.5566336861322072,20.0,2250752.0,putative nucleoside transporter,b2164,
psuG,1.5668434601991936,20.0,2250907.0,pseudouridine 5'-phosphate glycosidase,b2165,
psuK,1.640126607163675,20.0,2251833.0,pseudouridine kinase,b2166,
fruA,1.4927452783928945,20.0,2253197.0,fused fructose-specific PTS enzymes: IIBcomponent/IIC components,b2167,['FRUptspp']
fruK,1.5726566234394956,20.0,2254905.0,fructose-1-phosphate kinase,b2168,['FRUK']
fruB,1.537059720940694,20.0,2256896.0,fused fructose-specific PTS enzymes: IIA component/HPr component,b2169,['FRUptspp']
setB,1.497922739716883,20.0,2257341.0,lactose/glucose efflux system,b2170,['LCTSt3ipp']
yeiW,1.5865293857864065,20.0,2258519.0,UPF0153 cysteine cluster protein,b4502,
yeiP,1.577784234823395,20.0,2258944.0,elongation factor P-like protein,b2171,
yeiQ,1.4992698185338753,20.0,2260992.0,putative NAD-dependent D-mannonate oxidoreductase,b2172,
yeiR,1.5361483474779078,20.0,2261307.0,Zn-stimulated GTPase involved in zinc homeostasis; mutants are cadmium and EDTA sensitive; Zn(2+) binding protein,b2173,
lpxT,1.5881091138059817,20.0,2263040.0,lipid A 1-diphosphate synthase; undecaprenyl pyrophosphate:lipid A 1-phosphate phosphotransferase,b2174,['COLIPAKpp']
mepS,1.692119520275956,20.0,2263457.0,"murein DD-endopeptidase, space-maker hydrolase, mutational suppressor of prc thermosensitivity, outer membrane lipoprotein, weak murein LD-carboxypeptidase",b2175,
rtn,1.6296641079293062,20.0,2264204.0,"resistance protein for phages lambda and N4, putative membrane-anchored cyclic-di-GMP phosphodiesterase",b2176,
yejA,1.596318362079908,20.0,2265842.0,microcin C ABC transporter periplasmic binding protein,b2177,
yejB,1.590901727335486,20.0,2267657.0,microcin C ABC transporter permease,b2178,
yejE,1.5198279159632566,20.0,2269184.0,microcin C ABC transporter permease,b2179,
yejF,1.5732927069763827,20.0,2269778.0,microcin C ABC transporter ATPase,b2180,
yejG,1.7001175549425345,20.0,2271371.0,uncharacterized protein,b2181,
bcr,1.6011580548603956,20.0,2272048.0,bicyclomycin/cysteine/sulfonamide efflux transporter,b2182,
rsuA,1.5665170874006544,20.0,2273280.0,16S rRNA pseudouridine(516) synthase,b2183,
yejH,1.5132381072040875,20.0,2274110.0,putative ATP-dependent DNA or RNA helicase,b2184,
rplY,1.5895516798768599,20.0,2275995.0,50S ribosomal subunit protein L25,b2185,
yejK,1.6613799452751317,20.0,2277376.0,spermidine nucleoid-associated protein,b2186,
yejL,1.640653045834076,20.0,2277607.0,UPF0352 family protein,b2187,
yejM,1.6071384236353135,20.0,2277854.0,essential inner membrane DUF3413 domain-containing protein; lipid A production and membrane permeability factor,b2188,
narP,1.8142473279501594,20.0,2283978.0,response regulator in two-component regulatory system with NarQ,b2193,
ccmH,1.9267683662403718,20.0,2285568.0,"heme lyase, CcmH subunit",b2194,
dsbE,1.7544969072632752,20.0,2285885.0,periplasmic thioredoxin of cytochrome c-type biogenesis,b2195,
ccmF,1.7244255312446424,20.0,2286439.0,"heme lyase, CcmF subunit",b2196,
ccmE,1.7665090289023013,20.0,2288379.0,periplasmic heme chaperone,b2197,['PHEMEabcpp']
ccmD,1.870994651356789,20.0,2288855.0,cytochrome c biogenesis protein; heme export ABC transporter holo-CcmE release factor,b2198,['PHEMEabcpp']
ccmC,1.8432831980314506,20.0,2289664.0,heme export ABC transporter permease; CcmE-interacting protein,b2199,['PHEMEabcpp']
ccmB,1.7518854805508022,20.0,2289840.0,heme export ABC transporter permease,b2200,['PHEMEabcpp']
ccmA,1.743647778444628,20.0,2290499.0,heme export ABC transporter ATPase,b2201,['PHEMEabcpp']
napC,1.8109316023542918,20.0,2291712.0,"quinol dehydrogenase, electron source for NapAB",b2202,"['NO3R2bpp', 'NO3R1bpp']"
napB,1.5964669512733698,20.0,2291747.0,"nitrate reductase, small, cytochrome C550 subunit, periplasmic",b2203,"['NO3R2bpp', 'NO3R1bpp']"
napH,1.8073871659824114,20.0,2292193.0,ferredoxin-type protein,b2204,['NO3R1bpp']
napG,1.748006737835263,20.0,2293043.0,ferredoxin-type protein,b2205,['NO3R1bpp']
napA,1.7550281040388382,20.0,2293760.0,"nitrate reductase, periplasmic, large subunit",b2206,"['NO3R2bpp', 'NO3R1bpp']"
napD,1.7511620696884942,20.0,2296320.0,assembly protein for periplasmic nitrate reductase,b2207,
napF,1.8772533222702517,20.0,2296481.0,"ferredoxin-type protein, role in electron transfer to periplasmic nitrate reductase NapA",b2208,
eco,1.8598328545233473,20.0,2297856.0,"ecotin, a serine protease inhibitor",b2209,
mqo,1.7714197559168154,20.0,2298586.0,"malate dehydrogenase, FAD/NAD(P)-binding domain",b2210,"['MDH3', 'MDH2']"
yojI,1.8030323544023243,20.0,2301952.0,microcin J25 efflux ABC transporter permease/ATPase,b2211,
alkB,1.8787208210855895,20.0,2302169.0,oxidative demethylase of N1-methyladenine or N3-methylcytosine DNA lesions,b2212,
ada,1.9050790339959183,20.0,2302819.0,fused DNA-binding transcriptional dual regulator/O6-methylguanine-DNA methyltransferase,b2213,
apbE,1.8369023482283457,20.0,2304000.0,putative thiamine-synthetic flavin transferase lipoprotein,b2214,
