,Multiplicity,Group Num,Start Position,Product,Gene Name,Reactions
abgA,1.5741606889485023,5.0,1398784.0,"p-aminobenzoyl-glutamate hydrolase, A subunit",b1338,
abgR,1.6279930194421655,5.0,1398997.0,putative DNA-binding transcriptional regulator of abgABT operon,b1339,
smrA,1.5295804984791197,5.0,1400235.0,DNA endonuclease,b1340,
ydaM,1.7294536182277749,5.0,1400832.0,"diguanylate cyclase, csgD regulator",b1341,
tfaR,1.4519643072253485,6.0,1426667.0,Rac prophage; putative tail fiber assembly protein,b1373,
yfaT,1.4164314825059166,7.0,2327814.0,"DUF1175 family protein, putative host defense protein",b2229,
yfaE,1.5783866384522602,8.0,2341992.0,ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (Y*) cofactor maintenance,b2236,
rhmR,1.4677349259892227,9.0,2355200.0,putative DNA-binding transcriptional regulator for the rhm operon,b2248,
arnC,1.3975229825496291,10.0,2361344.0,undecaprenyl phosphate-L-Ara4FN transferase,b2254,frozenset({<Reaction UPLA4FNT at 0x7fcfa658a6d8>})
arnE,1.3842719245786537,10.0,2366035.0,undecaprenyl phosphate-alpha-L-ara4N exporter; flippase ArnEF subunit,b4544,frozenset({<Reaction ULA4Ntppi at 0x7fcfa657fdd8>})
pmrD,1.3883631403315584,10.0,2366976.0,inactive two-component system connector protein,b2259,
elaB,1.4926858191853365,11.0,2374200.0,putative membrane-anchored DUF883 family ribosome-binding protein,b2266,
elaA,1.4148613211712753,11.0,2374560.0,GNAT family putative N-acetyltransferase,b2267,
yfbM,1.4255295722674872,11.0,2380412.0,DUF1877 family protein,b2272,
yfbO,1.5694634433344836,11.0,2382113.0,uncharacterized protein,b2274,
nuoN,1.4115583853754206,11.0,2383872.0,"NADH:ubiquinone oxidoreductase, membrane subunit N",b2276,"frozenset({<Reaction NADH16pp at 0x7fcfa67c6208>, <Reaction NADH18pp at 0x7fcfa67c6390>, <Reaction NADH17pp at 0x7fcfa67c62b0>})"
nuoJ,1.394975559592266,11.0,2388820.0,"NADH:ubiquinone oxidoreductase, membrane subunit J",b2280,"frozenset({<Reaction NADH16pp at 0x7fcfa67c6208>, <Reaction NADH18pp at 0x7fcfa67c6390>, <Reaction NADH17pp at 0x7fcfa67c62b0>})"
nuoH,1.4329522715290186,11.0,2390016.0,"NADH:ubiquinone oxidoreductase, membrane subunit H",b2282,"frozenset({<Reaction NADH16pp at 0x7fcfa67c6208>, <Reaction NADH18pp at 0x7fcfa67c6390>, <Reaction NADH17pp at 0x7fcfa67c62b0>})"
lrhA,1.455803791985629,12.0,2399181.0,"transcriptional repressor of flagellar, motility and chemotaxis genes",b2289,
yfbU,1.4037271818292913,12.0,2405578.0,UPF0304 family protein,b2294,
ackA,1.3560707218125683,12.0,2406948.0,acetate kinase A and propionate kinase 2,b2296,frozenset({<Reaction ACKr at 0x7fcfa6bdb7f0>})
yfcE,1.4562119233674418,12.0,2412712.0,phosphodiesterase activity on bis-pNPP,b2300,
folX,1.408395714446298,12.0,2414803.0,"D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase",b2303,frozenset({<Reaction DHPTPE at 0x7fcfa6a64e10>})
argT,1.5319343669277137,13.0,2420736.0,lysine/arginine/ornithine transporter subunit,b2310,"frozenset({<Reaction LYSabcpp at 0x7fcfa682e898>, <Reaction ARGabcpp at 0x7fcfa6b70a58>, <Reaction ORNabcpp at 0x7fcfa67490f0>})"
cvpA,1.3624145407310009,13.0,2423753.0,colicin V production protein,b2313,
usg,1.4199318993464363,14.0,2429114.0,putative semialdehyde dehydrogenase,b2319,
yfcO,1.498866873508068,15.0,2443264.0,DUF2544 family putative outer membrane protein,b2332,
yfcP,1.4591541226637852,15.0,2443529.0,putative fimbrial-like adhesin protein,b2333,
yfcQ,1.6366425055348583,15.0,2444065.0,putative fimbrial-like adhesin protein,b2334,
yfcR,1.4894270297729926,15.0,2444550.0,putative fimbrial-like adhesin protein,b2335,
yfcS,1.4317082950073265,15.0,2445312.0,putative periplasmic pilin chaperone,b2336,
sixA,1.5612410927487228,15.0,2449805.0,phosphohistidine phosphatase,b2340,
fadL,1.3865885421059032,15.0,2455552.0,long-chain fatty acid outer membrane transporter,b2344,"frozenset({<Reaction TTDCAtexi at 0x7fcfa6555c18>, <Reaction OCDCEAtexi at 0x7fcfa6731a20>, <Reaction HDCAtexi at 0x7fcfa6906940>, <Reaction TTDCEAtexi at 0x7fcfa6555b70>, <Reaction DDCAtexi at 0x7fcfa6abfc88>, <Reaction HDCEAtexi at 0x7fcfa6906ac8>, <Reaction OCDCAtexi at 0x7fcfa67318d0>})"
intS,1.4208941874198586,15.0,2460023.0,CPS-53 (KpLE1) prophage; putative prophage CPS-53 integrase,b2349,
gtrB,1.516986222212345,15.0,2461696.0,CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase,b2351,
yfdK,1.3931221162998657,15.0,2464555.0,CPS-53 (KpLE1) prophage; conserved protein,b2354,
oweS,1.3605260175022293,15.0,2466356.0,No_gene_product,b2358,
yfdR,1.459695314299257,15.0,2468462.0,CPS-53 (KpLE1) prophage; conserved protein,b2361,
yfdS,1.5232326100093236,15.0,2468989.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2362,
yfdT,1.4657073166733077,15.0,2469376.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2363,
torI,1.4069310987282306,15.0,2469888.0,response regulator inhibitor for tor operon,b4501,
dsdA,1.3504354345456768,15.0,2473984.0,D-serine dehydratase,b2366,frozenset({<Reaction SERD_D at 0x7fcfa65de3c8>})
emrK,1.5274679024280569,15.0,2476032.0,multidrug resistance efflux pump membrane fusion protein,b2368,
yffQ,1.3895696833227649,16.0,2556950.0,CPZ-55 prophage; uncharacterized protein,b2448,
ypfN,1.4068497685300267,17.0,2586120.0,"putative membrane protein, UPF0370 family",b4547,
yfjU,1.3255259491652616,18.0,2765360.0,No_gene_product,b2638,
rplF,1.3514744125114067,19.0,3438965.0,50S ribosomal subunit protein L6,b3305,
rplW,1.4086253436492295,20.0,3444740.0,50S ribosomal subunit protein L23,b3318,
nirD,1.3820276428084932,21.0,3489909.0,nitrite reductase (NADH) small subunit,b3366,frozenset({<Reaction NTRIR2x at 0x7fcfa67246a0>})
