,Multiplicity,Group Number,Start Position,Product,Gene,iJO1366 Reactions
wzc,1.5509024957378574,9.0,2126970.0,colanic acid production tyrosine-protein kinase; autokinase; Ugd phosphorylase,b2060,
wzb,1.7502407673077711,9.0,2129135.0,colanic acid production protein-tyrosine-phosphatase; Wzc-P dephosphorylase,b2061,
yegH,1.5741885749643478,9.0,2131382.0,inner membrane protein,b2063,
asmA,1.6222541629731744,9.0,2133239.0,suppressor of OmpF assembly mutants; putative outer membrane protein assembly factor; inner membrane-anchored periplasmic protein,b2064,
dcd,1.5468840246949649,9.0,2135114.0,deoxycytidine triphosphate deaminase; dCTP deaminase,b2065,['DCTPD']
udk,1.7809057443023675,9.0,2136064.0,uridine/cytidine kinase,b2066,"['CYTDK2', 'URIK2']"
yegE,1.5604292428442053,9.0,2138112.0,putative diguanylate cyclase,b2067,
alkA,1.521899720717695,9.0,2140172.0,3-methyl-adenine DNA glycosylase II,b2068,
yegD,1.4494035961991707,9.0,2142208.0,Hsp70 chaperone family protein,b2069,
yegI,1.5068081981294763,9.0,2142519.0,protein kinase-related putative non-specific DNA-binding protein,b2070,
yegJ,1.9685288414662707,9.0,2144665.0,uncharacterized protein,b2071,
yegK,1.432468769239726,9.0,2145191.0,ser/thr phosphatase-related protein,b2072,
yegL,1.5362156710852264,9.0,2146304.0,VMA domain protein,b2073,
mdtA,1.5573212080797416,9.0,2148352.0,"multidrug efflux system, subunit A",b2074,
mdtB,1.4766637835237388,9.0,2148743.0,"multidrug efflux system, subunit B",b2075,
mdtC,1.4448110490206882,9.0,2154496.0,"multidrug efflux system, subunit C",b2076,
mdtD,1.5719587397253514,9.0,2154944.0,,,
baeS,1.567648533514526,9.0,2156356.0,sensory histidine kinase in two-component regulatory system with BaeR,b2078,
baeR,1.429349659700442,9.0,2157756.0,response regulator in two-component regulatory system with BaeS,b2079,
yegP,1.6666846628919953,9.0,2158669.0,UPF0339 family protein,b2080,
yegQ,1.6717882179824626,9.0,2159148.0,putative peptidase,b2081,
ogrK,1.716161618660623,9.0,2160782.0,"orphan Ogr protein, positive regulator of P2 growth",b2082,
yegZ,1.8962181316840245,9.0,2161152.0,No_gene_product,b2083,
yegR,1.5688548981729336,9.0,2161664.0,uncharacterized protein,b2085,
gatD,1.6450609168760417,9.0,2165313.0,"galactitol-1-phosphate dehydrogenase, Zn-dependent and NAD(P)-binding",b2091,['GLTPD']
gatC,1.6190237904657871,9.0,2166784.0,No_gene_product,b2092,['GALTptspp']
gatB,1.7691625915725988,9.0,2167808.0,galactitol-specific enzyme IIB component of PTS,b2093,['GALTptspp']
gatA,1.8717241655763603,9.0,2168075.0,galactitol-specific enzyme IIA component of PTS,b2094,['GALTptspp']
gatZ,1.4836587239600953,9.0,2168832.0,"D-tagatose 1,6-bisphosphate aldolase 2, subunit",b2095,['TGBPA']
gatY,1.685726018682303,9.0,2169828.0,"D-tagatose 1,6-bisphosphate aldolase 2, catalytic subunit",b2096,['TGBPA']
fbaB,1.4848350288721126,9.0,2170990.0,fructose-bisphosphate aldolase class I,b2097,['FBA']
yegU,1.5632470252543085,9.0,2173573.0,ADP-ribosylglycohydrolase family protein,b2099,
yegV,1.6181799893745619,9.0,2174976.0,putative kinase,b2100,
yegW,1.6601176296849,9.0,2175513.0,putative DNA-binding transcriptional regulator,b2101,
yegX,1.5411865240292189,9.0,2177024.0,putative family 25 glycosyl hydrolase,b2102,
thiD,1.4935482058594602,9.0,2177194.0,hydroxy-methylpyrimidine kinase and hydroxy-phosphomethylpyrimidine kinase,b2103,"['PMPK', 'HMPK1']"
thiM,1.7170987461758638,9.0,2177991.0,hydoxyethylthiazole kinase,b2104,['HETZK']
rcnA,1.5156241681928384,9.0,2179395.0,membrane protein conferring nickel and cobalt resistance,b2106,
rcnB,1.714434981946701,9.0,2180608.0,periplasmic modulator of Ni and Co efflux,b2107,
yehA,1.603894557228257,9.0,2181120.0,putative fimbrial-like adhesin protein,b2108,
yehB,1.7717029114904548,9.0,2181908.0,putative outer membrane protein,b2109,
yehC,1.7130511362496192,9.0,2184404.0,putative periplasmic pilin chaperone,b2110,
yehD,1.7718647888165457,9.0,2185216.0,putative fimbrial-like adhesin protein,b2111,
yehE,1.9617019879278803,9.0,2186240.0,DUF2574 family protein,b2112,
mrp,1.70698511406476,9.0,2187264.0,antiporter inner membrane protein,b2113,
metG,1.5794406576210724,9.0,2187778.0,methionyl-tRNA synthetase,b2114,['METTRS']
yehH,1.572687396077244,9.0,2189952.0,No_gene_product,b4499,
yehI,1.6151046816011148,9.0,2195456.0,DUF4132 domain-containing protein,b2118,
yehK,1.6692115301470547,9.0,2197504.0,uncharacterized protein,b4541,
yehL,1.6471619265446515,9.0,2198074.0,putative hexameric AAA+ MoxR family ATPase,b2119,
yehM,1.5465320438206192,9.0,2199173.0,uncharacterized protein,b2120,
yehP,1.5116151173511518,9.0,2201600.0,VMA domain putative YehL ATPase stimulator,b2121,
yehQ,1.4855498515375278,9.0,2203648.0,No_gene_product,b2122,
yehR,1.8601829046441325,9.0,2204703.0,"lipoprotein, DUF1307 family",b2123,
yehS,1.8282981777550453,9.0,2205204.0,DUF1456 family protein,b2124,
yehT,1.8853310967723105,9.0,2205721.0,putative response regulator in two-component system withYehU,b2125,
yehU,1.6160535554653546,9.0,2206437.0,inner membrane putative sensory kinase in two-component system with YehT,b2126,
mlrA,1.574109986370872,9.0,2208344.0,transcriptional activator of csgD and csgBA,b2127,
yohO,1.355474253704342,9.0,2209135.0,putative membrane protein,b4542,
yehW,1.5071856393797909,9.0,2209792.0,putative ABC transporter permease,b2128,"['GLYBabcpp', 'CHLabcpp']"
osmF,1.5773494523401566,9.0,2212042.0,putative ABC transporter periplasmic binding protein,b2131,"['GLYBabcpp', 'CHLabcpp']"
bglX,1.5632559294447443,9.0,2213170.0,"beta-D-glucoside glucohydrolase, periplasmic",b2132,['LACZpp']
dld,1.5281810477764968,9.0,2215663.0,"D-lactate dehydrogenase, FAD-binding, NADH independent",b2133,"['LDH_D2', 'LDH_D']"
pbpG,1.6788901590182885,9.0,2217984.0,D-alanyl-D-alanine endopeptidase,b2134,"['MDDEP3pp', 'MDDEP2pp', 'MDDEP1pp', 'MDDEP4pp']"
yohD,1.6112931652387839,9.0,2219279.0,DedA family inner membrane protein,b2136,
mdtQ,1.465385969284282,9.0,2220801.0,No_gene_product,b2139,
yohP,1.4427245441332492,9.0,2222464.0,uncharacterized protein,b4679,
dusC,1.5442111751062124,9.0,2222916.0,tRNA-dihydrouridine synthase C,b2140,
yohJ,1.4545163210125236,9.0,2224128.0,UPF0299 family inner membrane protein,b2141,
sanA,1.6264550872641896,9.0,2226356.0,DUF218 superfamily vancomycin high temperature exclusion protein,b2144,
yeiS,1.5351273252663897,9.0,2227200.0,DUF2542 family protein,b2145,
preT,1.5867878750244837,9.0,2228224.0,"dihydropyrimidine dehydrogenase, NADH-dependent, subunit N",b2146,['DURADx']
preA,1.7867045747447845,9.0,2228743.0,"dihydropyrimidine dehydrogenase, NADH-dependent, subunit C",b2147,['DURADx']
mglC,1.5210433276060304,9.0,2230272.0,methyl-galactoside transporter subunit,b2148,"['GLCabcpp', 'GALabcpp']"
mglA,1.6754723552350705,9.0,2231247.0,methyl-galactoside ABC transporter ATPase,b2149,"['GLCabcpp', 'GALabcpp']"
mglB,1.707381606243806,9.0,2232828.0,methyl-galactoside transporter subunit,b2150,"['GLCabcpp', 'GALabcpp']"
galS,1.5007486808402732,9.0,2234368.0,galactose- and fucose-inducible galactose regulon transcriptional isorepressor; mgl operon transcriptional repressor; autorepressor,b2151,
folE,1.5546626098065213,9.0,2236462.0,GTP cyclohydrolase I,b2153,['GTPCI']
yeiG,1.4305110447192746,9.0,2237388.0,S-formylglutathione hydrolase,b2154,['SFGTHi']
cirA,1.5267862129391685,9.0,2238256.0,colicin IA outer membrane receptor and translocator; ferric iron-catecholate transporter,b2155,['FE3DHBZStonex']
yeiE,1.5258756454349738,9.0,2242560.0,putative DNA-binding transcriptional regulator,b2157,
yeiH,1.4457443706134332,9.0,2243195.0,UPF0324 family inner membrane protein,b2158,
nfo,1.574059009985915,9.0,2244608.0,endonuclease IV with intrinsic 3'-5' exonuclease activity,b2159,
yeiI,1.5757928249700357,9.0,2245178.0,putative kinase,b2160,
nupX,1.5753729293643253,9.0,2246656.0,nucleoside permease,b2161,
yeiL,1.6283519185484476,9.0,2248833.0,putative transcriptional regulator,b2163,
psuT,1.5933695980808733,9.0,2250752.0,putative nucleoside transporter,b2164,
psuG,1.677822923627361,9.0,2250907.0,pseudouridine 5'-phosphate glycosidase,b2165,
psuK,1.55816460562529,9.0,2251833.0,pseudouridine kinase,b2166,
fruA,1.3982387829121024,9.0,2253197.0,fused fructose-specific PTS enzymes: IIBcomponent/IIC components,b2167,['FRUptspp']
fruK,1.3945211919224674,9.0,2254905.0,fructose-1-phosphate kinase,b2168,['FRUK']
fruB,1.6907870890171774,9.0,2256896.0,fused fructose-specific PTS enzymes: IIA component/HPr component,b2169,['FRUptspp']
setB,1.4352448020875188,9.0,2257341.0,lactose/glucose efflux system,b2170,['LCTSt3ipp']
yeiW,1.5306202931695607,9.0,2258519.0,UPF0153 cysteine cluster protein,b4502,
yeiP,1.5109365805350077,9.0,2258944.0,elongation factor P-like protein,b2171,
yeiQ,1.6436660856630918,9.0,2260992.0,putative NAD-dependent D-mannonate oxidoreductase,b2172,
yeiR,1.7131895856837163,9.0,2261307.0,Zn-stimulated GTPase involved in zinc homeostasis; mutants are cadmium and EDTA sensitive; Zn(2+) binding protein,b2173,
lpxT,1.961794946688019,9.0,2263040.0,lipid A 1-diphosphate synthase; undecaprenyl pyrophosphate:lipid A 1-phosphate phosphotransferase,b2174,['COLIPAKpp']
mepS,2.031786165793751,9.0,2263457.0,"murein DD-endopeptidase, space-maker hydrolase, mutational suppressor of prc thermosensitivity, outer membrane lipoprotein, weak murein LD-carboxypeptidase",b2175,
rtn,1.5965700637185478,9.0,2264204.0,"resistance protein for phages lambda and N4, putative membrane-anchored cyclic-di-GMP phosphodiesterase",b2176,
yejA,1.5264997111388854,9.0,2265842.0,microcin C ABC transporter periplasmic binding protein,b2177,
yejB,1.5863319726991514,9.0,2267657.0,microcin C ABC transporter permease,b2178,
yejE,1.6980358736297256,9.0,2269184.0,microcin C ABC transporter permease,b2179,
yejF,1.626397003039896,9.0,2269778.0,microcin C ABC transporter ATPase,b2180,
yejG,1.7804526406736048,9.0,2271371.0,uncharacterized protein,b2181,
bcr,1.516727192385655,9.0,2272048.0,bicyclomycin/cysteine/sulfonamide efflux transporter,b2182,
rsuA,1.7257679835603896,9.0,2273280.0,16S rRNA pseudouridine(516) synthase,b2183,
yejH,1.565115980483068,9.0,2274110.0,putative ATP-dependent DNA or RNA helicase,b2184,
rplY,1.7521680306962095,9.0,2275995.0,50S ribosomal subunit protein L25,b2185,
yejK,1.7266273248754738,9.0,2277376.0,spermidine nucleoid-associated protein,b2186,
yejL,1.8890246533469637,9.0,2277607.0,UPF0352 family protein,b2187,
narP,1.8704518546490734,9.0,2283978.0,response regulator in two-component regulatory system with NarQ,b2193,
ccmH,1.6539507689950168,9.0,2285568.0,"heme lyase, CcmH subunit",b2194,
ccmF,1.596588920124529,9.0,2286439.0,"heme lyase, CcmF subunit",b2196,
ccmE,1.7311228594414434,9.0,2288379.0,periplasmic heme chaperone,b2197,['PHEMEabcpp']
ccmD,1.5433365622998998,9.0,2288855.0,cytochrome c biogenesis protein; heme export ABC transporter holo-CcmE release factor,b2198,['PHEMEabcpp']
ccmC,1.7344516049458851,9.0,2289664.0,heme export ABC transporter permease; CcmE-interacting protein,b2199,['PHEMEabcpp']
ccmB,1.6701092219795277,9.0,2289840.0,heme export ABC transporter permease,b2200,['PHEMEabcpp']
ccmA,1.6912146534460062,9.0,2290499.0,heme export ABC transporter ATPase,b2201,['PHEMEabcpp']
napC,1.8155279066274028,9.0,2291712.0,"quinol dehydrogenase, electron source for NapAB",b2202,"['NO3R2bpp', 'NO3R1bpp']"
napB,1.769455435700695,9.0,2291747.0,"nitrate reductase, small, cytochrome C550 subunit, periplasmic",b2203,"['NO3R2bpp', 'NO3R1bpp']"
napH,1.654579325249363,9.0,2292193.0,ferredoxin-type protein,b2204,['NO3R1bpp']
napA,1.6724216157984777,9.0,2293760.0,"nitrate reductase, periplasmic, large subunit",b2206,"['NO3R2bpp', 'NO3R1bpp']"
napD,1.6750419541765365,9.0,2296320.0,assembly protein for periplasmic nitrate reductase,b2207,
napF,1.3981408648688272,9.0,2296481.0,"ferredoxin-type protein, role in electron transfer to periplasmic nitrate reductase NapA",b2208,
eco,1.8648314371674566,9.0,2297856.0,"ecotin, a serine protease inhibitor",b2209,
mqo,1.6157293726670527,9.0,2298586.0,"malate dehydrogenase, FAD/NAD(P)-binding domain",b2210,"['MDH3', 'MDH2']"
yojI,1.6588126638926237,9.0,2301952.0,microcin J25 efflux ABC transporter permease/ATPase,b2211,
alkB,1.5697486160121685,9.0,2302169.0,oxidative demethylase of N1-methyladenine or N3-methylcytosine DNA lesions,b2212,
ada,1.6551055172162346,9.0,2302819.0,fused DNA-binding transcriptional dual regulator/O6-methylguanine-DNA methyltransferase,b2213,
apbE,1.8702445506835805,9.0,2304000.0,putative thiamine-synthetic flavin transferase lipoprotein,b2214,
ompC,1.7320820909426418,9.0,2306048.0,outer membrane porin protein C,b2215,"['ACNAMtex', 'SUCCtex', 'XYLUtex', 'ACALDtex', 'CMPtex', 'F6Ptex', 'CLtex', 'DHAtex', 'IMPtex', 'PHEtex', 'IDONtex', 'CMtex', 'CRNDtex', 'DAMPtex', 'GLYC3Ptex', 'CGLYtex', 'DDGLCNtex', 'MANtex', 'INDOLEtex', 'TRPtex', 'UMPtex', 'ACGAM1Ptex', 'GSNtex', 'CRNtex', 'GMPtex', 'LEUtex', 'XYLtex', 'FE2tex', 'SLNTtex', 'ACGALtex', 'SKMtex', 'SO2tex', 'CITtex', 'DALAtex', 'SO3tex', 'CO2tex', 'ACGAL1Ptex', 'GTHOXtex', 'CHLtex', 'FORtex', 'TSULtex', 'SUCRtex', 'SULFACtex', 'INSTtex', 'TTRCYCtex', 'PItex', 'DGMPtex', 'AMPtex', 'ANHGMtex', 'DGSNtex', 'ILEtex', 'GLYCLTtex', 'COBALT2tex', 'Zn2tex', 'ACSERtex', 'TUNGStex', 'CSNtex', 'AGMtex', 'LIPOtex', 'CHTBStex', 'SO4tex', 'DAPtex', '3UMPtex', 'TYMtex', 'URAtex', 'ACGAtex', 'LYStex', 'DINStex', 'GALURtex', 'GTHRDtex', 'OROTtex', 'ALLTNtex', 'MMETtex', 'FUSAtex', 'NH4tex', 'THMtex', '12PPDRtex', 'ALAALAtex', 'NOtex', '12PPDStex', 'R5Ptex', 'XANtex', 'CUtex', 'SPMDtex', 'XMPtex', 'ALLtex', 'TYRPtex', '23CCMPtex', 'DCAtex', 'GAMAN6Ptex', 'THRPtex', 'TYRtex', '23CAMPtex', 'CU2tex', 'NI2tex', 'NO2tex', 'GTPtex', 'MNLtex', 'GLCNtex', '23CGMPtex', 'GAL1Ptex', '23CUMPtex', 'GALtex', 'HG2tex', 'MALtex', 'NAtex', '23DAPPAtex', 'DCMPtex', 'G1Ptex', 'MAN6Ptex', 'UACGAMtex', 'PYDAMtex', 'XTSNtex', 'MNtex', 'ARBTtex', 'DMSOtex', 'THMDtex', 'G6Ptex', 'GAMtex', 'HIStex', 'NMNtex', 'PACALDtex', 'THRtex', 'GALBDtex', 'THYMtex', 'GBBTNtex', 'PNTOtex', 'TREtex', 'CYANtex', 'MANGLYCtex', 'NO3tex', 'FE3tex', 'GLCRtex', '26DAHtex', 'PYDXNtex', 'H2O2tex', 'DIMPtex', 'DMStex', 'H2Otex', 'O2Stex', 'UDPGALtex', 'ASPtex', '3CMPtex', '3HPPtex', 'HCINNMtex', 'ARBtex', '3AMPtex', 'ACtex', 'GLYCtex', 'O2tex', 'DSERtex', 'FRULYStex', 'PSCLYStex', 'ABUTtex', 'MOBDtex', 'LALALGLUtex', 'CA2tex', 'GLCUR1Ptex', 'GLCURtex', 'DOXRBCNtex', 'H2Stex', 'UDPGLCURtex', 'DOPAtex', 'FRUURtex', 'GLCtex', 'HXAtex', 'CD2tex', 'DUMPtex', 'ETHAtex', 'H2tex', 'FRUtex', 'UDPGtex', 'ADEtex', 'ETHSO3tex', 'D__LACtex', 'DTMPtex', 'FALDtex', 'CYTDtex', 'OCTAtex', 'GLYtex', 'SERtex', 'PSERtex', 'BALAtex', 'FUCtex', 'LCTStex', 'PROGLYtex', 'ETOHtex', 'ACMUMtex', 'HYXNtex', 'ACMANAtex', 'Htex', '34dhpactex', 'ARGtex', 'UDPACGALtex', 'ACACtex', 'PROtex', '3GMPtex', 'PEAMNtex', 'FUMtex', 'MELIBtex', '3PEPTtex', 'ASO3tex', 'BTNtex', 'GALTtex', 'MSO3tex', 'CYNTtex', 'TARTRDtex', 'CYSDtex', 'METtex', 'UREAtex', 'RIBtex', 'MEOHtex', 'PPALtex', 'ISETACtex', 'PYDXtex', 'SBTtex', 'LYXtex', 'ALAtex', 'GLNtex', 'ASCBtex', 'GALCTNLtex', '4HOXPACDtex', 'TMAtex', 'MG2tex', 'G3PCtex', 'RMNtex', 'GALCTNtex', 'Ktex', 'HOMtex', 'TARTRtex', 'GLUtex', 'GALCTtex', 'TMAOtex', 'MALDtex', '4PEPTtex', 'G3PGtex', 'PYRtex', 'GLYALDtex', 'METDtex', '5DGLCNtex', 'ASNtex', 'PPAtex', 'GDPtex', 'MINCYCtex', 'N2Otex', 'G3PEtex', 'L__LACtex', 'HPPPNtex', 'TAURtex', 'SELtex', 'TCYNTtex', 'PPPNtex', 'QUIN2tex', 'GLYBtex', 'NACtex', 'CYStex', 'GLYCAtex', 'G3PItex', 'BUTSO3tex', 'METSOX1tex', 'VALtex', 'GLYC2Ptex', 'AKGtex', 'BUTtex', 'METSOX2tex', 'PTRCtex', 'LALADGLUtex', 'ORNtex', '5MTRtex', 'G3PStex', 'PPTtex']"
rcsD,1.8603688201052488,9.0,2306966.0,phosphotransfer intermediate protein in two-component regulatory system with RcsBC,b2216,
rcsB,1.7321364038754963,9.0,2310144.0,response regulator in two-component regulatory system with RcsC and YojN,b2217,
rcsC,1.7233420869724017,9.0,2310505.0,hybrid sensory kinase in two-component regulatory system with RcsB and YojN,b2218,
atoS,1.6550239735333119,9.0,2313521.0,sensory histidine kinase in two-component regulatory system with AtoC,b2219,
atoC,1.8558443287948927,9.0,2315344.0,"fused response regulator of ato operon, in two-component system with AtoS: response regulator/sigma54 interaction protein",b2220,
atoD,1.6413521284496224,9.0,2316925.0,"acetyl-CoA:acetoacetyl-CoA transferase, alpha subunit",b2221,"['ACACCT', 'BUTCT', 'HXCT']"
atoA,1.643770461460255,9.0,2317587.0,"acetyl-CoA:acetoacetyl-CoA transferase, beta subunit",b2222,"['ACACCT', 'BUTCT', 'HXCT']"
atoE,1.600723658826293,9.0,2318336.0,short chain fatty acid transporter,b2223,"['HEXt2rpp', 'ACACt2pp', 'BUTt2rpp']"
atoB,1.7257755979771052,9.0,2320384.0,acetyl-CoA acetyltransferase,b2224,['ACACT1r']
yfaP,1.697209571509734,9.0,2320845.0,"DUF2135 family protein, putative host defense protein",b2225,
yfaQ,1.5928780639733402,9.0,2321626.0,"tandem DUF2300 domain protein, putative host defense protein",b2226,
yfaS,1.6570402889209332,9.0,2326528.0,No_gene_product,b4500,
yfaT,1.6064253382521398,9.0,2327814.0,"DUF1175 family protein, putative host defense protein",b2229,
yfaA,1.8718907393225264,9.0,2328434.0,"DUF2138 family protein, putative host defense protein",b2230,
gyrA,1.662636018748448,9.0,2330271.0,"DNA gyrase (type II topoisomerase), subunit A",b2231,
yfaL,1.5872394657103932,9.0,2334720.0,adhesin,b2233,
nrdA,1.8138427731586992,9.0,2338343.0,"ribonucleoside-diphosphate reductase 1, alpha subunit",b2234,"['RNDR1', 'RNDR4', 'RNDR3', 'RNDR2']"
nrdB,1.8783438396324748,9.0,2340864.0,"ribonucleoside-diphosphate reductase 1, beta subunit, ferritin-like protein",b2235,"['RNDR1', 'RNDR4', 'RNDR3', 'RNDR2']"
yfaE,1.7136379893872271,9.0,2341992.0,ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (Y*) cofactor maintenance,b2236,
inaA,1.447839554535273,9.0,2342912.0,acid-inducible Kdo/WaaP family putative kinase,b2237,
yfaH,1.324710729121461,9.0,2343129.0,No_gene_product,b2238,
glpQ,1.842295327675774,9.0,2343413.0,periplasmic glycerophosphodiester phosphodiesterase,b2239,"['GPDDA2pp', 'GPDDA3pp', 'GPDDA4pp', 'GPDDA1pp', 'GPDDA5pp']"
glpT,1.626881707842182,9.0,2344960.0,sn-glycerol-3-phosphate transporter,b2240,['GLYC3Pt6pp']
glpA,1.746844001909623,9.0,2346125.0,"anaerobic sn-glycerol-3-phosphate dehydrogenase, large FAD/NAD(P)-binding subunit",b2241,"['G3PD6', 'G3PD7', 'G3PD5']"
glpB,1.802904818978505,9.0,2347743.0,anaerobic sn-glycerol-3-phosphate dehydrogenase membrane anchor subunit,b2242,"['G3PD6', 'G3PD7', 'G3PD5']"
glpC,1.6279068677429327,9.0,2349056.0,"anaerobic sn-glycerol-3-phosphate dehydrogenase, C subunit, 4Fe-4S iron-sulfur cluster",b2243,"['G3PD6', 'G3PD7', 'G3PD5']"
yfaD,1.8819219830597833,9.0,2351104.0,transposase_31 family protein,b2244,
ypaA,2.105603095570878,9.0,2351294.0,No_gene_product,b4543,
rhmA,1.738387625796347,9.0,2351520.0,2-keto-3-deoxy-L-rhamnonate aldolase,b2245,
rhmT,1.8307394053432333,9.0,2353152.0,putative L-rhamnonate transporter,b2246,
rhmD,1.5225377863829097,9.0,2353687.0,L-rhamnonate dehydratase,b2247,
rhmR,1.6817665254824679,9.0,2355200.0,putative DNA-binding transcriptional regulator for the rhm operon,b2248,
yfaY,1.6514350858641837,9.0,2355909.0,inactive PncC family protein,b2249,
nudI,1.8526186040119197,9.0,2358032.0,nucleoside triphosphatase,b2251,"['NTPP7', 'DUTPDP', 'NTPP3']"
ais,1.8447299189605357,9.0,2358496.0,putative LPS core heptose(II)-phosphate phosphatase,b2252,
arnB,1.727324287042166,9.0,2359406.0,"uridine 5'-(beta-1-threo-pentapyranosyl-4-ulose diphosphate) aminotransferase, PLP-dependent",b2253,['UDPKAAT']
arnC,1.7225842786621361,9.0,2361344.0,undecaprenyl phosphate-L-Ara4FN transferase,b2254,['UPLA4FNT']
arnA,1.7367628288330363,9.0,2361517.0,fused UDP-L-Ara4N formyltransferase/UDP-GlcA C-4'-decarboxylase,b2255,"['ULA4NFT', 'UDPGDC']"
arnD,1.682110443555488,9.0,2363496.0,undecaprenyl phosphate-alpha-L-ara4FN deformylase,b2256,['UPLA4FNF']
arnT,1.5661739346523476,9.0,2364386.0,4-amino-4-deoxy-L-arabinose transferase,b2257,['LA4NTpp']
arnE,1.7475779818880774,9.0,2366035.0,undecaprenyl phosphate-alpha-L-ara4N exporter; flippase ArnEF subunit,b4544,['ULA4Ntppi']
arnF,1.6065285962090123,9.0,2366370.0,undecaprenyl phosphate-alpha-L-ara4N exporter; flippase ArnEF subunit,b2258,['ULA4Ntppi']
pmrD,1.7256308183736129,9.0,2366976.0,inactive two-component system connector protein,b2259,
menE,1.6659574999807483,9.0,2367488.0,O-succinylbenzoate-CoA ligase,b2260,['SUCBZL']
menC,1.5324974710349901,9.0,2368478.0,O-succinylbenzoyl-CoA synthase,b2261,['SUCBZS']
menB,1.5817372299385861,9.0,2369536.0,dihydroxynaphthoic acid synthetase,b2262,['DHNCOAS']
menH,1.7932694336705868,9.0,2370312.0,"2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylate synthase",b2263,['SHCHCS3']
menD,1.5871437236570571,9.0,2371067.0,2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate synthase; SEPHCHC synthase,b2264,['SEPHCHCS']
menF,1.7327602728466613,9.0,2373632.0,isochorismate synthase 2,b2265,['ICHORS']
elaB,1.8400360948884784,9.0,2374200.0,putative membrane-anchored DUF883 family ribosome-binding protein,b2266,
elaA,1.8157606263242727,9.0,2374560.0,GNAT family putative N-acetyltransferase,b2267,
rbn,1.714013575395296,9.0,2375680.0,"RNase BN, tRNA processing enzyme",b2268,
