,Multiplicity,Group Number,Start Position,Product,Gene,iJO1366 Reactions
rfbC,1.7420776854674174,10.0,2103296.0,"dTDP-4-deoxyrhamnose-3,5-epimerase",b2038,['TDPDRE']
rfbD,1.501012179173467,10.0,2105344.0,"dTDP-L-rhamnose synthase, NAD(P)-dependent dTDP-4-dehydrorhamnose reductase subunit",b2040,['TDPDRR']
rfbB,1.5981662708010134,10.0,2105456.0,"dTDP-glucose 4,6 dehydratase, NAD(P)-binding",b2041,['TDPGDH']
wcaM,1.3746928580210664,10.0,2107982.0,colanic acid biosynthesis protein,b2043,
wcaH,1.4900871494586274,11.0,2119680.0,GDP-mannose mannosyl hydrolase,b2051,['GDPMNH']
wcaD,1.5612995191725874,11.0,2123776.0,putative colanic acid polymerase,b2056,
wzb,1.5059663580352483,11.0,2129135.0,colanic acid production protein-tyrosine-phosphatase; Wzc-P dephosphorylase,b2061,
wza,1.5039231245909077,11.0,2129920.0,colanic acid export protein; outer membrane auxillary lipoprotein,b2062,
dcd,1.373115994560144,11.0,2135114.0,deoxycytidine triphosphate deaminase; dCTP deaminase,b2065,['DCTPD']
udk,1.5684135559448762,11.0,2136064.0,uridine/cytidine kinase,b2066,"['CYTDK2', 'URIK2']"
alkA,1.438428613213639,11.0,2140172.0,3-methyl-adenine DNA glycosylase II,b2068,
yegI,1.4160052827714142,11.0,2142519.0,protein kinase-related putative non-specific DNA-binding protein,b2070,
yegJ,1.485101072954327,11.0,2144665.0,uncharacterized protein,b2071,
yegL,1.3594213111078501,11.0,2146304.0,VMA domain protein,b2073,
ibsA,1.8113202674943867,11.0,2146829.0,toxic membrane protein,b4667,
ibsB,1.5949759290623708,11.0,2147200.0,toxic membrane protein,b4668,
yegP,1.4660096947917352,12.0,2158669.0,UPF0339 family protein,b2080,
yegR,1.772974912341745,12.0,2161664.0,uncharacterized protein,b2085,
gatD,1.5156976072645774,12.0,2165313.0,"galactitol-1-phosphate dehydrogenase, Zn-dependent and NAD(P)-binding",b2091,['GLTPD']
gatB,1.647902209379475,12.0,2167808.0,galactitol-specific enzyme IIB component of PTS,b2093,['GALTptspp']
gatA,1.5604836242297617,12.0,2168075.0,galactitol-specific enzyme IIA component of PTS,b2094,['GALTptspp']
gatY,1.4554509283581025,12.0,2169828.0,"D-tagatose 1,6-bisphosphate aldolase 2, catalytic subunit",b2096,['TGBPA']
fbaB,1.4504809103077139,12.0,2170990.0,fructose-bisphosphate aldolase class I,b2097,['FBA']
yegU,1.426164793185278,12.0,2173573.0,ADP-ribosylglycohydrolase family protein,b2099,
yegW,1.4403419172925174,12.0,2175513.0,putative DNA-binding transcriptional regulator,b2101,
thiD,1.4038960766945194,12.0,2177194.0,hydroxy-methylpyrimidine kinase and hydroxy-phosphomethylpyrimidine kinase,b2103,"['PMPK', 'HMPK1']"
rcnR,1.4209496377985662,12.0,2179072.0,transcriptional repressor of rcnA,b2105,
rcnA,1.5008598156392206,12.0,2179395.0,membrane protein conferring nickel and cobalt resistance,b2106,
rcnB,1.3184414631227832,12.0,2180608.0,periplasmic modulator of Ni and Co efflux,b2107,
yehA,1.6752611853079322,12.0,2181120.0,putative fimbrial-like adhesin protein,b2108,
yehC,1.544401927870471,12.0,2184404.0,putative periplasmic pilin chaperone,b2110,
yehD,1.6925290886701132,12.0,2185216.0,putative fimbrial-like adhesin protein,b2111,
yehE,1.6073872599667824,12.0,2186240.0,DUF2574 family protein,b2112,
mrp,1.4230891363041267,12.0,2187264.0,antiporter inner membrane protein,b2113,
metG,1.3848734955132316,12.0,2187778.0,methionyl-tRNA synthetase,b2114,['METTRS']
yehK,1.6567325024792017,12.0,2197504.0,uncharacterized protein,b4541,
yehL,1.4582267545281196,12.0,2198074.0,putative hexameric AAA+ MoxR family ATPase,b2119,
yehM,1.407937068065196,12.0,2199173.0,uncharacterized protein,b2120,
yehR,1.4108943886825618,12.0,2204703.0,"lipoprotein, DUF1307 family",b2123,
yehT,1.4997086244915825,12.0,2205721.0,putative response regulator in two-component system withYehU,b2125,
yehY,1.4545425292591614,13.0,2211840.0,putative ABC transporter permease,b2130,"['GLYBabcpp', 'CHLabcpp']"
osmF,1.4533843563379745,13.0,2212042.0,putative ABC transporter periplasmic binding protein,b2131,"['GLYBabcpp', 'CHLabcpp']"
yohP,1.9655298995894,14.0,2222464.0,uncharacterized protein,b4679,
dusC,1.4921733083979902,14.0,2222916.0,tRNA-dihydrouridine synthase C,b2140,
cdd,1.5705151055979663,14.0,2226176.0,cytidine/deoxycytidine deaminase,b2143,"['CYTD', 'DCYTD']"
sanA,1.4903199270803926,14.0,2226356.0,DUF218 superfamily vancomycin high temperature exclusion protein,b2144,
yeiS,1.6001909645534926,14.0,2227200.0,DUF2542 family protein,b2145,
preA,1.5050090236719673,14.0,2228743.0,"dihydropyrimidine dehydrogenase, NADH-dependent, subunit C",b2147,['DURADx']
mglA,1.4180549484849858,14.0,2231247.0,methyl-galactoside ABC transporter ATPase,b2149,"['GLCabcpp', 'GALabcpp']"
galS,1.5214935687978628,14.0,2234368.0,galactose- and fucose-inducible galactose regulon transcriptional isorepressor; mgl operon transcriptional repressor; autorepressor,b2151,
yeiG,1.4657703703228468,14.0,2237388.0,S-formylglutathione hydrolase,b2154,['SFGTHi']
yeiE,1.3749820464584928,14.0,2242560.0,putative DNA-binding transcriptional regulator,b2157,
yeiH,1.4235881252446825,14.0,2243195.0,UPF0324 family inner membrane protein,b2158,
nfo,1.4152445319171452,14.0,2244608.0,endonuclease IV with intrinsic 3'-5' exonuclease activity,b2159,
yeiI,1.4870920346412064,14.0,2245178.0,putative kinase,b2160,
yeiL,1.6507178162111595,14.0,2248833.0,putative transcriptional regulator,b2163,
psuK,1.425211878006709,14.0,2251833.0,pseudouridine kinase,b2166,
fruB,1.4340912679392892,14.0,2256896.0,fused fructose-specific PTS enzymes: IIA component/HPr component,b2169,['FRUptspp']
yeiW,1.3687689301151993,14.0,2258519.0,UPF0153 cysteine cluster protein,b4502,
yeiP,1.5226012676708212,14.0,2258944.0,elongation factor P-like protein,b2171,
mepS,1.5086617362648667,14.0,2263457.0,"murein DD-endopeptidase, space-maker hydrolase, mutational suppressor of prc thermosensitivity, outer membrane lipoprotein, weak murein LD-carboxypeptidase",b2175,
yejE,1.4040892040640895,14.0,2269184.0,microcin C ABC transporter permease,b2179,
yejF,1.3994532060106384,14.0,2269778.0,microcin C ABC transporter ATPase,b2180,
yejG,1.3588275594929133,14.0,2271371.0,uncharacterized protein,b2181,
bcr,1.41367745535804,14.0,2272048.0,bicyclomycin/cysteine/sulfonamide efflux transporter,b2182,
rsuA,1.4807599909589386,14.0,2273280.0,16S rRNA pseudouridine(516) synthase,b2183,
rplY,1.4043759788339834,14.0,2275995.0,50S ribosomal subunit protein L25,b2185,
yejK,1.5211648094057033,14.0,2277376.0,spermidine nucleoid-associated protein,b2186,
yejL,1.5240808498721752,14.0,2277607.0,UPF0352 family protein,b2187,
yejM,1.4341004963391837,14.0,2277854.0,essential inner membrane DUF3413 domain-containing protein; lipid A production and membrane permeability factor,b2188,
narP,1.7293653018462942,14.0,2283978.0,response regulator in two-component regulatory system with NarQ,b2193,
ccmH,1.7299378507925158,14.0,2285568.0,"heme lyase, CcmH subunit",b2194,
dsbE,1.5527852595675862,14.0,2285885.0,periplasmic thioredoxin of cytochrome c-type biogenesis,b2195,
ccmF,1.6131584981577456,14.0,2286439.0,"heme lyase, CcmF subunit",b2196,
ccmE,1.6253697439744117,14.0,2288379.0,periplasmic heme chaperone,b2197,['PHEMEabcpp']
ccmD,1.6874382341207619,14.0,2288855.0,cytochrome c biogenesis protein; heme export ABC transporter holo-CcmE release factor,b2198,['PHEMEabcpp']
ccmC,1.7051938586467534,14.0,2289664.0,heme export ABC transporter permease; CcmE-interacting protein,b2199,['PHEMEabcpp']
ccmB,1.7211921428826618,14.0,2289840.0,heme export ABC transporter permease,b2200,['PHEMEabcpp']
ccmA,1.5346312364133072,14.0,2290499.0,heme export ABC transporter ATPase,b2201,['PHEMEabcpp']
napC,1.5475890125226968,14.0,2291712.0,"quinol dehydrogenase, electron source for NapAB",b2202,"['NO3R2bpp', 'NO3R1bpp']"
napB,1.6228221222250943,14.0,2291747.0,"nitrate reductase, small, cytochrome C550 subunit, periplasmic",b2203,"['NO3R2bpp', 'NO3R1bpp']"
napH,1.7600359088621882,14.0,2292193.0,ferredoxin-type protein,b2204,['NO3R1bpp']
napG,1.678433677119874,14.0,2293043.0,ferredoxin-type protein,b2205,['NO3R1bpp']
napA,1.749484347717625,14.0,2293760.0,"nitrate reductase, periplasmic, large subunit",b2206,"['NO3R2bpp', 'NO3R1bpp']"
napD,1.7131022188441911,14.0,2296320.0,assembly protein for periplasmic nitrate reductase,b2207,
napF,1.7149738449747465,14.0,2296481.0,"ferredoxin-type protein, role in electron transfer to periplasmic nitrate reductase NapA",b2208,
eco,1.4797992354267542,14.0,2297856.0,"ecotin, a serine protease inhibitor",b2209,
mqo,1.6185153828866459,14.0,2298586.0,"malate dehydrogenase, FAD/NAD(P)-binding domain",b2210,"['MDH3', 'MDH2']"
yojI,1.6196564976007988,14.0,2301952.0,microcin J25 efflux ABC transporter permease/ATPase,b2211,
alkB,1.5904110863155578,14.0,2302169.0,oxidative demethylase of N1-methyladenine or N3-methylcytosine DNA lesions,b2212,
ada,1.7999545995772204,14.0,2302819.0,fused DNA-binding transcriptional dual regulator/O6-methylguanine-DNA methyltransferase,b2213,
apbE,1.6568828962542699,14.0,2304000.0,putative thiamine-synthetic flavin transferase lipoprotein,b2214,
ompC,1.7152168455926362,14.0,2306048.0,outer membrane porin protein C,b2215,"['ACNAMtex', 'SUCCtex', 'XYLUtex', 'ACALDtex', 'CMPtex', 'F6Ptex', 'CLtex', 'DHAtex', 'IMPtex', 'PHEtex', 'IDONtex', 'CMtex', 'CRNDtex', 'DAMPtex', 'GLYC3Ptex', 'CGLYtex', 'DDGLCNtex', 'MANtex', 'INDOLEtex', 'TRPtex', 'UMPtex', 'ACGAM1Ptex', 'GSNtex', 'CRNtex', 'GMPtex', 'LEUtex', 'XYLtex', 'FE2tex', 'SLNTtex', 'ACGALtex', 'SKMtex', 'SO2tex', 'CITtex', 'DALAtex', 'SO3tex', 'CO2tex', 'ACGAL1Ptex', 'GTHOXtex', 'CHLtex', 'FORtex', 'TSULtex', 'SUCRtex', 'SULFACtex', 'INSTtex', 'TTRCYCtex', 'PItex', 'DGMPtex', 'AMPtex', 'ANHGMtex', 'DGSNtex', 'ILEtex', 'GLYCLTtex', 'COBALT2tex', 'Zn2tex', 'ACSERtex', 'TUNGStex', 'CSNtex', 'AGMtex', 'LIPOtex', 'CHTBStex', 'SO4tex', 'DAPtex', '3UMPtex', 'TYMtex', 'URAtex', 'ACGAtex', 'LYStex', 'DINStex', 'GALURtex', 'GTHRDtex', 'OROTtex', 'ALLTNtex', 'MMETtex', 'FUSAtex', 'NH4tex', 'THMtex', '12PPDRtex', 'ALAALAtex', 'NOtex', '12PPDStex', 'R5Ptex', 'XANtex', 'CUtex', 'SPMDtex', 'XMPtex', 'ALLtex', 'TYRPtex', '23CCMPtex', 'DCAtex', 'GAMAN6Ptex', 'THRPtex', 'TYRtex', '23CAMPtex', 'CU2tex', 'NI2tex', 'NO2tex', 'GTPtex', 'MNLtex', 'GLCNtex', '23CGMPtex', 'GAL1Ptex', '23CUMPtex', 'GALtex', 'HG2tex', 'MALtex', 'NAtex', '23DAPPAtex', 'DCMPtex', 'G1Ptex', 'MAN6Ptex', 'UACGAMtex', 'PYDAMtex', 'XTSNtex', 'MNtex', 'ARBTtex', 'DMSOtex', 'THMDtex', 'G6Ptex', 'GAMtex', 'HIStex', 'NMNtex', 'PACALDtex', 'THRtex', 'GALBDtex', 'THYMtex', 'GBBTNtex', 'PNTOtex', 'TREtex', 'CYANtex', 'MANGLYCtex', 'NO3tex', 'FE3tex', 'GLCRtex', '26DAHtex', 'PYDXNtex', 'H2O2tex', 'DIMPtex', 'DMStex', 'H2Otex', 'O2Stex', 'UDPGALtex', 'ASPtex', '3CMPtex', '3HPPtex', 'HCINNMtex', 'ARBtex', '3AMPtex', 'ACtex', 'GLYCtex', 'O2tex', 'DSERtex', 'FRULYStex', 'PSCLYStex', 'ABUTtex', 'MOBDtex', 'LALALGLUtex', 'CA2tex', 'GLCUR1Ptex', 'GLCURtex', 'DOXRBCNtex', 'H2Stex', 'UDPGLCURtex', 'DOPAtex', 'FRUURtex', 'GLCtex', 'HXAtex', 'CD2tex', 'DUMPtex', 'ETHAtex', 'H2tex', 'FRUtex', 'UDPGtex', 'ADEtex', 'ETHSO3tex', 'D__LACtex', 'DTMPtex', 'FALDtex', 'CYTDtex', 'OCTAtex', 'GLYtex', 'SERtex', 'PSERtex', 'BALAtex', 'FUCtex', 'LCTStex', 'PROGLYtex', 'ETOHtex', 'ACMUMtex', 'HYXNtex', 'ACMANAtex', 'Htex', '34dhpactex', 'ARGtex', 'UDPACGALtex', 'ACACtex', 'PROtex', '3GMPtex', 'PEAMNtex', 'FUMtex', 'MELIBtex', '3PEPTtex', 'ASO3tex', 'BTNtex', 'GALTtex', 'MSO3tex', 'CYNTtex', 'TARTRDtex', 'CYSDtex', 'METtex', 'UREAtex', 'RIBtex', 'MEOHtex', 'PPALtex', 'ISETACtex', 'PYDXtex', 'SBTtex', 'LYXtex', 'ALAtex', 'GLNtex', 'ASCBtex', 'GALCTNLtex', '4HOXPACDtex', 'TMAtex', 'MG2tex', 'G3PCtex', 'RMNtex', 'GALCTNtex', 'Ktex', 'HOMtex', 'TARTRtex', 'GLUtex', 'GALCTtex', 'TMAOtex', 'MALDtex', '4PEPTtex', 'G3PGtex', 'PYRtex', 'GLYALDtex', 'METDtex', '5DGLCNtex', 'ASNtex', 'PPAtex', 'GDPtex', 'MINCYCtex', 'N2Otex', 'G3PEtex', 'L__LACtex', 'HPPPNtex', 'TAURtex', 'SELtex', 'TCYNTtex', 'PPPNtex', 'QUIN2tex', 'GLYBtex', 'NACtex', 'CYStex', 'GLYCAtex', 'G3PItex', 'BUTSO3tex', 'METSOX1tex', 'VALtex', 'GLYC2Ptex', 'AKGtex', 'BUTtex', 'METSOX2tex', 'PTRCtex', 'LALADGLUtex', 'ORNtex', '5MTRtex', 'G3PStex', 'PPTtex']"
rcsD,1.6514967024996243,14.0,2306966.0,phosphotransfer intermediate protein in two-component regulatory system with RcsBC,b2216,
rcsB,1.763789294059696,14.0,2310144.0,response regulator in two-component regulatory system with RcsC and YojN,b2217,
rcsC,1.7536698266008295,14.0,2310505.0,hybrid sensory kinase in two-component regulatory system with RcsB and YojN,b2218,
atoS,1.750548872355359,14.0,2313521.0,sensory histidine kinase in two-component regulatory system with AtoC,b2219,
atoC,1.7996095041390958,14.0,2315344.0,"fused response regulator of ato operon, in two-component system with AtoS: response regulator/sigma54 interaction protein",b2220,
atoD,1.694031242702053,14.0,2316925.0,"acetyl-CoA:acetoacetyl-CoA transferase, alpha subunit",b2221,"['ACACCT', 'BUTCT', 'HXCT']"
atoA,1.666044147077066,14.0,2317587.0,"acetyl-CoA:acetoacetyl-CoA transferase, beta subunit",b2222,"['ACACCT', 'BUTCT', 'HXCT']"
atoE,1.7862682577457896,14.0,2318336.0,short chain fatty acid transporter,b2223,"['HEXt2rpp', 'ACACt2pp', 'BUTt2rpp']"
atoB,1.6814676775436996,14.0,2320384.0,acetyl-CoA acetyltransferase,b2224,['ACACT1r']
yfaP,1.7045673117295626,14.0,2320845.0,"DUF2135 family protein, putative host defense protein",b2225,
yfaQ,1.8139838077967647,14.0,2321626.0,"tandem DUF2300 domain protein, putative host defense protein",b2226,
yfaS,1.6687885835555254,14.0,2326528.0,No_gene_product,b4500,
yfaT,1.7254491996909591,14.0,2327814.0,"DUF1175 family protein, putative host defense protein",b2229,
yfaA,1.6947313422798327,14.0,2328434.0,"DUF2138 family protein, putative host defense protein",b2230,
gyrA,1.6852745511950797,14.0,2330271.0,"DNA gyrase (type II topoisomerase), subunit A",b2231,
ubiG,1.6786518332827813,14.0,2333045.0,bifunctional 3-demethylubiquinone-9 3-methyltransferase/ 2-octaprenyl-6-hydroxy phenol methylase,b2232,"['OHPHM', 'DMQMT']"
yfaL,1.780314015367866,14.0,2334720.0,adhesin,b2233,
nrdA,1.7193610912544264,14.0,2338343.0,"ribonucleoside-diphosphate reductase 1, alpha subunit",b2234,"['RNDR1', 'RNDR4', 'RNDR3', 'RNDR2']"
nrdB,1.8736313997177378,14.0,2340864.0,"ribonucleoside-diphosphate reductase 1, beta subunit, ferritin-like protein",b2235,"['RNDR1', 'RNDR4', 'RNDR3', 'RNDR2']"
yfaE,1.964679641833709,14.0,2341992.0,ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (Y*) cofactor maintenance,b2236,
inaA,1.769224347593995,14.0,2342912.0,acid-inducible Kdo/WaaP family putative kinase,b2237,
yfaH,2.319269776163706,14.0,2343129.0,No_gene_product,b2238,
glpQ,1.7176697453028307,14.0,2343413.0,periplasmic glycerophosphodiester phosphodiesterase,b2239,"['GPDDA2pp', 'GPDDA3pp', 'GPDDA4pp', 'GPDDA1pp', 'GPDDA5pp']"
glpT,1.5893829916647861,14.0,2344960.0,sn-glycerol-3-phosphate transporter,b2240,['GLYC3Pt6pp']
glpA,1.6582797698336214,14.0,2346125.0,"anaerobic sn-glycerol-3-phosphate dehydrogenase, large FAD/NAD(P)-binding subunit",b2241,"['G3PD6', 'G3PD7', 'G3PD5']"
glpB,1.7145882335609133,14.0,2347743.0,anaerobic sn-glycerol-3-phosphate dehydrogenase membrane anchor subunit,b2242,"['G3PD6', 'G3PD7', 'G3PD5']"
glpC,1.6407714723867874,14.0,2349056.0,"anaerobic sn-glycerol-3-phosphate dehydrogenase, C subunit, 4Fe-4S iron-sulfur cluster",b2243,"['G3PD6', 'G3PD7', 'G3PD5']"
yfaD,1.8541720412433114,14.0,2351104.0,transposase_31 family protein,b2244,
ypaA,1.9089767372877728,14.0,2351294.0,No_gene_product,b4543,
rhmA,1.7384666623700318,14.0,2351520.0,2-keto-3-deoxy-L-rhamnonate aldolase,b2245,
rhmT,1.6762009782093756,14.0,2353152.0,putative L-rhamnonate transporter,b2246,
rhmD,1.7594745532099219,14.0,2353687.0,L-rhamnonate dehydratase,b2247,
rhmR,1.6013435556640714,14.0,2355200.0,putative DNA-binding transcriptional regulator for the rhm operon,b2248,
yfaY,1.6518968147240576,14.0,2355909.0,inactive PncC family protein,b2249,
yfaZ,1.6770963181663536,14.0,2357248.0,"outer membrane protein, putative porin",b2250,
nudI,1.8594232712484249,14.0,2358032.0,nucleoside triphosphatase,b2251,"['NTPP7', 'DUTPDP', 'NTPP3']"
ais,1.9350730351145364,14.0,2358496.0,putative LPS core heptose(II)-phosphate phosphatase,b2252,
arnB,1.6557921456119324,14.0,2359406.0,"uridine 5'-(beta-1-threo-pentapyranosyl-4-ulose diphosphate) aminotransferase, PLP-dependent",b2253,['UDPKAAT']
arnC,1.497310222246276,14.0,2361344.0,undecaprenyl phosphate-L-Ara4FN transferase,b2254,['UPLA4FNT']
arnA,1.7886900097866953,14.0,2361517.0,fused UDP-L-Ara4N formyltransferase/UDP-GlcA C-4'-decarboxylase,b2255,"['ULA4NFT', 'UDPGDC']"
arnD,1.7230873599259642,14.0,2363496.0,undecaprenyl phosphate-alpha-L-ara4FN deformylase,b2256,['UPLA4FNF']
arnT,1.6463250107323073,14.0,2364386.0,4-amino-4-deoxy-L-arabinose transferase,b2257,['LA4NTpp']
arnE,1.5276308544547323,14.0,2366035.0,undecaprenyl phosphate-alpha-L-ara4N exporter; flippase ArnEF subunit,b4544,['ULA4Ntppi']
arnF,1.6131549337573738,14.0,2366370.0,undecaprenyl phosphate-alpha-L-ara4N exporter; flippase ArnEF subunit,b2258,['ULA4Ntppi']
pmrD,1.7769214890510852,14.0,2366976.0,inactive two-component system connector protein,b2259,
menE,1.7202472246332032,14.0,2367488.0,O-succinylbenzoate-CoA ligase,b2260,['SUCBZL']
menC,1.7401807190043148,14.0,2368478.0,O-succinylbenzoyl-CoA synthase,b2261,['SUCBZS']
menB,1.5876193451626437,14.0,2369536.0,dihydroxynaphthoic acid synthetase,b2262,['DHNCOAS']
menH,1.7427345954119624,14.0,2370312.0,"2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylate synthase",b2263,['SHCHCS3']
menD,1.6465332138981696,14.0,2371067.0,2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate synthase; SEPHCHC synthase,b2264,['SEPHCHCS']
menF,1.690152330871183,14.0,2373632.0,isochorismate synthase 2,b2265,['ICHORS']
elaB,1.7817681594867776,14.0,2374200.0,putative membrane-anchored DUF883 family ribosome-binding protein,b2266,
elaA,1.699175869351581,14.0,2374560.0,GNAT family putative N-acetyltransferase,b2267,
rbn,1.8693006595230441,14.0,2375680.0,"RNase BN, tRNA processing enzyme",b2268,
elaD,2.1549676426014885,14.0,2376191.0,"protease, capable of cleaving an AMC-ubiquitin model substrate",b2269,
yfbK,1.833533287586151,14.0,2377473.0,Von Willebrand factor domain putative lipoprotein,b2270,
yfbL,1.8719918866388754,14.0,2379776.0,putative M28A family peptidase,b2271,
yfbM,2.192986889999813,14.0,2380412.0,DUF1877 family protein,b2272,
yfbN,2.1470862411238563,14.0,2381824.0,uncharacterized protein,b2273,
yfbO,2.158811581747973,14.0,2382113.0,uncharacterized protein,b2274,
yfbP,1.9745683926061424,14.0,2382594.0,TPR-like repeats-containing protein,b2275,
nuoN,1.694761583230824,14.0,2383872.0,"NADH:ubiquinone oxidoreductase, membrane subunit N",b2276,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoM,1.7216537190215462,14.0,2384990.0,"NADH:ubiquinone oxidoreductase, membrane subunit M",b2277,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
