,Multiplicity,Group Num,Start Position,Product,Gene Name,Reactions
hscC,3.1143122188432124,15.0,677178.0,Hsp70 family chaperone Hsc62; RpoD-binding transcription inhibitor,b0650,frozenset({<Reaction NTP1 at 0x7fcfa6717160>})
rihA,3.0485349464591835,15.0,678932.0,ribonucleoside hydrolase 1,b0651,"frozenset({<Reaction URIH at 0x7fcfa6594748>, <Reaction CYTDH at 0x7fcfa6aa7748>})"
gltL,3.135355739807785,15.0,679985.0,glutamate/aspartate ABC transporter ATPase,b0652,"frozenset({<Reaction GLUabcpp at 0x7fcfa692a588>, <Reaction ASPabcpp at 0x7fcfa6b8bcf8>})"
gltK,3.1892040507602144,15.0,680710.0,glutamate/aspartate ABC transporter permease,b0653,"frozenset({<Reaction GLUabcpp at 0x7fcfa692a588>, <Reaction ASPabcpp at 0x7fcfa6b8bcf8>})"
gltJ,3.0468639234315384,15.0,681984.0,glutamate/aspartate ABC transporter permease,b0654,"frozenset({<Reaction GLUabcpp at 0x7fcfa692a588>, <Reaction ASPabcpp at 0x7fcfa6b8bcf8>})"
gltI,3.1292033159749058,15.0,682294.0,glutamate/aspartate periplasmic binding protein,b0655,"frozenset({<Reaction GLUabcpp at 0x7fcfa692a588>, <Reaction ASPabcpp at 0x7fcfa6b8bcf8>})"
ybfB,1.7163204529891236,16.0,729231.0,putative membrane protein,b0702,
ybfQ,1.3943638197193395,16.0,731900.0,No_gene_product,b4514,
ybfD,1.4423496580482047,16.0,733547.0,H repeat-associated putative transposase,b0706,
ymdE,1.3662599880396862,17.0,1090960.0,No_gene_product,b1028,
ymfD,1.3925950702902772,18.0,1192322.0,e14 prophage; putative SAM-dependent methyltransferase,b1137,
ymfE,1.6374589853780739,18.0,1192988.0,e14 prophage; putative inner membrane protein,b1138,
lit,1.409758462853892,18.0,1194150.0,"T4 phage exclusion protein; cell death peptidase, e14 prophage",b1139,
xisE,1.4790186810209491,18.0,1196242.0,e14 prophage; putative excisionase,b1141,
mcrA,1.4851015393520532,19.0,1206272.0,putative 5-methylcytosine/5-hydroxymethylcytosine-specific restriction nuclease; 5-methylcytosine DNA binding protein,b1159,
icdC,1.399541294873647,19.0,1206868.0,No_gene_product,b4519,
iraM,1.579009523839928,19.0,1207296.0,"RpoS stabilzer during Mg starvation, anti-RssB factor",b1160,
ariR,1.6129318246291686,20.0,1211904.0,RcsB connector protein for regulation of biofilm and acid-resistance,b1166,
ymgC,1.6341319834153325,20.0,1212416.0,"Blue light, low temperature and stress induced protein",b1167,
ymgJ,1.4754602475458163,21.0,1218719.0,uncharacterized protein,b4594,
ldrA,1.9561776123800199,22.0,1264640.0,"toxic polypeptide, small",b4419,
ldrC,2.0089594906717183,22.0,1265693.0,"toxic polypeptide, small",b4423,
ynaJ,15.31665631312018,23.0,1391621.0,DUF2534 family putative inner membrane protein,b1332,
uspE,13.35087045947498,23.0,1392640.0,stress-induced protein,b1333,
fnr,14.229436088689834,23.0,1393030.0,oxygen-sensing anaerobic growth regulon transcriptional regulator FNR; autorepressor,b1334,
ogt,13.36117472550884,23.0,1393977.0,O-6-alkylguanine-DNA:cysteine-protein methyltransferase,b1335,
abgT,13.313709458399298,23.0,1394503.0,p-aminobenzoyl-glutamate transporter; membrane protein,b1336,
abgB,12.079353904714237,23.0,1396066.0,"p-aminobenzoyl-glutamate hydrolase, B subunit",b1337,
abgA,12.190388039583157,23.0,1398784.0,"p-aminobenzoyl-glutamate hydrolase, A subunit",b1338,
abgR,13.943085167612336,23.0,1398997.0,putative DNA-binding transcriptional regulator of abgABT operon,b1339,
smrA,12.783790667632847,23.0,1400235.0,DNA endonuclease,b1340,
ydaM,12.44292115776039,23.0,1400832.0,"diguanylate cyclase, csgD regulator",b1341,
ydaE,1.3951999652638216,24.0,1412096.0,"conserved protein, Rac prophage",b4526,
tfaR,1.7400401709303195,25.0,1426667.0,Rac prophage; putative tail fiber assembly protein,b1373,
ynaE,2.1912465929105713,25.0,1428480.0,"cold shock protein, Rac prophage",b1375,
ynbG,2.2875803147409832,26.0,1459456.0,uncharacterized protein,b4674,
hicB,1.3220665001901204,27.0,1503764.0,antitoxin for the HicAB toxin-antitoxin system,b1438,
yncL,1.5939837233772616,28.0,1511424.0,stress-induced small inner membrane enterobacterial protein,b4598,
yncG,1.572461860414589,29.0,1520503.0,glutathione S-transferase homolog,b1454,
yncH,1.9692599370815096,29.0,1521196.0,IPR020099 family protein,b1455,
ydcD,1.8385170029587374,29.0,1524178.0,putative immunity protein for RhsE,b1457,
ydcC,1.925920736188949,29.0,1526072.0,H repeat-associated putative transposase,b1460,
pptA,1.4176953730710535,29.0,1527308.0,4-oxalocrotonate tautomerase,b1461,
safA,1.437860622138525,30.0,1578018.0,"two-component system connector membrane protein, EvgSA to PhoQP",b1500,
ydfK,2.1514661003620685,31.0,1627328.0,"cold shock protein, function unknown, Qin prophage",b1544,
tfaQ,1.7523946105744204,31.0,1628566.0,Qin prophage; putative tail fibre assembly protein,b1546,
ydfO,1.4330895963518746,31.0,1631303.0,Qin prophage; uncharacterized protein,b1549,
gnsB,1.4064260489648643,31.0,1631865.0,Qin prophage; multicopy suppressor of secG(Cs) and fabA6(Ts),b1550,
yobI,1.3627532220998686,32.0,1940371.0,uncharacterized protein,b4677,
yoeG,1.3614636234196384,33.0,2060840.0,No_gene_product,b4640,
wbbK,1.4303253015865283,34.0,2097152.0,lipopolysaccharide biosynthesis protein,b2032,frozenset({<Reaction O16GLCT1 at 0x7fcfa67311d0>})
wbbH,1.3744467310028277,34.0,2099540.0,O-antigen polymerase,b2035,"frozenset({<Reaction O16AP3pp at 0x7fcfa6724a90>, <Reaction O16AP1pp at 0x7fcfa6724a58>, <Reaction O16AP2pp at 0x7fcfa6724860>})"
yfaH,1.4073620822744708,35.0,2343129.0,No_gene_product,b2238,
yfbN,1.4196633735837245,36.0,2381824.0,uncharacterized protein,b2273,
yfbO,1.7501616853690416,36.0,2382113.0,uncharacterized protein,b2274,
gtrS,1.7135753575339656,37.0,2463744.0,"serotype-specific glucosyl transferase, CPS-53 (KpLE1) prophage",b2352,
yfdT,1.3804627720965943,38.0,2469376.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2363,
ypdJ,1.345211164694537,38.0,2469659.0,No_gene_product,b4545,
torI,1.3806845956181322,38.0,2469888.0,response regulator inhibitor for tor operon,b4501,
ypdI,1.5165774470645745,39.0,2488320.0,putative lipoprotein involved in colanic acid biosynthesis,b2376,
yfhL,1.4778765915981587,40.0,2693120.0,putative 4Fe-4S cluster-containing protein,b2562,
shoB,1.657002965974987,40.0,2693504.0,toxic membrane protein,b4687,
pheL,1.5443919586086876,41.0,2730957.0,pheA gene leader peptide,b2598,
yfjH,1.44116401241998,42.0,2751002.0,CP4-57 prophage; uncharacterized protein,b2623,
alpA,1.4880617427785279,42.0,2752002.0,CP4-57 prophage; DNA-binding transcriptional activator,b2624,
yfjI,1.545965789082978,42.0,2752512.0,CP4-57 prophage; uncharacterized protein,b2625,
yfjJ,1.5333458956679162,42.0,2753905.0,CP4-57 prophage; uncharacterized protein,b2626,
yfjW,1.56947458359134,43.0,2766676.0,CP4-57 prophage; putative inner membrane protein,b2642,
yfjZ,1.3499203400440196,43.0,2770473.0,CP4-57 prophage; antitoxin of the YpjF-YfjZ toxin-antitoxin system,b2645,
ypjF,1.4001107696843866,43.0,2770944.0,CP4-57 prophage; toxin of the YpjF-YfjZ toxin-antitoxin system,b2646,
ypjC,1.6139355469183756,43.0,2777088.0,No_gene_product,b2650,
ygaQ,1.5344204306601619,43.0,2779755.0,No_gene_product,b4462,
csrA,1.5326465406371834,44.0,2812416.0,pleiotropic regulatory protein for carbon source metabolism,b2696,
yqcG,1.845946540769754,45.0,2898944.0,membrane stress resistance protein,b4682,
ygdI,1.3645016096767009,46.0,2936320.0,DUF903 family verified lipoprotein,b2809,
yqeH,1.60682760697896,47.0,2980894.0,putative LuxR family transcriptional regulator,b2846,
yqeI,1.5505730452350086,47.0,2981888.0,putative transcriptional regulator,b2847,
yqeJ,1.7479386740555094,47.0,2982662.0,uncharacterized protein,b2848,
yqeL,1.8521992455475094,47.0,2983177.0,uncharacterized protein,b4683,
yqeK,1.8047432093629618,47.0,2983293.0,uncharacterized protein,b2849,
ygeF,1.8012069874036756,47.0,2983936.0,No_gene_product,b2850,
ygeG,1.5686276259352552,47.0,2984626.0,SycD-like chaperone family TPR-repeat-containing protein,b2851,
ygeH,1.7741716845512405,47.0,2985452.0,putative transcriptional regulator,b2852,
ygeI,1.5753805545170676,47.0,2987008.0,uncharacterized protein,b2853,
pbl,1.762650208630704,47.0,2987297.0,No_gene_product,b2854,
ygeK,1.5606326739902443,47.0,2988032.0,No_gene_product,b2856,
ygeN,1.7166806087535753,47.0,2988672.0,No_gene_product,b2858,
mocA,1.4440602586791618,48.0,3008518.0,CTP:molybdopterin cytidylyltransferase,b2877,frozenset({<Reaction MOCDS at 0x7fcfa67b1278>})
yqfG,1.718186857545772,49.0,3026175.0,uncharacterized protein,b4684,
ibsC,1.3067169007230919,50.0,3050248.0,toxic membrane protein,b4665,
mqsR,1.6018693676315305,51.0,3161606.0,GCU-specific mRNA interferase toxin of the MqsR-MqsA toxin-antitoxin system; biofilm/motility regulator; anti-repressor,b3022,
ygiZ,1.5630835156568335,51.0,3165237.0,inner membrane protein,b3027,
ygiL,1.5625150817975693,52.0,3178772.0,putative fimbrial-like adhesin protein,b3043,
yqiH,1.455170631585682,52.0,3183239.0,putative periplasmic pilin chaperone,b3047,
yqiI,1.493096648710851,52.0,3184640.0,fimbrial protein,b3048,
tdcR,1.7298408456491787,53.0,3260928.0,L-threonine dehydratase operon activator protein,b3119,
yhaB,1.5419964733631415,53.0,3261212.0,uncharacterized protein,b3120,
yhaC,1.7129591390450674,53.0,3262464.0,pentapetide repeats-related protein,b3121,
yraH,1.4250946517658087,54.0,3280896.0,putative fimbrial-like adhesin protein,b3142,
yhcF,1.3620010705715975,55.0,3360768.0,putative transcriptional regulator,b3219,
yrdF,1.4451518466384219,56.0,3397853.0,No_gene_product,b4697,
yhhZ,1.5473958899338285,57.0,3575808.0,putative Hcp1 family polymorphic toxin protein; putative colicin-like DNase/tRNase activity,b3442,
yhhH,1.4501676055483976,58.0,3616768.0,putative NTF2 fold immunity protein for polymorphic toxin RhsB,b3483,
yrhC,1.497702527891572,58.0,3617246.0,No_gene_product,b4552,
yhhI,1.7775297246875723,58.0,3618816.0,putative transposase,b3484,
yhiJ,1.4624548228372978,58.0,3624327.0,DUF4049 family protein,b3488,
yhiL,1.468283956520417,58.0,3626211.0,No_gene_product,b4660,
dinQ,1.3837966722491035,59.0,3641088.0,"UV-inducible membrane toxin, DinQ-AgrB type I toxin-antitoxin system",b4613,
hdeB,1.4157526927886708,60.0,3649536.0,acid-resistance protein,b3509,
gadE,1.5386972105012917,60.0,3651725.0,gad regulon transcriptional activator,b3512,
gadX,1.504643565943748,60.0,3658345.0,acid resistance regulon transcriptional activator; autoactivator,b3516,
ldrD,1.3606124186446809,61.0,3693339.0,"toxic polypeptide, small",b4453,
hokA,1.4083447054773157,62.0,3713807.0,"toxic polypeptide, small",b4455,
mokA,1.4205225938466262,62.0,3713807.0,No_gene_product,b4647,
yiaA,1.4945463354912625,63.0,3720283.0,"YiaAB family inner membrane protein, tandem domains",b3562,
yibA,1.5263748868496314,64.0,3760128.0,putative immunity protein for polymorphic toxin RhsA; HEAT-domain protein; lethality reduction protein,b3594,
yibG,1.5611473990222942,64.0,3761536.0,TPR-like repeat protein,b3596,
yibS,1.3226956407698283,64.0,3762176.0,No_gene_product,b4650,
yibW,1.6206660235763932,64.0,3762251.0,No_gene_product,b4651,
yibV,1.5055253568260907,64.0,3762704.0,No_gene_product,b4615,
yibU,1.5160049032030742,64.0,3763307.0,No_gene_product,b4652,
yibB,1.3320453880746024,65.0,3786752.0,"YibB family protein, function unknown",b3618,
waaL,1.5865089145221687,65.0,3790848.0,O-antigen ligase,b3622,"frozenset({<Reaction O16A4Lpp at 0x7fcfa67240b8>, <Reaction ECA4OALpp at 0x7fcfa6a1ccf8>})"
waaU,1.769287185175916,65.0,3791598.0,lipopolysaccharide core biosynthesis,b3623,frozenset({<Reaction HEPT4 at 0x7fcfa6911358>})
waaZ,1.5484688501674977,65.0,3792896.0,lipopolysaccharide KdoIII transferase; lipopolysaccharide core biosynthesis protein,b3624,frozenset({<Reaction MOAT3C at 0x7fcfa67b10f0>})
waaJ,1.5755536958463603,65.0,3794944.0,,,
waaR,1.406637397662373,65.0,3795398.0,"lipopolysaccharide 1,2-glucosyltransferase; UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase",b3626,frozenset({<Reaction GLCTR3 at 0x7fcfa6990588>})
waaB,1.4978337017902852,65.0,3796992.0,"lipopolysaccharide 1,6-galactosyltransferase; UDP-D-galactose:(glucosyl)lipopolysaccharide-1, 6-D-galactosyltransferase",b3628,frozenset({<Reaction GALT1 at 0x7fcfa695af98>})
waaS,1.8242675336231253,65.0,3797540.0,lipopolysaccharide rhamnose:KdoIII transferase; lipopolysaccharide core biosynthesis protein,b3629,frozenset({<Reaction RHAT1 at 0x7fcfa661cda0>})
tnaC,1.310976572307424,66.0,3881856.0,tryptophanase leader peptide,b3707,
yigF,1.550534925243303,67.0,3995778.0,DUF2628 family putative inner membrane protein,b3817,
yigG,1.7199484500424356,67.0,3996172.0,PRK11371 family inner membrane protein,b3818,
ompL,1.4709805539885237,68.0,4057088.0,outer membrane porin L; putative sulpholipid porin,b3875,frozenset({<Reaction H2Otex at 0x7fcfa68f9208>})
yiiF,1.4735511774003422,69.0,4073110.0,"putative thymol sensitivity protein, CopG family putative transcriptional regulator",b3890,
tufB,1.6667167698774836,70.0,4165871.0,translation elongation factor EF-Tu 2,b3980,
yjbI,1.46192936755503,71.0,4240630.0,No_gene_product,b4038,
yjbL,1.5281264739040972,72.0,4250248.0,uncharacterized protein,b4047,
yjbM,1.4349494368772207,72.0,4250526.0,uncharacterized protein,b4048,
yjbS,1.6251973635551284,73.0,4258816.0,uncharacterized protein,b4621,
yjcF,1.5528974701018445,74.0,4272128.0,pentapeptide repeats protein,b4066,
yjdK,1.4741804600679176,75.0,4342400.0,,,
yjdO,1.6267538895337725,75.0,4342784.0,,,
ytfI,1.3945801322093507,76.0,4427776.0,uncharacterized protein,b4215,
ythA,1.5975757083442081,77.0,4496384.0,uncharacterized protein,b4655,
