,Multiplicity,Group Number,Start Position,Product,Gene,iJO1366 Reactions
iraM,1.5455832244071512,16.0,1207296.0,"RpoS stabilzer during Mg starvation, anti-RssB factor",b1160,
ariR,1.437406390752187,17.0,1211904.0,RcsB connector protein for regulation of biofilm and acid-resistance,b1166,
ymgC,1.3393412817204609,17.0,1212416.0,"Blue light, low temperature and stress induced protein",b1167,
ldrA,1.6988023686354816,18.0,1264640.0,"toxic polypeptide, small",b4419,
ldrC,1.650763520305106,18.0,1265693.0,"toxic polypeptide, small",b4423,
ydaE,1.3944810803871974,19.0,1412096.0,"conserved protein, Rac prophage",b4526,
tfaR,1.790412166455982,20.0,1426667.0,Rac prophage; putative tail fiber assembly protein,b1373,
pinR,1.6764391061195858,20.0,1427456.0,Rac prophage; putative site-specific recombinase,b1374,
ynaE,2.097014506993137,20.0,1428480.0,"cold shock protein, Rac prophage",b1375,
ttcC,1.4220912013094986,20.0,1429248.0,No_gene_product,b4638,
ynbG,1.8002870352381797,21.0,1459456.0,uncharacterized protein,b4674,
yncH,1.7082305161825482,22.0,1521196.0,IPR020099 family protein,b1455,
ydcD,1.6217267289950903,22.0,1524178.0,putative immunity protein for RhsE,b1457,
ydcC,1.7504211945906787,22.0,1526072.0,H repeat-associated putative transposase,b1460,
yddK,1.4397539832663753,23.0,1538640.0,No_gene_product,b1471,
yddL,1.356710055265928,23.0,1540096.0,No_gene_product,b1472,
ydfK,2.1950058390956197,24.0,1627328.0,"cold shock protein, function unknown, Qin prophage",b1544,
tfaQ,1.8154770789497883,24.0,1628566.0,Qin prophage; putative tail fibre assembly protein,b1546,
yoeH,1.5354627310341655,25.0,2061824.0,No_gene_product,b4641,
wbbK,1.6602242541753534,26.0,2097152.0,lipopolysaccharide biosynthesis protein,b2032,['O16GLCT1']
wbbI,1.5083721511900363,26.0,2099200.0,"d-Galf:alpha-d-Glc beta-1,6-galactofuranosyltransferase",b2034,['O16GALFT']
wbbH,1.5735589634240466,26.0,2099540.0,O-antigen polymerase,b2035,"['O16AP1pp', 'O16AP2pp', 'O16AP3pp']"
glf,1.4236543945610238,26.0,2101248.0,"UDP-galactopyranose mutase, FAD/NAD(P)-binding",b2036,['UDPGALM']
wzxB,1.4361669021626033,26.0,2101817.0,putative polisoprenol-linked O-antigen transporter,b2037,['O16AUNDtpp']
yehC,1.4119990062821088,27.0,2184404.0,putative periplasmic pilin chaperone,b2110,
yehD,1.4668152375162369,27.0,2185216.0,putative fimbrial-like adhesin protein,b2111,
yehE,1.3723377534622356,27.0,2186240.0,DUF2574 family protein,b2112,
yohP,1.356055806632067,28.0,2222464.0,uncharacterized protein,b4679,
ccmH,1.5291486886115868,29.0,2285568.0,"heme lyase, CcmH subunit",b2194,
ccmE,1.3913680365973673,29.0,2288379.0,periplasmic heme chaperone,b2197,['PHEMEabcpp']
ccmD,1.4768269419116207,29.0,2288855.0,cytochrome c biogenesis protein; heme export ABC transporter holo-CcmE release factor,b2198,['PHEMEabcpp']
ccmC,1.4349513654364738,29.0,2289664.0,heme export ABC transporter permease; CcmE-interacting protein,b2199,['PHEMEabcpp']
napC,1.500036085471784,29.0,2291712.0,"quinol dehydrogenase, electron source for NapAB",b2202,"['NO3R2bpp', 'NO3R1bpp']"
napH,1.3547920295315388,29.0,2292193.0,ferredoxin-type protein,b2204,['NO3R1bpp']
alkB,1.5227350348725037,30.0,2302169.0,oxidative demethylase of N1-methyladenine or N3-methylcytosine DNA lesions,b2212,
ada,1.4520539333406755,30.0,2302819.0,fused DNA-binding transcriptional dual regulator/O6-methylguanine-DNA methyltransferase,b2213,
ompC,1.4364939702890764,30.0,2306048.0,outer membrane porin protein C,b2215,"['ACNAMtex', 'SUCCtex', 'XYLUtex', 'ACALDtex', 'CMPtex', 'F6Ptex', 'CLtex', 'DHAtex', 'IMPtex', 'PHEtex', 'IDONtex', 'CMtex', 'CRNDtex', 'DAMPtex', 'GLYC3Ptex', 'CGLYtex', 'DDGLCNtex', 'MANtex', 'INDOLEtex', 'TRPtex', 'UMPtex', 'ACGAM1Ptex', 'GSNtex', 'CRNtex', 'GMPtex', 'LEUtex', 'XYLtex', 'FE2tex', 'SLNTtex', 'ACGALtex', 'SKMtex', 'SO2tex', 'CITtex', 'DALAtex', 'SO3tex', 'CO2tex', 'ACGAL1Ptex', 'GTHOXtex', 'CHLtex', 'FORtex', 'TSULtex', 'SUCRtex', 'SULFACtex', 'INSTtex', 'TTRCYCtex', 'PItex', 'DGMPtex', 'AMPtex', 'ANHGMtex', 'DGSNtex', 'ILEtex', 'GLYCLTtex', 'COBALT2tex', 'Zn2tex', 'ACSERtex', 'TUNGStex', 'CSNtex', 'AGMtex', 'LIPOtex', 'CHTBStex', 'SO4tex', 'DAPtex', '3UMPtex', 'TYMtex', 'URAtex', 'ACGAtex', 'LYStex', 'DINStex', 'GALURtex', 'GTHRDtex', 'OROTtex', 'ALLTNtex', 'MMETtex', 'FUSAtex', 'NH4tex', 'THMtex', '12PPDRtex', 'ALAALAtex', 'NOtex', '12PPDStex', 'R5Ptex', 'XANtex', 'CUtex', 'SPMDtex', 'XMPtex', 'ALLtex', 'TYRPtex', '23CCMPtex', 'DCAtex', 'GAMAN6Ptex', 'THRPtex', 'TYRtex', '23CAMPtex', 'CU2tex', 'NI2tex', 'NO2tex', 'GTPtex', 'MNLtex', 'GLCNtex', '23CGMPtex', 'GAL1Ptex', '23CUMPtex', 'GALtex', 'HG2tex', 'MALtex', 'NAtex', '23DAPPAtex', 'DCMPtex', 'G1Ptex', 'MAN6Ptex', 'UACGAMtex', 'PYDAMtex', 'XTSNtex', 'MNtex', 'ARBTtex', 'DMSOtex', 'THMDtex', 'G6Ptex', 'GAMtex', 'HIStex', 'NMNtex', 'PACALDtex', 'THRtex', 'GALBDtex', 'THYMtex', 'GBBTNtex', 'PNTOtex', 'TREtex', 'CYANtex', 'MANGLYCtex', 'NO3tex', 'FE3tex', 'GLCRtex', '26DAHtex', 'PYDXNtex', 'H2O2tex', 'DIMPtex', 'DMStex', 'H2Otex', 'O2Stex', 'UDPGALtex', 'ASPtex', '3CMPtex', '3HPPtex', 'HCINNMtex', 'ARBtex', '3AMPtex', 'ACtex', 'GLYCtex', 'O2tex', 'DSERtex', 'FRULYStex', 'PSCLYStex', 'ABUTtex', 'MOBDtex', 'LALALGLUtex', 'CA2tex', 'GLCUR1Ptex', 'GLCURtex', 'DOXRBCNtex', 'H2Stex', 'UDPGLCURtex', 'DOPAtex', 'FRUURtex', 'GLCtex', 'HXAtex', 'CD2tex', 'DUMPtex', 'ETHAtex', 'H2tex', 'FRUtex', 'UDPGtex', 'ADEtex', 'ETHSO3tex', 'D__LACtex', 'DTMPtex', 'FALDtex', 'CYTDtex', 'OCTAtex', 'GLYtex', 'SERtex', 'PSERtex', 'BALAtex', 'FUCtex', 'LCTStex', 'PROGLYtex', 'ETOHtex', 'ACMUMtex', 'HYXNtex', 'ACMANAtex', 'Htex', '34dhpactex', 'ARGtex', 'UDPACGALtex', 'ACACtex', 'PROtex', '3GMPtex', 'PEAMNtex', 'FUMtex', 'MELIBtex', '3PEPTtex', 'ASO3tex', 'BTNtex', 'GALTtex', 'MSO3tex', 'CYNTtex', 'TARTRDtex', 'CYSDtex', 'METtex', 'UREAtex', 'RIBtex', 'MEOHtex', 'PPALtex', 'ISETACtex', 'PYDXtex', 'SBTtex', 'LYXtex', 'ALAtex', 'GLNtex', 'ASCBtex', 'GALCTNLtex', '4HOXPACDtex', 'TMAtex', 'MG2tex', 'G3PCtex', 'RMNtex', 'GALCTNtex', 'Ktex', 'HOMtex', 'TARTRtex', 'GLUtex', 'GALCTtex', 'TMAOtex', 'MALDtex', '4PEPTtex', 'G3PGtex', 'PYRtex', 'GLYALDtex', 'METDtex', '5DGLCNtex', 'ASNtex', 'PPAtex', 'GDPtex', 'MINCYCtex', 'N2Otex', 'G3PEtex', 'L__LACtex', 'HPPPNtex', 'TAURtex', 'SELtex', 'TCYNTtex', 'PPPNtex', 'QUIN2tex', 'GLYBtex', 'NACtex', 'CYStex', 'GLYCAtex', 'G3PItex', 'BUTSO3tex', 'METSOX1tex', 'VALtex', 'GLYC2Ptex', 'AKGtex', 'BUTtex', 'METSOX2tex', 'PTRCtex', 'LALADGLUtex', 'ORNtex', '5MTRtex', 'G3PStex', 'PPTtex']"
rcsD,1.4233963905721319,30.0,2306966.0,phosphotransfer intermediate protein in two-component regulatory system with RcsBC,b2216,
rcsB,1.446359907342644,30.0,2310144.0,response regulator in two-component regulatory system with RcsC and YojN,b2217,
rcsC,1.4863021016526592,30.0,2310505.0,hybrid sensory kinase in two-component regulatory system with RcsB and YojN,b2218,
atoS,1.4815387043930042,30.0,2313521.0,sensory histidine kinase in two-component regulatory system with AtoC,b2219,
atoC,1.535427206804426,30.0,2315344.0,"fused response regulator of ato operon, in two-component system with AtoS: response regulator/sigma54 interaction protein",b2220,
atoD,1.5189529838916085,30.0,2316925.0,"acetyl-CoA:acetoacetyl-CoA transferase, alpha subunit",b2221,"['ACACCT', 'BUTCT', 'HXCT']"
atoE,1.4208458107122413,30.0,2318336.0,short chain fatty acid transporter,b2223,"['HEXt2rpp', 'ACACt2pp', 'BUTt2rpp']"
atoB,1.3786975731764135,30.0,2320384.0,acetyl-CoA acetyltransferase,b2224,['ACACT1r']
yfaP,1.437508880099025,30.0,2320845.0,"DUF2135 family protein, putative host defense protein",b2225,
yfaQ,1.4237030166026003,30.0,2321626.0,"tandem DUF2300 domain protein, putative host defense protein",b2226,
yfaS,1.4233638040909329,30.0,2326528.0,No_gene_product,b4500,
yfaA,1.4560396962130013,30.0,2328434.0,"DUF2138 family protein, putative host defense protein",b2230,
ubiG,1.5113015989555538,30.0,2333045.0,bifunctional 3-demethylubiquinone-9 3-methyltransferase/ 2-octaprenyl-6-hydroxy phenol methylase,b2232,"['OHPHM', 'DMQMT']"
yfaL,1.4511591431790354,30.0,2334720.0,adhesin,b2233,
nrdA,1.4449885641062867,30.0,2338343.0,"ribonucleoside-diphosphate reductase 1, alpha subunit",b2234,"['RNDR1', 'RNDR4', 'RNDR3', 'RNDR2']"
nrdB,1.5217838847514134,30.0,2340864.0,"ribonucleoside-diphosphate reductase 1, beta subunit, ferritin-like protein",b2235,"['RNDR1', 'RNDR4', 'RNDR3', 'RNDR2']"
yfaE,1.405015207323155,30.0,2341992.0,ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (Y*) cofactor maintenance,b2236,
inaA,1.5980428081356417,30.0,2342912.0,acid-inducible Kdo/WaaP family putative kinase,b2237,
yfaH,1.9748668879097098,30.0,2343129.0,No_gene_product,b2238,
glpQ,1.7147890333927267,30.0,2343413.0,periplasmic glycerophosphodiester phosphodiesterase,b2239,"['GPDDA2pp', 'GPDDA3pp', 'GPDDA4pp', 'GPDDA1pp', 'GPDDA5pp']"
yfaD,1.598973066676549,30.0,2351104.0,transposase_31 family protein,b2244,
ypaA,1.5106502126748442,30.0,2351294.0,No_gene_product,b4543,
rhmA,1.490119750708491,30.0,2351520.0,2-keto-3-deoxy-L-rhamnonate aldolase,b2245,
rhmT,1.3932024103947003,30.0,2353152.0,putative L-rhamnonate transporter,b2246,
yfaY,1.5404734040078407,30.0,2355909.0,inactive PncC family protein,b2249,
yfaZ,1.4984082685906532,30.0,2357248.0,"outer membrane protein, putative porin",b2250,
nudI,1.5721244733149224,30.0,2358032.0,nucleoside triphosphatase,b2251,"['NTPP7', 'DUTPDP', 'NTPP3']"
ais,1.7187716091594536,30.0,2358496.0,putative LPS core heptose(II)-phosphate phosphatase,b2252,
arnD,1.4735206194036214,30.0,2363496.0,undecaprenyl phosphate-alpha-L-ara4FN deformylase,b2256,['UPLA4FNF']
arnT,1.4514408063729092,30.0,2364386.0,4-amino-4-deoxy-L-arabinose transferase,b2257,['LA4NTpp']
pmrD,1.4249147480081727,30.0,2366976.0,inactive two-component system connector protein,b2259,
menE,1.4220804839342482,30.0,2367488.0,O-succinylbenzoate-CoA ligase,b2260,['SUCBZL']
menC,1.4459116111615296,30.0,2368478.0,O-succinylbenzoyl-CoA synthase,b2261,['SUCBZS']
elaB,1.543702151389546,30.0,2374200.0,putative membrane-anchored DUF883 family ribosome-binding protein,b2266,
elaA,1.5896603036671966,30.0,2374560.0,GNAT family putative N-acetyltransferase,b2267,
rbn,1.5291189295749676,30.0,2375680.0,"RNase BN, tRNA processing enzyme",b2268,
elaD,1.88668839707708,30.0,2376191.0,"protease, capable of cleaving an AMC-ubiquitin model substrate",b2269,
yfbK,1.6695912460179227,30.0,2377473.0,Von Willebrand factor domain putative lipoprotein,b2270,
yfbL,1.6605174399065779,30.0,2379776.0,putative M28A family peptidase,b2271,
yfbM,1.7771003809970864,30.0,2380412.0,DUF1877 family protein,b2272,
yfbN,1.9368729562779345,30.0,2381824.0,uncharacterized protein,b2273,
yfbO,2.0540988103332527,30.0,2382113.0,uncharacterized protein,b2274,
yfbP,1.6815294401438157,30.0,2382594.0,TPR-like repeats-containing protein,b2275,
nuoN,1.4279166405503085,30.0,2383872.0,"NADH:ubiquinone oxidoreductase, membrane subunit N",b2276,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoM,1.4083153550971115,30.0,2384990.0,"NADH:ubiquinone oxidoreductase, membrane subunit M",b2277,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoH,1.3533029857487304,30.0,2390016.0,"NADH:ubiquinone oxidoreductase, membrane subunit H",b2282,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoC,1.3679950073807743,30.0,2395533.0,"NADH:ubiquinone oxidoreductase, fused CD subunit",b2286,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoB,1.535092732708488,30.0,2397429.0,"NADH:ubiquinone oxidoreductase, chain B",b2287,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoA,1.5152407976021678,30.0,2398208.0,"NADH:ubiquinone oxidoreductase, membrane subunit A",b2288,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
lrhA,1.5732942083553207,30.0,2399181.0,"transcriptional repressor of flagellar, motility and chemotaxis genes",b2289,
yfbR,1.474878427400261,30.0,2402340.0,5'-nucleotidase,b2291,"['NTD6', 'NTD12', 'NTD1', 'NTD5', 'NTD8', 'NTD3']"
yfbS,1.4678524509944948,30.0,2402998.0,putative transporter,b2292,
yfbT,1.424846789122277,30.0,2404917.0,sugar phosphatas,b2293,
yfbU,1.5709327285179941,30.0,2405578.0,UPF0304 family protein,b2294,
yfbV,1.6464028510370214,30.0,2406400.0,UPF0208 family inner membrane protein,b2295,
ackA,1.5564407162601528,30.0,2406948.0,acetate kinase A and propionate kinase 2,b2296,['ACKr']
pta,1.4152287909900352,30.0,2408448.0,phosphate acetyltransferase,b2297,"['PTAr', 'PTA2']"
yfcC,1.4772961052806244,30.0,2410559.0,putative inner membrane transporter; C4-dicarboxylate anaerobic carrier family protein,b2298,
yfcD,1.6746012663738064,30.0,2412544.0,putative NUDIX hydrolase,b2299,
yfcE,1.5076037335867114,30.0,2412712.0,phosphodiesterase activity on bis-pNPP,b2300,
yfcF,1.4951253655939896,30.0,2413319.0,glutathione S-transferase,b2301,
yfcG,1.562954415098046,30.0,2414592.0,GSH-dependent disulfide bond oxidoreductase,b2302,
folX,1.5077789414862666,30.0,2414803.0,"D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase",b2303,['DHPTPE']
yfcI,1.580204295565884,30.0,2416640.0,transposase_31 family protein,b2305,
hisP,1.4783716177418926,30.0,2417214.0,histidine ABC transporter ATPase,b2306,"['HISabcpp', 'ARGabcpp', 'ORNabcpp', 'LYSabcpp']"
hisM,1.6913450528942175,30.0,2418688.0,histidine ABC transporter permease,b2307,"['HISabcpp', 'ARGabcpp', 'ORNabcpp', 'LYSabcpp']"
hisJ,1.4534906880912675,30.0,2419484.0,histidine ABC transporter periplasmic binding protein,b2309,['HISabcpp']
argT,1.5649700023817488,30.0,2420736.0,lysine/arginine/ornithine transporter subunit,b2310,"['ARGabcpp', 'ORNabcpp', 'LYSabcpp']"
ubiX,1.5507156957654225,30.0,2421535.0,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,b2311,['OPHBDC']
cvpA,1.4931092966488646,30.0,2423753.0,colicin V production protein,b2313,
dedD,1.4110984719565878,30.0,2424832.0,membrane-anchored periplasmic protein involved in septation,b2314,
accD,1.5644576604153837,30.0,2426880.0,"acetyl-CoA carboxylase, beta (carboxyltransferase) subunit",b2316,['ACCOAC']
truA,1.4780682499794995,30.0,2428928.0,tRNA pseudouridine(38-40) synthase,b2318,
usg,1.5028383162694714,30.0,2429114.0,putative semialdehyde dehydrogenase,b2319,
pdxB,1.4179834915339706,30.0,2430976.0,erythronate-4-phosphate dehydrogenase,b2320,['PERD']
flk,1.5650194815306835,30.0,2431428.0,putative flagella assembly protein,b2321,
yfcJ,1.392301506857658,30.0,2433024.0,putative arabinose efflux transporter,b2322,
fabB,1.5524397110008514,30.0,2435072.0,3-oxoacyl-[acyl-carrier-protein] synthase I,b2323,"['3OAS121', '3OAS60', '3OAS161', '3OAS141', '3OAS180', '3OAS120', '3OAS160', 'MACPD', 'OPMEACPS', '3OAS100', 'KAS14', '3OAS140', '3OAS80']"
mnmC,1.5511300974426647,30.0,2435242.0,fused 5-methylaminomethyl-2-thiouridine-forming enzyme methyltransferase and FAD-dependent demodification enzyme,b2324,
yfcL,1.4352436103129356,30.0,2437632.0,uncharacterized protein,b2325,
prmB,1.4432176377361277,30.0,2441216.0,N5-glutamine methyltransferase,b2330,
smrB,1.4865655183352946,30.0,2442084.0,putative DNA endonuclease,b2331,
yfcO,1.6254249897728348,30.0,2443264.0,DUF2544 family putative outer membrane protein,b2332,
yfcP,1.4172889985089656,30.0,2443529.0,putative fimbrial-like adhesin protein,b2333,
yfcQ,1.5592942831303287,30.0,2444065.0,putative fimbrial-like adhesin protein,b2334,
yfcR,1.5241799509734055,30.0,2444550.0,putative fimbrial-like adhesin protein,b2335,
yfcS,1.5331145944388993,30.0,2445312.0,putative periplasmic pilin chaperone,b2336,
yfcU,1.523961268680868,30.0,2445834.0,No_gene_product,b4661,
yfcV,1.4932927108655027,30.0,2448561.0,putative fimbrial-like adhesin protein,b2339,
sixA,1.5435657198641757,30.0,2449805.0,phosphohistidine phosphatase,b2340,
fadJ,1.4183889889546257,30.0,2450493.0,enoyl-CoA hydratase/epimerase and isomerase/3-hydroxyacyl-CoA dehydrogenase,b2341,"['HACD4', 'ECOAH4', 'HACD8', 'ECOAH5', 'ECOAH1', 'HACD5', 'HACD6', 'HACD2', 'ECOAH2', 'ECOAH6', 'HACD7', 'ECOAH3', 'HACD1', 'ECOAH7', 'HACD3', 'ECOAH8']"
fadI,1.4341928285779255,30.0,2453504.0,"beta-ketoacyl-CoA thiolase, anaerobic, subunit",b2342,"['ACACT8r', 'ACACT4r', 'ACACT7r', 'ACACT2r', 'ACACT5r', 'ACACT3r', 'ACACT1r', 'ACACT6r']"
yfcZ,1.5983933497474492,30.0,2454128.0,UPF0381 family protein,b2343,
fadL,1.609785031634664,30.0,2455552.0,long-chain fatty acid outer membrane transporter,b2344,"['HDCEAtexi', 'OCDCAtexi', 'TTDCAtexi', 'OCDCEAtexi', 'HDCAtexi', 'TTDCEAtexi', 'DDCAtexi']"
yfdF,2.1199887874878423,30.0,2456490.0,uncharacterized protein,b2345,
mlaA,1.6734961896043017,30.0,2457730.0,"ABC transporter maintaining OM lipid asymmetry, OM lipoprotein component",b2346,
yfdC,1.3909364979075827,30.0,2459648.0,putative inner membrane protein,b2347,
intS,1.6135505992122725,30.0,2460023.0,CPS-53 (KpLE1) prophage; putative prophage CPS-53 integrase,b2349,
gtrA,2.0032965426083544,30.0,2461333.0,CPS-53 (KpLE1) prophage; bactoprenol-linked glucose translocase/flippase,b2350,
gtrB,2.0206494263041574,30.0,2461696.0,CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase,b2351,
gtrS,2.4754033677421323,30.0,2463744.0,"serotype-specific glucosyl transferase, CPS-53 (KpLE1) prophage",b2352,
tfaS,1.5730777219465897,30.0,2464293.0,No_gene_product,b2353,
yfdK,1.5897987670850584,30.0,2464555.0,CPS-53 (KpLE1) prophage; conserved protein,b2354,
yfdL,1.5820017700626605,30.0,2465022.0,No_gene_product,b2355,
yfdM,1.4479709534247354,30.0,2465792.0,No_gene_product,b2356,
oweS,1.5126348684851034,30.0,2466356.0,No_gene_product,b2358,
yfdP,1.5347901593343674,30.0,2467082.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2359,
yfdQ,1.7267969555099123,30.0,2467840.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2360,
yfdR,1.5727451206773058,30.0,2468462.0,CPS-53 (KpLE1) prophage; conserved protein,b2361,
yfdS,1.7149783779242174,30.0,2468989.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2362,
yfdT,1.7490783201969287,30.0,2469376.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2363,
ypdJ,1.8135674464219496,30.0,2469659.0,No_gene_product,b4545,
torI,1.6863786757170627,30.0,2469888.0,response regulator inhibitor for tor operon,b4501,
dsdC,1.4737797367069907,30.0,2470172.0,dsd operon activator; autorepressor,b2364,
dsdX,1.6301741601822992,30.0,2471936.0,D-serine transporter,b2365,
dsdA,1.447915829840308,30.0,2473984.0,D-serine dehydratase,b2366,['SERD_D']
emrY,1.7745177339080753,30.0,2474116.0,putative multidrug efflux system,b2367,
emrK,1.9342180773256792,30.0,2476032.0,multidrug resistance efflux pump membrane fusion protein,b2368,
evgA,1.9619936048408697,30.0,2477233.0,response regulator in two-component regulatory system with EvgS,b2369,
evgS,1.863556160746515,30.0,2477852.0,hybrid sensory histidine kinase in two-component regulatory system with EvgA,b2370,
yfdE,1.685042550167379,30.0,2482176.0,acetyl-CoA:oxalate CoA-transferase,b2371,
yfdV,1.797388216050897,30.0,2482720.0,putative transporter,b2372,
oxc,1.5414093475776596,30.0,2483734.0,"oxalyl CoA decarboxylase, ThDP-dependent",b2373,['OXCDC']
frc,1.5811347561976115,30.0,2486272.0,"formyl-CoA transferase, NAD(P)-binding",b2374,['FORCT']
yfdX,1.7931050449569814,30.0,2487245.0,uncharacterized protein,b2375,
ypdI,2.026079455300329,30.0,2488320.0,putative lipoprotein involved in colanic acid biosynthesis,b2376,
yfdY,1.7179607188624766,30.0,2488528.0,DUF2545 family putative inner membrane protein,b2377,
ypdK,1.6388967809854003,30.0,2490399.0,inner membrane protein,b4680,
alaC,1.4945922596982733,30.0,2490535.0,glutamate-pyruvate aminotransferase; glutamic-pyruvic transaminase (GPT); alanine transaminase,b2379,['ALATA_L']
ypdA,1.4979645374942145,30.0,2492149.0,sensor kinase regulating yhjX; pyruvate-responsive YpdAB two-component system,b2380,
ypdB,1.4931398423759952,30.0,2494464.0,response regulator activating yhjX; pyruvate-responsive YpdAB two-component system,b2381,
ypdC,1.5192525738768619,30.0,2494608.0,putative DNA-binding protein,b2382,
fryA,1.4021854383217611,30.0,2495468.0,"putative PTS enzyme: Hpr, enzyme I and IIA components",b2383,
ypdE,1.4346796103555128,30.0,2498560.0,aminopeptidase,b2384,
