,Multiplicity,Group Number,Start Position,Product,Gene,iJO1366 Reactions
asmA,1.43872846172486,12.0,2133239.0,suppressor of OmpF assembly mutants; putative outer membrane protein assembly factor; inner membrane-anchored periplasmic protein,b2064,
dcd,1.4113602596973365,12.0,2135114.0,deoxycytidine triphosphate deaminase; dCTP deaminase,b2065,['DCTPD']
udk,1.6365088019244407,12.0,2136064.0,uridine/cytidine kinase,b2066,"['CYTDK2', 'URIK2']"
yegL,1.5045712631632266,13.0,2146304.0,VMA domain protein,b2073,
ibsA,1.467154628651693,13.0,2146829.0,toxic membrane protein,b4667,
ibsB,1.8897594514040938,13.0,2147200.0,toxic membrane protein,b4668,
baeR,1.4368443144693046,14.0,2157756.0,response regulator in two-component regulatory system with BaeS,b2079,
yegP,1.4009630207377162,14.0,2158669.0,UPF0339 family protein,b2080,
ogrK,1.9216174679054967,14.0,2160782.0,"orphan Ogr protein, positive regulator of P2 growth",b2082,
yegZ,1.7424619230361391,14.0,2161152.0,No_gene_product,b2083,
yegR,1.6115630088630788,14.0,2161664.0,uncharacterized protein,b2085,
gatD,1.4008148346426956,14.0,2165313.0,"galactitol-1-phosphate dehydrogenase, Zn-dependent and NAD(P)-binding",b2091,['GLTPD']
gatB,1.4940779137089326,14.0,2167808.0,galactitol-specific enzyme IIB component of PTS,b2093,['GALTptspp']
gatA,1.3592166418072844,14.0,2168075.0,galactitol-specific enzyme IIA component of PTS,b2094,['GALTptspp']
gatZ,1.4962692984792472,14.0,2168832.0,"D-tagatose 1,6-bisphosphate aldolase 2, subunit",b2095,['TGBPA']
yegT,1.4132293284399275,14.0,2172928.0,"nucleoside transporter, low affinity",b2098,
thiD,1.4522196780187049,14.0,2177194.0,hydroxy-methylpyrimidine kinase and hydroxy-phosphomethylpyrimidine kinase,b2103,"['PMPK', 'HMPK1']"
thiM,1.525369598172955,14.0,2177991.0,hydoxyethylthiazole kinase,b2104,['HETZK']
rcnR,1.5165823730708101,14.0,2179072.0,transcriptional repressor of rcnA,b2105,
rcnA,1.5134403913437382,14.0,2179395.0,membrane protein conferring nickel and cobalt resistance,b2106,
rcnB,1.4970473654357435,14.0,2180608.0,periplasmic modulator of Ni and Co efflux,b2107,
yehA,1.5090542924347967,14.0,2181120.0,putative fimbrial-like adhesin protein,b2108,
yehB,1.4272865870304317,14.0,2181908.0,putative outer membrane protein,b2109,
yehC,1.3926640236058874,14.0,2184404.0,putative periplasmic pilin chaperone,b2110,
yehE,1.7148360344308449,14.0,2186240.0,DUF2574 family protein,b2112,
metG,1.4567466103376194,14.0,2187778.0,methionyl-tRNA synthetase,b2114,['METTRS']
yehH,1.4303863563820174,14.0,2189952.0,No_gene_product,b4499,
yehK,1.577378767620628,14.0,2197504.0,uncharacterized protein,b4541,
yehP,1.438677398432033,14.0,2201600.0,VMA domain putative YehL ATPase stimulator,b2121,
yehT,1.6036200843031232,14.0,2205721.0,putative response regulator in two-component system withYehU,b2125,
yohO,1.4305306017929036,14.0,2209135.0,putative membrane protein,b4542,
yehX,1.4644219188151184,14.0,2209959.0,putative ABC transporter ATPase,b2129,"['GLYBabcpp', 'CHLabcpp']"
bglX,1.4199459791331561,14.0,2213170.0,"beta-D-glucoside glucohydrolase, periplasmic",b2132,['LACZpp']
yohD,1.4113702711253244,14.0,2219279.0,DedA family inner membrane protein,b2136,
yohF,1.386248483987245,14.0,2220032.0,putative oxidoreductase,b2137,
mdtQ,1.5104594789417742,14.0,2220801.0,No_gene_product,b2139,
yohJ,1.5281768583121,14.0,2224128.0,UPF0299 family inner membrane protein,b2141,
sanA,1.474297563382113,14.0,2226356.0,DUF218 superfamily vancomycin high temperature exclusion protein,b2144,
yeiS,1.3522637513696942,14.0,2227200.0,DUF2542 family protein,b2145,
mglB,1.611147997944236,14.0,2232828.0,methyl-galactoside transporter subunit,b2150,"['GLCabcpp', 'GALabcpp']"
galS,1.4695909598732098,14.0,2234368.0,galactose- and fucose-inducible galactose regulon transcriptional isorepressor; mgl operon transcriptional repressor; autorepressor,b2151,
folE,1.464338506859925,14.0,2236462.0,GTP cyclohydrolase I,b2153,['GTPCI']
yeiG,1.4200151556992797,14.0,2237388.0,S-formylglutathione hydrolase,b2154,['SFGTHi']
lysP,1.4747076860699726,14.0,2240541.0,lysine transporter,b2156,['LYSt2pp']
yeiE,1.4014210992362972,14.0,2242560.0,putative DNA-binding transcriptional regulator,b2157,
yeiH,1.4599789691057654,14.0,2243195.0,UPF0324 family inner membrane protein,b2158,
yeiL,1.4327594952877214,14.0,2248833.0,putative transcriptional regulator,b2163,
fruK,1.4716711664476845,14.0,2254905.0,fructose-1-phosphate kinase,b2168,['FRUK']
fruB,1.6137350667343224,14.0,2256896.0,fused fructose-specific PTS enzymes: IIA component/HPr component,b2169,['FRUptspp']
yeiW,1.4703445106681592,14.0,2258519.0,UPF0153 cysteine cluster protein,b4502,
yeiP,1.4310946544593774,14.0,2258944.0,elongation factor P-like protein,b2171,
yeiQ,1.401026555448339,14.0,2260992.0,putative NAD-dependent D-mannonate oxidoreductase,b2172,
mepS,1.5094139348516922,14.0,2263457.0,"murein DD-endopeptidase, space-maker hydrolase, mutational suppressor of prc thermosensitivity, outer membrane lipoprotein, weak murein LD-carboxypeptidase",b2175,
yejF,1.4592663202932628,14.0,2269778.0,microcin C ABC transporter ATPase,b2180,
yejG,1.4856145289285085,14.0,2271371.0,uncharacterized protein,b2181,
rplY,1.5611559565970234,14.0,2275995.0,50S ribosomal subunit protein L25,b2185,
yejK,1.444860104341087,14.0,2277376.0,spermidine nucleoid-associated protein,b2186,
yejL,1.353200871086513,14.0,2277607.0,UPF0352 family protein,b2187,
yejM,1.5182680435570557,14.0,2277854.0,essential inner membrane DUF3413 domain-containing protein; lipid A production and membrane permeability factor,b2188,
narP,1.5209800085347587,14.0,2283978.0,response regulator in two-component regulatory system with NarQ,b2193,
dsbE,1.681736906002254,14.0,2285885.0,periplasmic thioredoxin of cytochrome c-type biogenesis,b2195,
ccmC,1.814974865313477,14.0,2289664.0,heme export ABC transporter permease; CcmE-interacting protein,b2199,['PHEMEabcpp']
napC,1.547282560498144,14.0,2291712.0,"quinol dehydrogenase, electron source for NapAB",b2202,"['NO3R2bpp', 'NO3R1bpp']"
napB,1.5273135494949484,14.0,2291747.0,"nitrate reductase, small, cytochrome C550 subunit, periplasmic",b2203,"['NO3R2bpp', 'NO3R1bpp']"
napH,1.5024979252308301,14.0,2292193.0,ferredoxin-type protein,b2204,['NO3R1bpp']
napA,1.4341707276321165,14.0,2293760.0,"nitrate reductase, periplasmic, large subunit",b2206,"['NO3R2bpp', 'NO3R1bpp']"
napD,1.4791156839463635,14.0,2296320.0,assembly protein for periplasmic nitrate reductase,b2207,
eco,1.5551971218668421,14.0,2297856.0,"ecotin, a serine protease inhibitor",b2209,
apbE,1.420858074884121,14.0,2304000.0,putative thiamine-synthetic flavin transferase lipoprotein,b2214,
ompC,1.5889340149245699,14.0,2306048.0,outer membrane porin protein C,b2215,"['ACNAMtex', 'SUCCtex', 'XYLUtex', 'ACALDtex', 'CMPtex', 'F6Ptex', 'CLtex', 'DHAtex', 'IMPtex', 'PHEtex', 'IDONtex', 'CMtex', 'CRNDtex', 'DAMPtex', 'GLYC3Ptex', 'CGLYtex', 'DDGLCNtex', 'MANtex', 'INDOLEtex', 'TRPtex', 'UMPtex', 'ACGAM1Ptex', 'GSNtex', 'CRNtex', 'GMPtex', 'LEUtex', 'XYLtex', 'FE2tex', 'SLNTtex', 'ACGALtex', 'SKMtex', 'SO2tex', 'CITtex', 'DALAtex', 'SO3tex', 'CO2tex', 'ACGAL1Ptex', 'GTHOXtex', 'CHLtex', 'FORtex', 'TSULtex', 'SUCRtex', 'SULFACtex', 'INSTtex', 'TTRCYCtex', 'PItex', 'DGMPtex', 'AMPtex', 'ANHGMtex', 'DGSNtex', 'ILEtex', 'GLYCLTtex', 'COBALT2tex', 'Zn2tex', 'ACSERtex', 'TUNGStex', 'CSNtex', 'AGMtex', 'LIPOtex', 'CHTBStex', 'SO4tex', 'DAPtex', '3UMPtex', 'TYMtex', 'URAtex', 'ACGAtex', 'LYStex', 'DINStex', 'GALURtex', 'GTHRDtex', 'OROTtex', 'ALLTNtex', 'MMETtex', 'FUSAtex', 'NH4tex', 'THMtex', '12PPDRtex', 'ALAALAtex', 'NOtex', '12PPDStex', 'R5Ptex', 'XANtex', 'CUtex', 'SPMDtex', 'XMPtex', 'ALLtex', 'TYRPtex', '23CCMPtex', 'DCAtex', 'GAMAN6Ptex', 'THRPtex', 'TYRtex', '23CAMPtex', 'CU2tex', 'NI2tex', 'NO2tex', 'GTPtex', 'MNLtex', 'GLCNtex', '23CGMPtex', 'GAL1Ptex', '23CUMPtex', 'GALtex', 'HG2tex', 'MALtex', 'NAtex', '23DAPPAtex', 'DCMPtex', 'G1Ptex', 'MAN6Ptex', 'UACGAMtex', 'PYDAMtex', 'XTSNtex', 'MNtex', 'ARBTtex', 'DMSOtex', 'THMDtex', 'G6Ptex', 'GAMtex', 'HIStex', 'NMNtex', 'PACALDtex', 'THRtex', 'GALBDtex', 'THYMtex', 'GBBTNtex', 'PNTOtex', 'TREtex', 'CYANtex', 'MANGLYCtex', 'NO3tex', 'FE3tex', 'GLCRtex', '26DAHtex', 'PYDXNtex', 'H2O2tex', 'DIMPtex', 'DMStex', 'H2Otex', 'O2Stex', 'UDPGALtex', 'ASPtex', '3CMPtex', '3HPPtex', 'HCINNMtex', 'ARBtex', '3AMPtex', 'ACtex', 'GLYCtex', 'O2tex', 'DSERtex', 'FRULYStex', 'PSCLYStex', 'ABUTtex', 'MOBDtex', 'LALALGLUtex', 'CA2tex', 'GLCUR1Ptex', 'GLCURtex', 'DOXRBCNtex', 'H2Stex', 'UDPGLCURtex', 'DOPAtex', 'FRUURtex', 'GLCtex', 'HXAtex', 'CD2tex', 'DUMPtex', 'ETHAtex', 'H2tex', 'FRUtex', 'UDPGtex', 'ADEtex', 'ETHSO3tex', 'D__LACtex', 'DTMPtex', 'FALDtex', 'CYTDtex', 'OCTAtex', 'GLYtex', 'SERtex', 'PSERtex', 'BALAtex', 'FUCtex', 'LCTStex', 'PROGLYtex', 'ETOHtex', 'ACMUMtex', 'HYXNtex', 'ACMANAtex', 'Htex', '34dhpactex', 'ARGtex', 'UDPACGALtex', 'ACACtex', 'PROtex', '3GMPtex', 'PEAMNtex', 'FUMtex', 'MELIBtex', '3PEPTtex', 'ASO3tex', 'BTNtex', 'GALTtex', 'MSO3tex', 'CYNTtex', 'TARTRDtex', 'CYSDtex', 'METtex', 'UREAtex', 'RIBtex', 'MEOHtex', 'PPALtex', 'ISETACtex', 'PYDXtex', 'SBTtex', 'LYXtex', 'ALAtex', 'GLNtex', 'ASCBtex', 'GALCTNLtex', '4HOXPACDtex', 'TMAtex', 'MG2tex', 'G3PCtex', 'RMNtex', 'GALCTNtex', 'Ktex', 'HOMtex', 'TARTRtex', 'GLUtex', 'GALCTtex', 'TMAOtex', 'MALDtex', '4PEPTtex', 'G3PGtex', 'PYRtex', 'GLYALDtex', 'METDtex', '5DGLCNtex', 'ASNtex', 'PPAtex', 'GDPtex', 'MINCYCtex', 'N2Otex', 'G3PEtex', 'L__LACtex', 'HPPPNtex', 'TAURtex', 'SELtex', 'TCYNTtex', 'PPPNtex', 'QUIN2tex', 'GLYBtex', 'NACtex', 'CYStex', 'GLYCAtex', 'G3PItex', 'BUTSO3tex', 'METSOX1tex', 'VALtex', 'GLYC2Ptex', 'AKGtex', 'BUTtex', 'METSOX2tex', 'PTRCtex', 'LALADGLUtex', 'ORNtex', '5MTRtex', 'G3PStex', 'PPTtex']"
rcsD,1.595357093429309,14.0,2306966.0,phosphotransfer intermediate protein in two-component regulatory system with RcsBC,b2216,
rcsB,1.5228612855631294,14.0,2310144.0,response regulator in two-component regulatory system with RcsC and YojN,b2217,
rcsC,1.5578467731478778,14.0,2310505.0,hybrid sensory kinase in two-component regulatory system with RcsB and YojN,b2218,
atoS,1.5932532936098407,14.0,2313521.0,sensory histidine kinase in two-component regulatory system with AtoC,b2219,
atoE,1.5820337476666482,14.0,2318336.0,short chain fatty acid transporter,b2223,"['HEXt2rpp', 'ACACt2pp', 'BUTt2rpp']"
yfaP,1.454197531429391,14.0,2320845.0,"DUF2135 family protein, putative host defense protein",b2225,
yfaT,1.5987022081823812,14.0,2327814.0,"DUF1175 family protein, putative host defense protein",b2229,
yfaA,1.4388654867158637,14.0,2328434.0,"DUF2138 family protein, putative host defense protein",b2230,
yfaL,1.4443099821427396,14.0,2334720.0,adhesin,b2233,
nrdA,1.5753384179587062,14.0,2338343.0,"ribonucleoside-diphosphate reductase 1, alpha subunit",b2234,"['RNDR1', 'RNDR4', 'RNDR3', 'RNDR2']"
nrdB,1.7381143018635188,14.0,2340864.0,"ribonucleoside-diphosphate reductase 1, beta subunit, ferritin-like protein",b2235,"['RNDR1', 'RNDR4', 'RNDR3', 'RNDR2']"
yfaE,1.6196956686741228,14.0,2341992.0,ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (Y*) cofactor maintenance,b2236,
inaA,1.5256712052055728,14.0,2342912.0,acid-inducible Kdo/WaaP family putative kinase,b2237,
yfaH,1.6138512719933313,14.0,2343129.0,No_gene_product,b2238,
glpQ,1.550638160505219,14.0,2343413.0,periplasmic glycerophosphodiester phosphodiesterase,b2239,"['GPDDA2pp', 'GPDDA3pp', 'GPDDA4pp', 'GPDDA1pp', 'GPDDA5pp']"
glpB,1.443152463968217,14.0,2347743.0,anaerobic sn-glycerol-3-phosphate dehydrogenase membrane anchor subunit,b2242,"['G3PD6', 'G3PD7', 'G3PD5']"
yfaD,1.7069073370026444,14.0,2351104.0,transposase_31 family protein,b2244,
ypaA,1.683026705182392,14.0,2351294.0,No_gene_product,b4543,
rhmA,1.428599378849675,14.0,2351520.0,2-keto-3-deoxy-L-rhamnonate aldolase,b2245,
rhmD,1.4750606243787265,14.0,2353687.0,L-rhamnonate dehydratase,b2247,
rhmR,1.4892424087255582,14.0,2355200.0,putative DNA-binding transcriptional regulator for the rhm operon,b2248,
yfaY,1.477442847707363,14.0,2355909.0,inactive PncC family protein,b2249,
yfaZ,1.4303587869236034,14.0,2357248.0,"outer membrane protein, putative porin",b2250,
arnB,1.454094139124659,14.0,2359406.0,"uridine 5'-(beta-1-threo-pentapyranosyl-4-ulose diphosphate) aminotransferase, PLP-dependent",b2253,['UDPKAAT']
arnD,1.456614293125237,14.0,2363496.0,undecaprenyl phosphate-alpha-L-ara4FN deformylase,b2256,['UPLA4FNF']
arnT,1.463970349144477,14.0,2364386.0,4-amino-4-deoxy-L-arabinose transferase,b2257,['LA4NTpp']
arnF,1.6441390099401538,14.0,2366370.0,undecaprenyl phosphate-alpha-L-ara4N exporter; flippase ArnEF subunit,b2258,['ULA4Ntppi']
pmrD,1.5201696320172602,14.0,2366976.0,inactive two-component system connector protein,b2259,
menB,1.4582718696389367,14.0,2369536.0,dihydroxynaphthoic acid synthetase,b2262,['DHNCOAS']
menF,1.4564113031080137,14.0,2373632.0,isochorismate synthase 2,b2265,['ICHORS']
elaB,1.6999964159642058,14.0,2374200.0,putative membrane-anchored DUF883 family ribosome-binding protein,b2266,
elaA,1.7773307072509454,14.0,2374560.0,GNAT family putative N-acetyltransferase,b2267,
rbn,1.422216981995765,14.0,2375680.0,"RNase BN, tRNA processing enzyme",b2268,
yfbK,1.639126509129262,14.0,2377473.0,Von Willebrand factor domain putative lipoprotein,b2270,
yfbL,1.4246070796322703,14.0,2379776.0,putative M28A family peptidase,b2271,
yfbM,1.5956025045036726,14.0,2380412.0,DUF1877 family protein,b2272,
yfbN,1.5673346868811349,14.0,2381824.0,uncharacterized protein,b2273,
yfbO,1.9364127852520283,14.0,2382113.0,uncharacterized protein,b2274,
yfbP,1.718949093567371,14.0,2382594.0,TPR-like repeats-containing protein,b2275,
nuoN,1.5177997147358426,14.0,2383872.0,"NADH:ubiquinone oxidoreductase, membrane subunit N",b2276,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoM,1.5199714308874637,14.0,2384990.0,"NADH:ubiquinone oxidoreductase, membrane subunit M",b2277,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoK,1.4612387124987847,14.0,2388521.0,"NADH:ubiquinone oxidoreductase, membrane subunit K",b2279,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoJ,1.5888147184467138,14.0,2388820.0,"NADH:ubiquinone oxidoreductase, membrane subunit J",b2280,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoH,1.5557797075394657,14.0,2390016.0,"NADH:ubiquinone oxidoreductase, membrane subunit H",b2282,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoF,1.6422595800310333,14.0,2394112.0,"NADH:ubiquinone oxidoreductase, chain F",b2284,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoE,1.5385074102198788,14.0,2395030.0,"NADH:ubiquinone oxidoreductase, chain E",b2285,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoC,1.4584533857467172,14.0,2395533.0,"NADH:ubiquinone oxidoreductase, fused CD subunit",b2286,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoB,1.7718827799226586,14.0,2397429.0,"NADH:ubiquinone oxidoreductase, chain B",b2287,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoA,1.6056659883095117,14.0,2398208.0,"NADH:ubiquinone oxidoreductase, membrane subunit A",b2288,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
lrhA,1.7638369506203904,14.0,2399181.0,"transcriptional repressor of flagellar, motility and chemotaxis genes",b2289,
alaA,1.5504299488272584,14.0,2401039.0,glutamate-pyruvate aminotransferase; glutamic-pyruvic transaminase (GPT); alanine transaminase,b2290,['ALATA_L']
yfbR,1.4627814033065383,14.0,2402340.0,5'-nucleotidase,b2291,"['NTD6', 'NTD12', 'NTD1', 'NTD5', 'NTD8', 'NTD3']"
yfbS,1.4494036486933048,14.0,2402998.0,putative transporter,b2292,
yfbU,1.6644457800236785,14.0,2405578.0,UPF0304 family protein,b2294,
yfbV,1.5054088419340486,14.0,2406400.0,UPF0208 family inner membrane protein,b2295,
ackA,1.5374060458136412,14.0,2406948.0,acetate kinase A and propionate kinase 2,b2296,['ACKr']
pta,1.6513718313527952,14.0,2408448.0,phosphate acetyltransferase,b2297,"['PTAr', 'PTA2']"
yfcC,1.5807392066413848,14.0,2410559.0,putative inner membrane transporter; C4-dicarboxylate anaerobic carrier family protein,b2298,
yfcE,1.4582460815779335,14.0,2412712.0,phosphodiesterase activity on bis-pNPP,b2300,
yfcF,1.3938762254928114,14.0,2413319.0,glutathione S-transferase,b2301,
yfcG,1.6377613223813037,14.0,2414592.0,GSH-dependent disulfide bond oxidoreductase,b2302,
folX,1.6510655347960623,14.0,2414803.0,"D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase",b2303,['DHPTPE']
yfcI,1.5161860784906953,14.0,2416640.0,transposase_31 family protein,b2305,
hisM,1.4355471620746008,14.0,2418688.0,histidine ABC transporter permease,b2307,"['HISabcpp', 'ARGabcpp', 'ORNabcpp', 'LYSabcpp']"
hisQ,1.4661735857108835,14.0,2418708.0,histidine ABC transporter permease,b2308,"['HISabcpp', 'ARGabcpp', 'ORNabcpp', 'LYSabcpp']"
hisJ,1.5517649298068101,14.0,2419484.0,histidine ABC transporter periplasmic binding protein,b2309,['HISabcpp']
argT,1.7970868341167385,14.0,2420736.0,lysine/arginine/ornithine transporter subunit,b2310,"['ARGabcpp', 'ORNabcpp', 'LYSabcpp']"
ubiX,1.578543637518211,14.0,2421535.0,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,b2311,['OPHBDC']
purF,1.4168064828541589,14.0,2422199.0,amidophosphoribosyltransferase,b2312,['GLUPRT']
cvpA,1.7236563684665351,14.0,2423753.0,colicin V production protein,b2313,
dedD,1.4611717623811786,14.0,2424832.0,membrane-anchored periplasmic protein involved in septation,b2314,
folC,1.4774382806048323,14.0,2425152.0,bifunctional folylpolyglutamate synthase/ dihydrofolate synthase,b2315,['DHFS']
accD,1.3792927420216812,14.0,2426880.0,"acetyl-CoA carboxylase, beta (carboxyltransferase) subunit",b2316,['ACCOAC']
truA,1.4717828243306248,14.0,2428928.0,tRNA pseudouridine(38-40) synthase,b2318,
usg,1.4594521330226444,14.0,2429114.0,putative semialdehyde dehydrogenase,b2319,
pdxB,1.4087818783190553,14.0,2430976.0,erythronate-4-phosphate dehydrogenase,b2320,['PERD']
fabB,1.5973370586068754,14.0,2435072.0,3-oxoacyl-[acyl-carrier-protein] synthase I,b2323,"['3OAS121', '3OAS60', '3OAS161', '3OAS141', '3OAS180', '3OAS120', '3OAS160', 'MACPD', 'OPMEACPS', '3OAS100', 'KAS14', '3OAS140', '3OAS80']"
mnmC,1.5247848297600295,14.0,2435242.0,fused 5-methylaminomethyl-2-thiouridine-forming enzyme methyltransferase and FAD-dependent demodification enzyme,b2324,
yfcL,1.4290974915927503,14.0,2437632.0,uncharacterized protein,b2325,
epmC,1.627017351986979,14.0,2437681.0,Elongation Factor P Lys34 hydroxylase,b2326,
yfcA,1.5288240476459098,14.0,2438229.0,TauE/TSUP family inner membrane protein,b2327,
mepA,1.5305607166430044,14.0,2439168.0,murein DD-endopeptidase,b2328,"['MDDEP3pp', 'MDDEP2pp', 'MDDEP1pp', 'MDDEP4pp']"
prmB,1.4424050257383045,14.0,2441216.0,N5-glutamine methyltransferase,b2330,
yfcO,1.7674397072733579,14.0,2443264.0,DUF2544 family putative outer membrane protein,b2332,
yfcP,1.6674622327148532,14.0,2443529.0,putative fimbrial-like adhesin protein,b2333,
yfcQ,1.7247295526003155,14.0,2444065.0,putative fimbrial-like adhesin protein,b2334,
yfcR,1.74388297556337,14.0,2444550.0,putative fimbrial-like adhesin protein,b2335,
yfcS,1.7324642966657038,14.0,2445312.0,putative periplasmic pilin chaperone,b2336,
yfcU,1.5483682707951671,14.0,2445834.0,No_gene_product,b4661,
sixA,1.5982403229658295,14.0,2449805.0,phosphohistidine phosphatase,b2340,
fadJ,1.4452247166211838,14.0,2450493.0,enoyl-CoA hydratase/epimerase and isomerase/3-hydroxyacyl-CoA dehydrogenase,b2341,"['HACD4', 'ECOAH4', 'HACD8', 'ECOAH5', 'ECOAH1', 'HACD5', 'HACD6', 'HACD2', 'ECOAH2', 'ECOAH6', 'HACD7', 'ECOAH3', 'HACD1', 'ECOAH7', 'HACD3', 'ECOAH8']"
fadI,1.5587038624119924,14.0,2453504.0,"beta-ketoacyl-CoA thiolase, anaerobic, subunit",b2342,"['ACACT8r', 'ACACT4r', 'ACACT7r', 'ACACT2r', 'ACACT5r', 'ACACT3r', 'ACACT1r', 'ACACT6r']"
fadL,1.7430957837220171,14.0,2455552.0,long-chain fatty acid outer membrane transporter,b2344,"['HDCEAtexi', 'OCDCAtexi', 'TTDCAtexi', 'OCDCEAtexi', 'HDCAtexi', 'TTDCEAtexi', 'DDCAtexi']"
mlaA,1.7200758027630483,14.0,2457730.0,"ABC transporter maintaining OM lipid asymmetry, OM lipoprotein component",b2346,
yfdC,1.6874663515564678,14.0,2459648.0,putative inner membrane protein,b2347,
intS,1.7312016234589205,14.0,2460023.0,CPS-53 (KpLE1) prophage; putative prophage CPS-53 integrase,b2349,
gtrA,2.1435103287978303,14.0,2461333.0,CPS-53 (KpLE1) prophage; bactoprenol-linked glucose translocase/flippase,b2350,
gtrB,1.9128882450641596,14.0,2461696.0,CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase,b2351,
tfaS,1.516652583618681,14.0,2464293.0,No_gene_product,b2353,
yfdK,1.7506501303947728,14.0,2464555.0,CPS-53 (KpLE1) prophage; conserved protein,b2354,
yfdL,1.646378531716182,14.0,2465022.0,No_gene_product,b2355,
yfdM,1.616621752670544,14.0,2465792.0,No_gene_product,b2356,
yfdN,1.6471194777038267,14.0,2465865.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2357,
yfdP,1.7216154180501322,14.0,2467082.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2359,
yfdQ,1.4348904487286334,14.0,2467840.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2360,
yfdR,1.7193302287540655,14.0,2468462.0,CPS-53 (KpLE1) prophage; conserved protein,b2361,
yfdS,1.6387151746713746,14.0,2468989.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2362,
yfdT,1.7043083916546666,14.0,2469376.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2363,
ypdJ,1.4041360839300823,14.0,2469659.0,No_gene_product,b4545,
torI,1.6421694285414203,14.0,2469888.0,response regulator inhibitor for tor operon,b4501,
dsdC,1.6630911432550928,14.0,2470172.0,dsd operon activator; autorepressor,b2364,
dsdX,1.6129441219838192,14.0,2471936.0,D-serine transporter,b2365,
dsdA,1.7213782141563612,14.0,2473984.0,D-serine dehydratase,b2366,['SERD_D']
emrY,1.6592779320716955,14.0,2474116.0,putative multidrug efflux system,b2367,
