,Multiplicity,Group Number,Start Position,Product,Gene,iJO1366 Reactions
thiM,1.4938064577232304,12.0,2177991.0,hydoxyethylthiazole kinase,b2104,['HETZK']
rcnR,1.5481561015678535,12.0,2179072.0,transcriptional repressor of rcnA,b2105,
rcnA,1.662395973446884,12.0,2179395.0,membrane protein conferring nickel and cobalt resistance,b2106,
yehA,1.5376657442189614,12.0,2181120.0,putative fimbrial-like adhesin protein,b2108,
yehD,1.399906330351091,12.0,2185216.0,putative fimbrial-like adhesin protein,b2111,
mrp,1.4811491123409768,12.0,2187264.0,antiporter inner membrane protein,b2113,
yehL,1.4029753321527132,12.0,2198074.0,putative hexameric AAA+ MoxR family ATPase,b2119,
yehQ,1.4569421148579003,12.0,2203648.0,No_gene_product,b2122,
yehU,1.4364938974470889,12.0,2206437.0,inner membrane putative sensory kinase in two-component system with YehT,b2126,
yohF,1.450186808145435,13.0,2220032.0,putative oxidoreductase,b2137,
yohJ,1.3984887278291265,13.0,2224128.0,UPF0299 family inner membrane protein,b2141,
preA,1.408544276465928,14.0,2228743.0,"dihydropyrimidine dehydrogenase, NADH-dependent, subunit C",b2147,['DURADx']
galS,1.5315300111781651,14.0,2234368.0,galactose- and fucose-inducible galactose regulon transcriptional isorepressor; mgl operon transcriptional repressor; autorepressor,b2151,
yeiB,1.4886685288713284,14.0,2236416.0,DUF418 family putative inner membrane protein,b2152,
yeiI,1.4433097739735263,15.0,2245178.0,putative kinase,b2160,
fruK,1.4630937783868014,16.0,2254905.0,fructose-1-phosphate kinase,b2168,['FRUK']
fruB,1.5342614844671243,16.0,2256896.0,fused fructose-specific PTS enzymes: IIA component/HPr component,b2169,['FRUptspp']
yeiW,1.5942018689635689,16.0,2258519.0,UPF0153 cysteine cluster protein,b4502,
yeiP,1.5353297021863945,16.0,2258944.0,elongation factor P-like protein,b2171,
yeiQ,1.456589021564931,16.0,2260992.0,putative NAD-dependent D-mannonate oxidoreductase,b2172,
yeiR,1.548780540700527,16.0,2261307.0,Zn-stimulated GTPase involved in zinc homeostasis; mutants are cadmium and EDTA sensitive; Zn(2+) binding protein,b2173,
mepS,1.5276697076918808,16.0,2263457.0,"murein DD-endopeptidase, space-maker hydrolase, mutational suppressor of prc thermosensitivity, outer membrane lipoprotein, weak murein LD-carboxypeptidase",b2175,
rtn,1.3855545658076074,16.0,2264204.0,"resistance protein for phages lambda and N4, putative membrane-anchored cyclic-di-GMP phosphodiesterase",b2176,
yejE,1.4366199744317858,16.0,2269184.0,microcin C ABC transporter permease,b2179,
yejG,1.4518467669800763,16.0,2271371.0,uncharacterized protein,b2181,
rsuA,1.560023226919173,16.0,2273280.0,16S rRNA pseudouridine(516) synthase,b2183,
rplY,1.3576707064413145,16.0,2275995.0,50S ribosomal subunit protein L25,b2185,
yejL,1.7513103421559149,16.0,2277607.0,UPF0352 family protein,b2187,
yejM,1.5205166074054783,16.0,2277854.0,essential inner membrane DUF3413 domain-containing protein; lipid A production and membrane permeability factor,b2188,
narP,1.5129241756370477,16.0,2283978.0,response regulator in two-component regulatory system with NarQ,b2193,
ccmH,1.4777230134790256,16.0,2285568.0,"heme lyase, CcmH subunit",b2194,
dsbE,1.4163078641089275,16.0,2285885.0,periplasmic thioredoxin of cytochrome c-type biogenesis,b2195,
ccmE,1.423232495783528,16.0,2288379.0,periplasmic heme chaperone,b2197,['PHEMEabcpp']
ccmC,1.7163003789007572,16.0,2289664.0,heme export ABC transporter permease; CcmE-interacting protein,b2199,['PHEMEabcpp']
ccmB,1.4803418885503787,16.0,2289840.0,heme export ABC transporter permease,b2200,['PHEMEabcpp']
ccmA,1.474100009534247,16.0,2290499.0,heme export ABC transporter ATPase,b2201,['PHEMEabcpp']
napC,1.4747393526678825,16.0,2291712.0,"quinol dehydrogenase, electron source for NapAB",b2202,"['NO3R2bpp', 'NO3R1bpp']"
napB,1.4713816200251681,16.0,2291747.0,"nitrate reductase, small, cytochrome C550 subunit, periplasmic",b2203,"['NO3R2bpp', 'NO3R1bpp']"
napG,1.461195932876166,16.0,2293043.0,ferredoxin-type protein,b2205,['NO3R1bpp']
napA,1.4159813516131976,16.0,2293760.0,"nitrate reductase, periplasmic, large subunit",b2206,"['NO3R2bpp', 'NO3R1bpp']"
napD,1.4500154713278661,16.0,2296320.0,assembly protein for periplasmic nitrate reductase,b2207,
eco,1.439288205525937,16.0,2297856.0,"ecotin, a serine protease inhibitor",b2209,
ada,1.391392581313512,16.0,2302819.0,fused DNA-binding transcriptional dual regulator/O6-methylguanine-DNA methyltransferase,b2213,
apbE,1.4402967410406642,16.0,2304000.0,putative thiamine-synthetic flavin transferase lipoprotein,b2214,
ompC,1.569273759639703,16.0,2306048.0,outer membrane porin protein C,b2215,"['ACNAMtex', 'SUCCtex', 'XYLUtex', 'ACALDtex', 'CMPtex', 'F6Ptex', 'CLtex', 'DHAtex', 'IMPtex', 'PHEtex', 'IDONtex', 'CMtex', 'CRNDtex', 'DAMPtex', 'GLYC3Ptex', 'CGLYtex', 'DDGLCNtex', 'MANtex', 'INDOLEtex', 'TRPtex', 'UMPtex', 'ACGAM1Ptex', 'GSNtex', 'CRNtex', 'GMPtex', 'LEUtex', 'XYLtex', 'FE2tex', 'SLNTtex', 'ACGALtex', 'SKMtex', 'SO2tex', 'CITtex', 'DALAtex', 'SO3tex', 'CO2tex', 'ACGAL1Ptex', 'GTHOXtex', 'CHLtex', 'FORtex', 'TSULtex', 'SUCRtex', 'SULFACtex', 'INSTtex', 'TTRCYCtex', 'PItex', 'DGMPtex', 'AMPtex', 'ANHGMtex', 'DGSNtex', 'ILEtex', 'GLYCLTtex', 'COBALT2tex', 'Zn2tex', 'ACSERtex', 'TUNGStex', 'CSNtex', 'AGMtex', 'LIPOtex', 'CHTBStex', 'SO4tex', 'DAPtex', '3UMPtex', 'TYMtex', 'URAtex', 'ACGAtex', 'LYStex', 'DINStex', 'GALURtex', 'GTHRDtex', 'OROTtex', 'ALLTNtex', 'MMETtex', 'FUSAtex', 'NH4tex', 'THMtex', '12PPDRtex', 'ALAALAtex', 'NOtex', '12PPDStex', 'R5Ptex', 'XANtex', 'CUtex', 'SPMDtex', 'XMPtex', 'ALLtex', 'TYRPtex', '23CCMPtex', 'DCAtex', 'GAMAN6Ptex', 'THRPtex', 'TYRtex', '23CAMPtex', 'CU2tex', 'NI2tex', 'NO2tex', 'GTPtex', 'MNLtex', 'GLCNtex', '23CGMPtex', 'GAL1Ptex', '23CUMPtex', 'GALtex', 'HG2tex', 'MALtex', 'NAtex', '23DAPPAtex', 'DCMPtex', 'G1Ptex', 'MAN6Ptex', 'UACGAMtex', 'PYDAMtex', 'XTSNtex', 'MNtex', 'ARBTtex', 'DMSOtex', 'THMDtex', 'G6Ptex', 'GAMtex', 'HIStex', 'NMNtex', 'PACALDtex', 'THRtex', 'GALBDtex', 'THYMtex', 'GBBTNtex', 'PNTOtex', 'TREtex', 'CYANtex', 'MANGLYCtex', 'NO3tex', 'FE3tex', 'GLCRtex', '26DAHtex', 'PYDXNtex', 'H2O2tex', 'DIMPtex', 'DMStex', 'H2Otex', 'O2Stex', 'UDPGALtex', 'ASPtex', '3CMPtex', '3HPPtex', 'HCINNMtex', 'ARBtex', '3AMPtex', 'ACtex', 'GLYCtex', 'O2tex', 'DSERtex', 'FRULYStex', 'PSCLYStex', 'ABUTtex', 'MOBDtex', 'LALALGLUtex', 'CA2tex', 'GLCUR1Ptex', 'GLCURtex', 'DOXRBCNtex', 'H2Stex', 'UDPGLCURtex', 'DOPAtex', 'FRUURtex', 'GLCtex', 'HXAtex', 'CD2tex', 'DUMPtex', 'ETHAtex', 'H2tex', 'FRUtex', 'UDPGtex', 'ADEtex', 'ETHSO3tex', 'D__LACtex', 'DTMPtex', 'FALDtex', 'CYTDtex', 'OCTAtex', 'GLYtex', 'SERtex', 'PSERtex', 'BALAtex', 'FUCtex', 'LCTStex', 'PROGLYtex', 'ETOHtex', 'ACMUMtex', 'HYXNtex', 'ACMANAtex', 'Htex', '34dhpactex', 'ARGtex', 'UDPACGALtex', 'ACACtex', 'PROtex', '3GMPtex', 'PEAMNtex', 'FUMtex', 'MELIBtex', '3PEPTtex', 'ASO3tex', 'BTNtex', 'GALTtex', 'MSO3tex', 'CYNTtex', 'TARTRDtex', 'CYSDtex', 'METtex', 'UREAtex', 'RIBtex', 'MEOHtex', 'PPALtex', 'ISETACtex', 'PYDXtex', 'SBTtex', 'LYXtex', 'ALAtex', 'GLNtex', 'ASCBtex', 'GALCTNLtex', '4HOXPACDtex', 'TMAtex', 'MG2tex', 'G3PCtex', 'RMNtex', 'GALCTNtex', 'Ktex', 'HOMtex', 'TARTRtex', 'GLUtex', 'GALCTtex', 'TMAOtex', 'MALDtex', '4PEPTtex', 'G3PGtex', 'PYRtex', 'GLYALDtex', 'METDtex', '5DGLCNtex', 'ASNtex', 'PPAtex', 'GDPtex', 'MINCYCtex', 'N2Otex', 'G3PEtex', 'L__LACtex', 'HPPPNtex', 'TAURtex', 'SELtex', 'TCYNTtex', 'PPPNtex', 'QUIN2tex', 'GLYBtex', 'NACtex', 'CYStex', 'GLYCAtex', 'G3PItex', 'BUTSO3tex', 'METSOX1tex', 'VALtex', 'GLYC2Ptex', 'AKGtex', 'BUTtex', 'METSOX2tex', 'PTRCtex', 'LALADGLUtex', 'ORNtex', '5MTRtex', 'G3PStex', 'PPTtex']"
rcsD,1.5427682635343987,16.0,2306966.0,phosphotransfer intermediate protein in two-component regulatory system with RcsBC,b2216,
rcsB,1.4667075245533077,16.0,2310144.0,response regulator in two-component regulatory system with RcsC and YojN,b2217,
rcsC,1.441697061979315,16.0,2310505.0,hybrid sensory kinase in two-component regulatory system with RcsB and YojN,b2218,
atoS,1.5594750483127595,16.0,2313521.0,sensory histidine kinase in two-component regulatory system with AtoC,b2219,
atoC,1.5240447615897292,16.0,2315344.0,"fused response regulator of ato operon, in two-component system with AtoS: response regulator/sigma54 interaction protein",b2220,
atoD,1.6548231499774715,16.0,2316925.0,"acetyl-CoA:acetoacetyl-CoA transferase, alpha subunit",b2221,"['ACACCT', 'BUTCT', 'HXCT']"
atoA,1.4762284160399848,16.0,2317587.0,"acetyl-CoA:acetoacetyl-CoA transferase, beta subunit",b2222,"['ACACCT', 'BUTCT', 'HXCT']"
atoE,1.487367863174933,16.0,2318336.0,short chain fatty acid transporter,b2223,"['HEXt2rpp', 'ACACt2pp', 'BUTt2rpp']"
yfaT,1.5106012259421289,16.0,2327814.0,"DUF1175 family protein, putative host defense protein",b2229,
ubiG,1.3329353001831477,16.0,2333045.0,bifunctional 3-demethylubiquinone-9 3-methyltransferase/ 2-octaprenyl-6-hydroxy phenol methylase,b2232,"['OHPHM', 'DMQMT']"
yfaL,1.4346704864849824,16.0,2334720.0,adhesin,b2233,
nrdA,1.5479930777955428,16.0,2338343.0,"ribonucleoside-diphosphate reductase 1, alpha subunit",b2234,"['RNDR1', 'RNDR4', 'RNDR3', 'RNDR2']"
nrdB,1.4566476681930558,16.0,2340864.0,"ribonucleoside-diphosphate reductase 1, beta subunit, ferritin-like protein",b2235,"['RNDR1', 'RNDR4', 'RNDR3', 'RNDR2']"
inaA,1.4953476046351826,16.0,2342912.0,acid-inducible Kdo/WaaP family putative kinase,b2237,
yfaH,1.5491276291083567,16.0,2343129.0,No_gene_product,b2238,
glpQ,1.4986154586871352,16.0,2343413.0,periplasmic glycerophosphodiester phosphodiesterase,b2239,"['GPDDA2pp', 'GPDDA3pp', 'GPDDA4pp', 'GPDDA1pp', 'GPDDA5pp']"
glpT,1.5817131977558545,16.0,2344960.0,sn-glycerol-3-phosphate transporter,b2240,['GLYC3Pt6pp']
glpA,1.3803355852031782,16.0,2346125.0,"anaerobic sn-glycerol-3-phosphate dehydrogenase, large FAD/NAD(P)-binding subunit",b2241,"['G3PD6', 'G3PD7', 'G3PD5']"
glpB,1.4232541586068632,16.0,2347743.0,anaerobic sn-glycerol-3-phosphate dehydrogenase membrane anchor subunit,b2242,"['G3PD6', 'G3PD7', 'G3PD5']"
yfaD,1.5565425111205136,16.0,2351104.0,transposase_31 family protein,b2244,
ypaA,1.4142910176286874,16.0,2351294.0,No_gene_product,b4543,
rhmD,1.4965643362879817,16.0,2353687.0,L-rhamnonate dehydratase,b2247,
rhmR,1.441175729991209,16.0,2355200.0,putative DNA-binding transcriptional regulator for the rhm operon,b2248,
arnC,1.5155453594905688,17.0,2361344.0,undecaprenyl phosphate-L-Ara4FN transferase,b2254,['UPLA4FNT']
arnD,1.3546768303726344,17.0,2363496.0,undecaprenyl phosphate-alpha-L-ara4FN deformylase,b2256,['UPLA4FNF']
arnT,1.4483136448974476,17.0,2364386.0,4-amino-4-deoxy-L-arabinose transferase,b2257,['LA4NTpp']
arnE,1.4847365839742175,17.0,2366035.0,undecaprenyl phosphate-alpha-L-ara4N exporter; flippase ArnEF subunit,b4544,['ULA4Ntppi']
arnF,1.4835631487495486,17.0,2366370.0,undecaprenyl phosphate-alpha-L-ara4N exporter; flippase ArnEF subunit,b2258,['ULA4Ntppi']
pmrD,1.8590589372445336,17.0,2366976.0,inactive two-component system connector protein,b2259,
menF,1.3744654071045923,18.0,2373632.0,isochorismate synthase 2,b2265,['ICHORS']
elaB,1.4363098815284117,18.0,2374200.0,putative membrane-anchored DUF883 family ribosome-binding protein,b2266,
elaA,1.6153861319267453,18.0,2374560.0,GNAT family putative N-acetyltransferase,b2267,
rbn,1.3777947728488547,18.0,2375680.0,"RNase BN, tRNA processing enzyme",b2268,
yfbK,1.5230853358476106,18.0,2377473.0,Von Willebrand factor domain putative lipoprotein,b2270,
yfbL,1.4571760415566457,18.0,2379776.0,putative M28A family peptidase,b2271,
yfbM,1.5790865114541504,18.0,2380412.0,DUF1877 family protein,b2272,
yfbN,1.5936553353588294,18.0,2381824.0,uncharacterized protein,b2273,
yfbO,1.6256576816075399,18.0,2382113.0,uncharacterized protein,b2274,
yfbP,1.4826486151906724,18.0,2382594.0,TPR-like repeats-containing protein,b2275,
nuoN,1.482849675943539,18.0,2383872.0,"NADH:ubiquinone oxidoreductase, membrane subunit N",b2276,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoM,1.5284519654210047,18.0,2384990.0,"NADH:ubiquinone oxidoreductase, membrane subunit M",b2277,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoK,1.4487568287446102,18.0,2388521.0,"NADH:ubiquinone oxidoreductase, membrane subunit K",b2279,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoI,1.4590207043937589,18.0,2389386.0,"NADH:ubiquinone oxidoreductase, chain I",b2281,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoH,1.4376222434255572,18.0,2390016.0,"NADH:ubiquinone oxidoreductase, membrane subunit H",b2282,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoF,1.4553651133287038,18.0,2394112.0,"NADH:ubiquinone oxidoreductase, chain F",b2284,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoE,1.4603684521808673,18.0,2395030.0,"NADH:ubiquinone oxidoreductase, chain E",b2285,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoA,1.5034846091259386,18.0,2398208.0,"NADH:ubiquinone oxidoreductase, membrane subunit A",b2288,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
lrhA,1.4155290541906125,18.0,2399181.0,"transcriptional repressor of flagellar, motility and chemotaxis genes",b2289,
alaA,1.4722077723031104,18.0,2401039.0,glutamate-pyruvate aminotransferase; glutamic-pyruvic transaminase (GPT); alanine transaminase,b2290,['ALATA_L']
yfbT,1.4690038913346473,18.0,2404917.0,sugar phosphatas,b2293,
yfbU,1.6250692624693055,18.0,2405578.0,UPF0304 family protein,b2294,
ackA,1.6340442589922752,18.0,2406948.0,acetate kinase A and propionate kinase 2,b2296,['ACKr']
pta,1.5490767773860716,18.0,2408448.0,phosphate acetyltransferase,b2297,"['PTAr', 'PTA2']"
yfcC,1.5127036142860215,18.0,2410559.0,putative inner membrane transporter; C4-dicarboxylate anaerobic carrier family protein,b2298,
yfcE,1.3982384166195634,18.0,2412712.0,phosphodiesterase activity on bis-pNPP,b2300,
yfcF,1.5139713972505855,18.0,2413319.0,glutathione S-transferase,b2301,
yfcG,1.5105653348738812,18.0,2414592.0,GSH-dependent disulfide bond oxidoreductase,b2302,
folX,1.6048326323855933,18.0,2414803.0,"D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase",b2303,['DHPTPE']
yfcI,1.389194612089779,18.0,2416640.0,transposase_31 family protein,b2305,
hisP,1.4539187957289834,18.0,2417214.0,histidine ABC transporter ATPase,b2306,"['HISabcpp', 'ARGabcpp', 'ORNabcpp', 'LYSabcpp']"
hisQ,1.4053262184951476,18.0,2418708.0,histidine ABC transporter permease,b2308,"['HISabcpp', 'ARGabcpp', 'ORNabcpp', 'LYSabcpp']"
hisJ,1.5068192561931573,18.0,2419484.0,histidine ABC transporter periplasmic binding protein,b2309,['HISabcpp']
argT,1.5335700657270885,18.0,2420736.0,lysine/arginine/ornithine transporter subunit,b2310,"['ARGabcpp', 'ORNabcpp', 'LYSabcpp']"
ubiX,1.4270983888596103,18.0,2421535.0,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,b2311,['OPHBDC']
purF,1.434197724289591,18.0,2422199.0,amidophosphoribosyltransferase,b2312,['GLUPRT']
accD,1.424313861309031,18.0,2426880.0,"acetyl-CoA carboxylase, beta (carboxyltransferase) subunit",b2316,['ACCOAC']
truA,1.4168585897160777,18.0,2428928.0,tRNA pseudouridine(38-40) synthase,b2318,
fabB,1.4868457920765352,18.0,2435072.0,3-oxoacyl-[acyl-carrier-protein] synthase I,b2323,"['3OAS121', '3OAS60', '3OAS161', '3OAS141', '3OAS180', '3OAS120', '3OAS160', 'MACPD', 'OPMEACPS', '3OAS100', 'KAS14', '3OAS140', '3OAS80']"
epmC,1.4962503882356561,18.0,2437681.0,Elongation Factor P Lys34 hydroxylase,b2326,
mepA,1.384278043290308,18.0,2439168.0,murein DD-endopeptidase,b2328,"['MDDEP3pp', 'MDDEP2pp', 'MDDEP1pp', 'MDDEP4pp']"
yfcO,1.5652084383665599,18.0,2443264.0,DUF2544 family putative outer membrane protein,b2332,
yfcP,1.3998760840291202,18.0,2443529.0,putative fimbrial-like adhesin protein,b2333,
yfcQ,1.707319180149905,18.0,2444065.0,putative fimbrial-like adhesin protein,b2334,
yfcR,1.5603547470495658,18.0,2444550.0,putative fimbrial-like adhesin protein,b2335,
yfcS,1.59134476161124,18.0,2445312.0,putative periplasmic pilin chaperone,b2336,
yfcU,1.4830638648683345,18.0,2445834.0,No_gene_product,b4661,
sixA,1.4190716907670344,18.0,2449805.0,phosphohistidine phosphatase,b2340,
yfcZ,1.3745856002053645,18.0,2454128.0,UPF0381 family protein,b2343,
fadL,1.5285538660157185,18.0,2455552.0,long-chain fatty acid outer membrane transporter,b2344,"['HDCEAtexi', 'OCDCAtexi', 'TTDCAtexi', 'OCDCEAtexi', 'HDCAtexi', 'TTDCEAtexi', 'DDCAtexi']"
yfdC,1.4014259626821444,18.0,2459648.0,putative inner membrane protein,b2347,
intS,1.6202306798687263,18.0,2460023.0,CPS-53 (KpLE1) prophage; putative prophage CPS-53 integrase,b2349,
gtrA,1.528158632274212,18.0,2461333.0,CPS-53 (KpLE1) prophage; bactoprenol-linked glucose translocase/flippase,b2350,
gtrB,1.4974151163586737,18.0,2461696.0,CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase,b2351,
tfaS,1.709948174226474,18.0,2464293.0,No_gene_product,b2353,
yfdK,1.6416516018822576,18.0,2464555.0,CPS-53 (KpLE1) prophage; conserved protein,b2354,
yfdL,1.4572792791736031,18.0,2465022.0,No_gene_product,b2355,
yfdM,1.4096432400682533,18.0,2465792.0,No_gene_product,b2356,
yfdN,1.3843798434111558,18.0,2465865.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2357,
oweS,1.4685767391248445,18.0,2466356.0,No_gene_product,b2358,
yfdR,1.4334395396392385,18.0,2468462.0,CPS-53 (KpLE1) prophage; conserved protein,b2361,
yfdT,1.6225591908621233,18.0,2469376.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2363,
ypdJ,1.7294343471464546,18.0,2469659.0,No_gene_product,b4545,
torI,1.6125139142313927,18.0,2469888.0,response regulator inhibitor for tor operon,b4501,
dsdC,1.590728035805056,18.0,2470172.0,dsd operon activator; autorepressor,b2364,
dsdX,1.5139914833730845,18.0,2471936.0,D-serine transporter,b2365,
dsdA,1.6516690442342838,18.0,2473984.0,D-serine dehydratase,b2366,['SERD_D']
emrY,1.564272960277914,18.0,2474116.0,putative multidrug efflux system,b2367,
emrK,1.6348810799589366,18.0,2476032.0,multidrug resistance efflux pump membrane fusion protein,b2368,
evgS,1.5816586205076062,18.0,2477852.0,hybrid sensory histidine kinase in two-component regulatory system with EvgA,b2370,
yfdE,1.462483987438267,18.0,2482176.0,acetyl-CoA:oxalate CoA-transferase,b2371,
yfdV,1.4770712772556076,18.0,2482720.0,putative transporter,b2372,
oxc,1.5261702949178595,18.0,2483734.0,"oxalyl CoA decarboxylase, ThDP-dependent",b2373,['OXCDC']
frc,1.4851331563017927,18.0,2486272.0,"formyl-CoA transferase, NAD(P)-binding",b2374,['FORCT']
yfdX,1.4347190427919643,18.0,2487245.0,uncharacterized protein,b2375,
ypdI,1.5329715045884114,18.0,2488320.0,putative lipoprotein involved in colanic acid biosynthesis,b2376,
yfdY,1.5344043153338673,18.0,2488528.0,DUF2545 family putative inner membrane protein,b2377,
ypdK,1.3358296691100917,18.0,2490399.0,inner membrane protein,b4680,
ypdB,1.4175313643983112,18.0,2494464.0,response regulator activating yhjX; pyruvate-responsive YpdAB two-component system,b2381,
ypdC,1.5681329769309535,18.0,2494608.0,putative DNA-binding protein,b2382,
ypdE,1.4591399691538682,18.0,2498560.0,aminopeptidase,b2384,
ypdF,1.4283653696599632,18.0,2499025.0,Xaa-Pro aminopeptidase,b2385,
fryB,1.4498345192781938,18.0,2501632.0,putative enzyme IIB component of PTS,b2387,
ypeC,1.5260631969259826,18.0,2504704.0,DUF2502 family putative periplasmic protein,b2390,
mntH,1.596557423134319,18.0,2504946.0,manganese/divalent cation transporter,b2392,"['MNt2pp', 'FE2t2pp']"
nupC,1.5998219016583433,18.0,2506752.0,nucleoside (except guanosine) transporter,b2393,"['DCYTt2pp', 'THMDt2pp', 'DADNt2pp', 'ADNt2pp', 'CYTDt2pp', 'URIt2pp', 'DURIt2pp']"
yfeA,1.4436003205616914,18.0,2509121.0,putative diguanylate cyclase,b2395,
yfeC,1.5483444293595034,18.0,2511945.0,DUF1323 family putative DNA-binding protein,b2398,
yfeD,1.423173460455813,18.0,2512291.0,DUF1323 family putative DNA-binding protein,b2399,
xapB,1.417083192973486,18.0,2516992.0,xanthosine transporter,b2406,"['THMDt2rpp', 'INSt2rpp', 'CYTDt2rpp', 'XTSNt2rpp', 'ADNt2rpp', 'URIt2rpp']"
xapA,1.4146152116779644,18.0,2517403.0,purine nucleoside phosphorylase 2; nicotinamide 1-beta-D-riboside synthase,b2407,"['PUNP6', 'PUNP7', 'PUNP3', 'PUNP5', 'PUNP4']"
yfeN,1.5567214597643177,18.0,2519040.0,putative outer membrane protein,b2408,
yfeH,1.4110169302875633,18.0,2521088.0,putative inorganic ion transporter,b2410,
ypeB,1.489872659053691,18.0,2521299.0,DUF3820 family protein,b4546,
zipA,1.4073247861508464,18.0,2523605.0,FtsZ stabilizer,b2412,
cysZ,1.5471333877986184,18.0,2525184.0,"sulfate transporter, sulfite inhibited",b2413,
cysK,1.549196752647204,18.0,2525767.0,"cysteine synthase A, O-acetylserine sulfhydrolase A subunit",b2414,['CYSS']
