,Multiplicity,Group Num,Start Position,Product,Gene Name,Reactions
yqeL,1.3118565762390633,11.0,2983177.0,uncharacterized protein,b4683,
ygeI,1.3829168946444106,11.0,2987008.0,uncharacterized protein,b2853,
rpsD,1.3709769481638243,12.0,3434496.0,30S ribosomal subunit protein S4,b3296,
rpsM,1.3639513460023212,12.0,3435473.0,30S ribosomal subunit protein S13,b3298,
rpsN,1.3318473010594445,13.0,3440128.0,30S ribosomal subunit protein S14,b3307,
rpsQ,1.3659352642522793,13.0,3441672.0,30S ribosomal subunit protein S17,b3311,
rpsJ,1.4685078852842406,14.0,3446317.0,30S ribosomal subunit protein S10,b3321,
tufA,2.002669130810021,15.0,3463503.0,translation elongation factor EF-Tu 1,b3339,
yhhH,2.9943816542999864,16.0,3616768.0,putative NTF2 fold immunity protein for polymorphic toxin RhsB,b3483,
yrhC,3.040306777692602,16.0,3617246.0,No_gene_product,b4552,
yhhI,3.370806760946574,16.0,3618816.0,putative transposase,b3484,
yhhJ,2.998508859463748,16.0,3619038.0,putative ABC transporter permease,b3485,
rbbA,3.1834455800654955,16.0,3620864.0,ribosome-associated ATPase: ATP-binding protein/ATP-binding membrane protein,b3486,
yhiI,3.382225636192908,16.0,3622912.0,putative membrane fusion protein (MFP) of efflux pump,b3487,
yhiJ,3.260374680218848,16.0,3624327.0,DUF4049 family protein,b3488,
yhiL,3.274291385663055,16.0,3626211.0,No_gene_product,b4660,
yhiM,3.0123018170297233,16.0,3629056.0,"acid resistance protein, inner membrane",b3491,
yhiN,3.0352163406508517,16.0,3629567.0,putative oxidoreductase,b3492,
pitA,3.14069843446414,16.0,3631001.0,"phosphate transporter, low-affinity; tellurite importer",b3493,frozenset({<Reaction PIt2rpp at 0x7fcfa669c978>})
uspB,2.8575858718254317,16.0,3632744.0,universal stress (ethanol tolerance) protein B,b3494,
uspA,2.9564746898553373,16.0,3633470.0,universal stress global response regulator,b3495,
dtpB,3.022015013672991,16.0,3634221.0,dipeptide and tripeptide permease B,b3496,"frozenset({<Reaction LALADGLUtpp at 0x7fcfa68772b0>, <Reaction LALALGLUtpp at 0x7fcfa68773c8>})"
rsmJ,3.3441009729704416,16.0,3635739.0,"16S rRNA m(2)G1516 methyltransferase, SAM-dependent",b3497,
prlC,3.11350554281775,16.0,3637248.0,oligopeptidase A,b3498,
rlmJ,3.1521392649383464,16.0,3639296.0,"23S rRNA m(6)A2030 methyltransferase, SAM-dependent",b3499,
gor,3.192583051150573,16.0,3639658.0,glutathione oxidoreductase,b3500,frozenset({<Reaction GTHOr at 0x7fcfa68e0908>})
dinQ,2.9742429826191943,16.0,3641088.0,"UV-inducible membrane toxin, DinQ-AgrB type I toxin-antitoxin system",b4613,
arsR,3.215573832310436,16.0,3641887.0,arsenical resistance operon transcriptional repressor; autorepressor,b3501,
arsB,3.0473229754712206,16.0,3643392.0,arsenite/antimonite transporter,b3502,frozenset({<Reaction ASO3t8pp at 0x7fcfa6b7bdd8>})
arsC,3.262856315117471,16.0,3643596.0,arsenate reductase,b3503,frozenset({<Reaction ASR at 0x7fcfa6b162e8>})
slp,3.2462741701836006,16.0,3647488.0,outer membrane lipoprotein,b3506,
dctR,3.2069963701418507,16.0,3648042.0,Putative LuxR family repressor for dicarboxylate transport,b3507,
yhiD,3.1143367983408936,16.0,3648614.0,"putative Mg(2+) transport ATPase, inner membrane protein",b3508,
hdeB,3.3833823504187195,16.0,3649536.0,acid-resistance protein,b3509,
hdeA,3.04759027823363,16.0,3650048.0,stress response protein acid-resistance protein,b3510,
hdeD,3.1189192609502387,16.0,3650354.0,acid-resistance membrane protein,b3511,
gadE,3.377998621507058,16.0,3651725.0,gad regulon transcriptional activator,b3512,
mdtE,3.1495065985713584,16.0,3653632.0,"anaerobic multidrug efflux transporter, ArcA-regulated",b3513,
mdtF,2.9181285263722128,16.0,3653773.0,"anaerobic multidrug efflux transporter, ArcA-regulated",b3514,
gadW,2.9359765117620222,16.0,3657728.0,transcriptional activator of gadA and gadBC; repressor of gadX,b3515,
gadX,3.1234667826746327,16.0,3658345.0,acid resistance regulon transcriptional activator; autoactivator,b3516,
gadA,3.6992035429535033,16.0,3659539.0,"glutamate decarboxylase A, PLP-dependent",b3517,frozenset({<Reaction GLUDC at 0x7fcfa691dba8>})
yhjA,2.8725210025767085,16.0,3661824.0,putative cytochrome C peroxidase,b3518,
treF,3.116204851277246,16.0,3662951.0,cytoplasmic trehalase,b3519,frozenset({<Reaction TREH at 0x7fcfa65cad68>})
yhjB,3.191769045401446,16.0,3664651.0,putative DNA-binding transcriptional response regulator,b3520,
yhjC,3.1302931506353793,16.0,3665920.0,LysR family putative transcriptional regulator,b3521,
yhjD,2.9457042463181953,16.0,3666721.0,inner membrane putative BrbK family alternate lipid exporter,b3522,
yhjE,3.117745671749444,16.0,3668145.0,putative MFS transporter; membrane protein,b3523,
yhjG,2.798587804071793,16.0,3670016.0,putative inner membrane-anchored periplasmic AsmA family protein,b3524,
yhjH,2.7509078608643347,16.0,3672064.0,"cyclic-di-GMP phosphodiesterase, FlhDC-regulated",b3525,
kdgK,3.2866670280929915,16.0,3672778.0,2-dehydro-3-deoxygluconokinase,b3526,frozenset({<Reaction DDGLK at 0x7fcfa6ace518>})
yhjJ,3.0023707377217796,16.0,3673803.0,putative periplasmic M16 family chaperone,b3527,
dctA,3.00422341824759,16.0,3676160.0,"C4-dicarboxylic acid, orotate and citrate transporter",b3528,"frozenset({<Reaction FUMt2_2pp at 0x7fcfa69a6b00>, <Reaction ASPt2_2pp at 0x7fcfa6b8bf60>, <Reaction SUCCt2_2pp at 0x7fcfa6604080>, <Reaction MALDt2_2pp at 0x7fcfa683da90>, <Reaction MALt2_2pp at 0x7fcfa68493c8>, <Reaction OROTt2_2pp at 0x7fcfa67492e8>})"
yhjK,2.92678772853899,16.0,3678208.0,cyclic-di-GMP phosphodiesterase,b3529,
bcsC,3.1058427745515176,16.0,3679059.0,cellulose synthase subunit,b3530,
bcsZ,3.0379553752686252,16.0,3682514.0,"endo-1,4-D-glucanase",b3531,
bcsB,2.93577650882904,16.0,3683627.0,"regulator of cellulose synthase, cyclic di-GMP binding",b3532,
bcsA,3.006437517991715,16.0,3686400.0,"cellulose synthase, catalytic subunit",b3533,
bcsQ,3.11923440755486,16.0,3688592.0,No_gene_product,b3534,
yhjR,2.8939405111077563,16.0,3689472.0,DUF2629 family protein,b3535,
bcsE,2.983655570233353,16.0,3689817.0,cellulose production protein,b3536,
bcsF,2.7742719685103316,16.0,3691520.0,DUF2636 family cellulose production small membrane protein,b3537,
bcsG,2.921978286941791,16.0,3691573.0,DUF3260 family cellulose production inner membrane protein,b3538,
ldrD,2.996145601147396,16.0,3693339.0,"toxic polypeptide, small",b4453,
yhjV,2.8366023868043415,16.0,3694592.0,putative transporter,b3539,
dppF,3.01572470582631,16.0,3695223.0,dipeptide/heme ABC transporter ATPas,b3540,"frozenset({<Reaction PROGLYabcpp at 0x7fcfa665e908>, <Reaction ALAALAabcpp at 0x7fcfa6bac128>, <Reaction CGLYabcpp at 0x7fcfa6b463c8>})"
dppD,2.987193145801236,16.0,3696640.0,dipeptide/heme ABC transporter ATPas,b3541,"frozenset({<Reaction PROGLYabcpp at 0x7fcfa665e908>, <Reaction ALAALAabcpp at 0x7fcfa6bac128>, <Reaction CGLYabcpp at 0x7fcfa6b463c8>})"
dppC,3.138338025398309,16.0,3697218.0,dipeptide/heme ABC transporter permease,b3542,"frozenset({<Reaction PROGLYabcpp at 0x7fcfa665e908>, <Reaction ALAALAabcpp at 0x7fcfa6bac128>, <Reaction CGLYabcpp at 0x7fcfa6b463c8>})"
dppB,3.23280611204085,16.0,3698688.0,dipeptide/heme ABC transporter permease,b3543,"frozenset({<Reaction PROGLYabcpp at 0x7fcfa665e908>, <Reaction ALAALAabcpp at 0x7fcfa6bac128>, <Reaction CGLYabcpp at 0x7fcfa6b463c8>})"
dppA,2.9698163602353316,16.0,3699457.0,dipeptide/heme ABC transporter periplasmic binding protein; dipeptide chemotaxis receptor,b3544,"frozenset({<Reaction PROGLYabcpp at 0x7fcfa665e908>, <Reaction ALAALAabcpp at 0x7fcfa6bac128>, <Reaction CGLYabcpp at 0x7fcfa6b463c8>})"
eptB,3.051145621140453,16.0,3702784.0,"KDO phosphoethanolamine transferase, Ca(2+)-inducible",b3546,"frozenset({<Reaction PETNT161pp at 0x7fcfa66f1588>, <Reaction PETNT181pp at 0x7fcfa66f11d0>})"
yhjX,2.8312456950608476,16.0,3704832.0,"pyruvate-inducible inner membrane protein, putative transporter",b3547,
yhjY,2.840257528958785,16.0,3705595.0,autotransporter beta-domain protein,b3548,
tag,2.7994388977282667,16.0,3706880.0,"3-methyl-adenine DNA glycosylase I, constitutive",b3549,
yiaC,3.011475600750631,16.0,3707011.0,GNAT family putative N-acetyltransferase,b3550,
bisC,2.9585261536801943,16.0,3707420.0,biotin sulfoxide reductase,b3551,"frozenset({<Reaction BSORx at 0x7fcfa6b20780>, <Reaction BSORy at 0x7fcfa6b20908>, <Reaction METSOXR1 at 0x7fcfa67f5f60>})"
yiaD,3.1600590114410863,16.0,3709906.0,multicopy suppressor of bamB; outer membrane lipoprotein,b3552,
ghrB,2.944922629019793,16.0,3710976.0,glyoxylate/hydroxypyruvate reductase B,b3553,"frozenset({<Reaction 2DGULRy at 0x7fcfa6c6ce48>, <Reaction GLYCLTDy at 0x7fcfa6935c50>, <Reaction HPYRRy at 0x7fcfa68a8048>, <Reaction DKGLCNR2x at 0x7fcfa6a6e278>, <Reaction DKGLCNR2y at 0x7fcfa6a6e2b0>, <Reaction 2DGULRGy at 0x7fcfa6c6ccc0>, <Reaction HPYRRx at 0x7fcfa689cef0>, <Reaction GLYCLTDx at 0x7fcfa6935d30>, <Reaction 2DGULRx at 0x7fcfa6c6cdd8>, <Reaction 2DGULRGx at 0x7fcfa6c6cbe0>})"
yiaF,3.276656207648645,16.0,3711693.0,barrier effect co-colonization resistance factor; DUF3053 family lipoprotein,b3554,
yiaG,2.8588262293200066,16.0,3713024.0,HTH_CROC1 family putative transcriptional regulator,b3555,
