,Multiplicity,Group Num,Start Position,Product,Gene Name,Reactions
opgD,1.3609253931467151,7.0,1491112.0,OPG biosynthetic periplasmic protein,b1424,
ydcH,1.3886083475463946,7.0,1492992.0,DUF465 family protein,b1426,
rimL,1.3731542911252423,7.0,1493194.0,ribosomal-protein-L7/L12-serine acetyltransferase,b1427,
ydcO,1.3779470173713704,8.0,1499161.0,BenE family inner membrane putative transporter,b1433,
hicA,1.373236604969218,8.0,1503542.0,mRNA interferase toxin of the HicAB toxin-antitoxin system,b4532,
ydcS,1.330131622295204,8.0,1505910.0,putative ABC transporter periplasmic binding protein,b1440,"frozenset({<Reaction SPMDabcpp at 0x7fcfa65f7390>, <Reaction PTRCabcpp at 0x7fcfa6676e48>})"
ydcV,1.3874048827985244,8.0,1509376.0,putative ABC transporter permease,b1443,"frozenset({<Reaction SPMDabcpp at 0x7fcfa65f7390>, <Reaction PTRCabcpp at 0x7fcfa6676e48>})"
yncL,1.3685690159601673,8.0,1511424.0,stress-induced small inner membrane enterobacterial protein,b4598,
ydcY,1.366747822162208,8.0,1511936.0,DUF2526 family protein,b1446,
ydcZ,1.4264271804572108,8.0,1512138.0,DUF606 family inner membrane protein,b1447,
tfaQ,1.737602940073269,9.0,1628566.0,Qin prophage; putative tail fibre assembly protein,b1546,
lpp,1.8362577634651662,10.0,1751677.0,murein lipoprotein,b1677,"frozenset({<Reaction ALPATG160pp at 0x7fcfa6bc4588>, <Reaction ALPATE160pp at 0x7fcfa6bc46a0>})"
yobF,1.380542396461645,11.0,1901704.0,DUF2527 family heat-induced protein,b1824,
wbbK,1.5166959293480706,12.0,2097152.0,lipopolysaccharide biosynthesis protein,b2032,frozenset({<Reaction O16GLCT1 at 0x7fcfa67311d0>})
wbbJ,1.4203635787474724,12.0,2097974.0,putative lipopolysaccharide biosynthesis O-acetyl transferase,b2033,frozenset({<Reaction O16AT at 0x7fcfa6724ba8>})
wbbI,1.4803625939559697,12.0,2099200.0,"d-Galf:alpha-d-Glc beta-1,6-galactofuranosyltransferase",b2034,frozenset({<Reaction O16GALFT at 0x7fcfa6731048>})
wbbH,1.528676783903343,12.0,2099540.0,O-antigen polymerase,b2035,"frozenset({<Reaction O16AP3pp at 0x7fcfa6724a90>, <Reaction O16AP1pp at 0x7fcfa6724a58>, <Reaction O16AP2pp at 0x7fcfa6724860>})"
glf,1.5361104217193422,12.0,2101248.0,"UDP-galactopyranose mutase, FAD/NAD(P)-binding",b2036,frozenset({<Reaction UDPGALM at 0x7fcfa657f160>})
wzxB,1.4449831482046616,12.0,2101817.0,putative polisoprenol-linked O-antigen transporter,b2037,frozenset({<Reaction O16AUNDtpp at 0x7fcfa6724fd0>})
rfbC,1.413506379193138,12.0,2103296.0,"dTDP-4-deoxyrhamnose-3,5-epimerase",b2038,frozenset({<Reaction TDPDRE at 0x7fcfa65a1160>})
rfbA,1.4539500290612866,12.0,2103618.0,glucose-1-phosphate thymidylyltransferase,b2039,frozenset({<Reaction G1PTT at 0x7fcfa69b3a20>})
rfbD,1.4118204312214924,12.0,2105344.0,"dTDP-L-rhamnose synthase, NAD(P)-dependent dTDP-4-dehydrorhamnose reductase subunit",b2040,frozenset({<Reaction TDPDRR at 0x7fcfa65a1240>})
rfbB,1.3732747478131055,12.0,2105456.0,"dTDP-glucose 4,6 dehydratase, NAD(P)-binding",b2041,frozenset({<Reaction TDPGDH at 0x7fcfa65a1400>})
wcaN,1.3517413725095664,12.0,2107392.0,putative regulatory subunit for GalU,b2042,
wcaM,1.3779094777135177,12.0,2107982.0,colanic acid biosynthesis protein,b2043,
gmd,1.3984182351875936,13.0,2121728.0,"GDP-D-mannose dehydratase, NAD(P)-binding",b2053,frozenset({<Reaction GMAND at 0x7fcfa6946be0>})
wcaF,1.4013905235802455,13.0,2121820.0,putative acyl transferase,b2054,
wcaC,1.3710434038862702,13.0,2124333.0,putative glycosyl transferase,b2057,
wzc,1.4137317952603765,13.0,2126970.0,colanic acid production tyrosine-protein kinase; autokinase; Ugd phosphorylase,b2060,
wzb,1.3836590570382563,13.0,2129135.0,colanic acid production protein-tyrosine-phosphatase; Wzc-P dephosphorylase,b2061,
wza,1.3686779204941104,13.0,2129920.0,colanic acid export protein; outer membrane auxillary lipoprotein,b2062,
asmA,1.3946439515789164,13.0,2133239.0,suppressor of OmpF assembly mutants; putative outer membrane protein assembly factor; inner membrane-anchored periplasmic protein,b2064,
dcd,1.3960019709255689,13.0,2135114.0,deoxycytidine triphosphate deaminase; dCTP deaminase,b2065,frozenset({<Reaction DCTPD at 0x7fcfa6abfd30>})
udk,1.360104756139188,13.0,2136064.0,uridine/cytidine kinase,b2066,"frozenset({<Reaction URIK2 at 0x7fcfa6594438>, <Reaction CYTDK2 at 0x7fcfa6aa7438>})"
yegE,1.3513660183636604,13.0,2138112.0,putative diguanylate cyclase,b2067,
alkA,1.5123370748609086,13.0,2140172.0,3-methyl-adenine DNA glycosylase II,b2068,
yegD,1.4597580117347202,13.0,2142208.0,Hsp70 chaperone family protein,b2069,
yegI,1.3685022056182365,13.0,2142519.0,protein kinase-related putative non-specific DNA-binding protein,b2070,
yegK,1.373677450833552,13.0,2145191.0,ser/thr phosphatase-related protein,b2072,
yegL,1.353277328770725,13.0,2146304.0,VMA domain protein,b2073,
ibsA,1.6286587395912961,13.0,2146829.0,toxic membrane protein,b4667,
ibsB,1.3834057291518298,13.0,2147200.0,toxic membrane protein,b4668,
mdtB,1.362800134189588,13.0,2148743.0,"multidrug efflux system, subunit B",b2075,
baeS,1.4099437968267374,13.0,2156356.0,sensory histidine kinase in two-component regulatory system with BaeR,b2078,
yegZ,1.3456815708582726,13.0,2161152.0,No_gene_product,b2083,
yegR,1.3667419732861006,13.0,2161664.0,uncharacterized protein,b2085,
yegS,1.398552840659337,13.0,2162688.0,"phosphatidylglycerol kinase, metal-dependent",b2086,
gatD,1.4618344843296,13.0,2165313.0,"galactitol-1-phosphate dehydrogenase, Zn-dependent and NAD(P)-binding",b2091,frozenset({<Reaction GLTPD at 0x7fcfa691d4e0>})
gatC,1.3824887523263067,13.0,2166784.0,No_gene_product,b2092,frozenset({<Reaction GALTptspp at 0x7fcfa696c048>})
gatB,1.4142611980046926,13.0,2167808.0,galactitol-specific enzyme IIB component of PTS,b2093,frozenset({<Reaction GALTptspp at 0x7fcfa696c048>})
gatA,1.5322231791688499,13.0,2168075.0,galactitol-specific enzyme IIA component of PTS,b2094,frozenset({<Reaction GALTptspp at 0x7fcfa696c048>})
gatZ,1.3742987767882044,13.0,2168832.0,"D-tagatose 1,6-bisphosphate aldolase 2, subunit",b2095,frozenset({<Reaction TGBPA at 0x7fcfa65a1630>})
gatY,1.4488757087482595,13.0,2169828.0,"D-tagatose 1,6-bisphosphate aldolase 2, catalytic subunit",b2096,frozenset({<Reaction TGBPA at 0x7fcfa65a1630>})
fbaB,1.3348347044369184,13.0,2170990.0,fructose-bisphosphate aldolase class I,b2097,frozenset({<Reaction FBA at 0x7fcfa6a53d68>})
yegU,1.502572675383357,13.0,2173573.0,ADP-ribosylglycohydrolase family protein,b2099,
yegV,1.3724412489475295,13.0,2174976.0,putative kinase,b2100,
yegW,1.4577393515130097,13.0,2175513.0,putative DNA-binding transcriptional regulator,b2101,
thiD,1.438822339515636,13.0,2177194.0,hydroxy-methylpyrimidine kinase and hydroxy-phosphomethylpyrimidine kinase,b2103,"frozenset({<Reaction HMPK1 at 0x7fcfa689c630>, <Reaction PMPK at 0x7fcfa66b8d30>})"
thiM,1.3559476611585985,13.0,2177991.0,hydoxyethylthiazole kinase,b2104,frozenset({<Reaction HETZK at 0x7fcfa6911470>})
rcnR,1.3875784980088701,13.0,2179072.0,transcriptional repressor of rcnA,b2105,
yehA,1.3721039177426637,13.0,2181120.0,putative fimbrial-like adhesin protein,b2108,
yehB,1.4169074229672778,13.0,2181908.0,putative outer membrane protein,b2109,
yehC,1.4511427177357306,13.0,2184404.0,putative periplasmic pilin chaperone,b2110,
yehD,1.4917664502751897,13.0,2185216.0,putative fimbrial-like adhesin protein,b2111,
yehE,1.459718570106203,13.0,2186240.0,DUF2574 family protein,b2112,
mrp,1.4061166072415003,13.0,2187264.0,antiporter inner membrane protein,b2113,
metG,1.3591324819503678,13.0,2187778.0,methionyl-tRNA synthetase,b2114,frozenset({<Reaction METTRS at 0x7fcfa6803320>})
yehH,1.3737900600547635,13.0,2189952.0,No_gene_product,b4499,
yehL,1.4694161414211815,13.0,2198074.0,putative hexameric AAA+ MoxR family ATPase,b2119,
yehM,1.415247457042423,13.0,2199173.0,uncharacterized protein,b2120,
yehQ,1.392115450111812,13.0,2203648.0,No_gene_product,b2122,
mlrA,1.3193853493418897,13.0,2208344.0,transcriptional activator of csgD and csgBA,b2127,
yohO,1.350369994248644,13.0,2209135.0,putative membrane protein,b4542,
yehW,1.4190218647229595,13.0,2209792.0,putative ABC transporter permease,b2128,"frozenset({<Reaction CHLabcpp at 0x7fcfa6b466a0>, <Reaction GLYBabcpp at 0x7fcfa692add8>})"
yehY,1.3720931494333877,13.0,2211840.0,putative ABC transporter permease,b2130,"frozenset({<Reaction CHLabcpp at 0x7fcfa6b466a0>, <Reaction GLYBabcpp at 0x7fcfa692add8>})"
osmF,1.3963792606771919,13.0,2212042.0,putative ABC transporter periplasmic binding protein,b2131,"frozenset({<Reaction CHLabcpp at 0x7fcfa6b466a0>, <Reaction GLYBabcpp at 0x7fcfa692add8>})"
pbpG,1.3934199572594759,13.0,2217984.0,D-alanyl-D-alanine endopeptidase,b2134,"frozenset({<Reaction MDDEP2pp at 0x7fcfa67e7588>, <Reaction MDDEP4pp at 0x7fcfa67e77b8>, <Reaction MDDEP3pp at 0x7fcfa67e7240>, <Reaction MDDEP1pp at 0x7fcfa67e71d0>})"
yohF,1.3689031099807347,13.0,2220032.0,putative oxidoreductase,b2137,
mdtQ,1.3788547187383657,13.0,2220801.0,No_gene_product,b2139,
yohP,1.4857620065273356,13.0,2222464.0,uncharacterized protein,b4679,
dusC,1.3581171391379976,13.0,2222916.0,tRNA-dihydrouridine synthase C,b2140,
cdd,1.5554605408605902,13.0,2226176.0,cytidine/deoxycytidine deaminase,b2143,"frozenset({<Reaction CYTD at 0x7fcfa6aa74a8>, <Reaction DCYTD at 0x7fcfa6ace0f0>})"
yeiS,1.6096175772015675,13.0,2227200.0,DUF2542 family protein,b2145,
preA,1.4669981264960688,13.0,2228743.0,"dihydropyrimidine dehydrogenase, NADH-dependent, subunit C",b2147,frozenset({<Reaction DURADx at 0x7fcfa6a86828>})
mglC,1.3450254954805683,13.0,2230272.0,methyl-galactoside transporter subunit,b2148,"frozenset({<Reaction GALabcpp at 0x7fcfa696c710>, <Reaction GLCabcpp at 0x7fcfa6990860>})"
mglB,1.4011009061701796,13.0,2232828.0,methyl-galactoside transporter subunit,b2150,"frozenset({<Reaction GALabcpp at 0x7fcfa696c710>, <Reaction GLCabcpp at 0x7fcfa6990860>})"
galS,1.38835871144613,13.0,2234368.0,galactose- and fucose-inducible galactose regulon transcriptional isorepressor; mgl operon transcriptional repressor; autorepressor,b2151,
folE,1.384597988794855,13.0,2236462.0,GTP cyclohydrolase I,b2153,frozenset({<Reaction GTPCI at 0x7fcfa68ec5c0>})
