,Multiplicity,Group Number,Start Position,Product,Gene,iJO1366 Reactions
mcrA,1.474210947335415,20.0,1206272.0,putative 5-methylcytosine/5-hydroxymethylcytosine-specific restriction nuclease; 5-methylcytosine DNA binding protein,b1159,
icdC,1.2918319021612603,20.0,1206868.0,No_gene_product,b4519,
iraM,1.5249794841448718,20.0,1207296.0,"RpoS stabilzer during Mg starvation, anti-RssB factor",b1160,
ycgZ,1.4187675170044698,20.0,1211392.0,RcsB connector protein for regulation of biofilm and acid-resistance,b1164,
ariR,1.5085815082421465,20.0,1211904.0,RcsB connector protein for regulation of biofilm and acid-resistance,b1166,
ymgC,1.7327334162167378,20.0,1212416.0,"Blue light, low temperature and stress induced protein",b1167,
ymgI,1.7609856994274788,21.0,1218560.0,uncharacterized protein,b4593,
ymgJ,1.470406870786366,21.0,1218719.0,uncharacterized protein,b4594,
ldrA,1.40083016130335,22.0,1264640.0,"toxic polypeptide, small",b4419,
ldrC,1.384609222218238,22.0,1265693.0,"toxic polypeptide, small",b4423,
rcbA,1.4963816306015882,23.0,1407787.0,,,
ralR,1.3896275752476945,23.0,1408000.0,Rac prophage; restriction alleviation protein,b1348,
ydaE,1.4127424134439792,23.0,1412096.0,"conserved protein, Rac prophage",b4526,
sieB,1.4391729658374546,23.0,1413120.0,"phage superinfection exclusion protein, Rac prophage",b1353,
trkG,1.420740237576222,24.0,1418038.0,Rac prophage; potassium transporter subunit,b1363,['Kt2pp']
tfaR,1.9416654174009047,25.0,1426667.0,Rac prophage; putative tail fiber assembly protein,b1373,
pinR,1.630119465142943,25.0,1427456.0,Rac prophage; putative site-specific recombinase,b1374,
ynaE,2.1993019885037883,25.0,1428480.0,"cold shock protein, Rac prophage",b1375,
ynbG,1.7966533325294016,26.0,1459456.0,uncharacterized protein,b4674,
ydcF,1.827452819906151,27.0,1481491.0,"DUF218 superfamily protein, SAM-binding",b1414,
aldA,1.5438373818820363,27.0,1482752.0,"aldehyde dehydrogenase A, NAD-linked",b1415,"['LCADi', 'GCALDD']"
gapC,1.7497968367562267,27.0,1484800.0,No_gene_product,b4493,
cybB,1.7064977779879764,27.0,1485158.0,cytochrome b561,b1418,
ydcA,1.7073412360091504,27.0,1485933.0,putative periplasmic protein,b1419,
hokB,1.7004004919445852,27.0,1486178.0,"toxic polypeptide, small",b4428,
mokB,1.6750382571210396,27.0,1486336.0,regulatory peptide,b1420,
trg,1.6671324060246626,27.0,1486726.0,"methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor",b1421,
ydcI,1.693560838181652,27.0,1488896.0,putative DNA-binding transcriptional regulator,b1422,
ydcJ,1.4678377110773053,27.0,1489544.0,putative metalloenzyme,b1423,
opgD,1.6564036190013538,27.0,1491112.0,OPG biosynthetic periplasmic protein,b1424,
ydcH,1.9934723088648476,27.0,1492992.0,DUF465 family protein,b1426,
rimL,1.9654962579864934,27.0,1493194.0,ribosomal-protein-L7/L12-serine acetyltransferase,b1427,
ydcK,1.7428766579144555,27.0,1493725.0,uncharacterized protein,b1428,
tehA,1.606837772260651,27.0,1495040.0,potassium-tellurite ethidium and proflavin transporter,b1429,
tehB,1.6367019701304697,27.0,1495818.0,"tellurite, selenium methyltransferase, SAM-dependent; tellurite, selenium resistance protein",b1430,
ydcL,1.950181495662351,27.0,1497088.0,lipoprotein,b1431,
insP,1.8517532589564751,27.0,1497474.0,No_gene_product,b4578,
insQ,1.640154526555874,27.0,1497973.0,IS609 transposase B,b1432,
ydcO,1.4898177365649152,27.0,1499161.0,BenE family inner membrane putative transporter,b1433,
ydcN,1.4966110118980083,27.0,1500428.0,putative DNA-binding transcriptional regulator,b1434,
ydcP,1.6444139764983041,27.0,1501037.0,putative peptidase,b1435,
yncJ,1.7017371394575078,27.0,1503232.0,uncharacterized protein,b1436,
hicA,1.7445156039687078,27.0,1503542.0,mRNA interferase toxin of the HicAB toxin-antitoxin system,b4532,
hicB,2.166129909993938,27.0,1503764.0,antitoxin for the HicAB toxin-antitoxin system,b1438,
ydcR,1.5864668552687662,27.0,1504259.0,putative DNA-binding transcriptional regulator and putative aminotransferase,b1439,
ydcS,1.5498255378048678,27.0,1505910.0,putative ABC transporter periplasmic binding protein,b1440,"['PTRCabcpp', 'SPMDabcpp']"
ydcT,1.5771233945128553,27.0,1507328.0,putative ABC transporter ATPase,b1441,"['PTRCabcpp', 'SPMDabcpp']"
ydcU,1.594162510416998,27.0,1508087.0,putative ABC transporter permease,b1442,"['PTRCabcpp', 'SPMDabcpp']"
ydcV,1.6489636645641041,27.0,1509376.0,putative ABC transporter permease,b1443,"['PTRCabcpp', 'SPMDabcpp']"
patD,1.6974423048956426,27.0,1509834.0,gamma-aminobutyraldehyde dehydrogenase,b1444,['ABUTD']
yncL,2.566916087936509,27.0,1511424.0,stress-induced small inner membrane enterobacterial protein,b4598,
ydcX,1.5448346943342721,27.0,1511645.0,DUF2566 family protein,b1445,
ydcY,1.6178047178877397,27.0,1511936.0,DUF2526 family protein,b1446,
ydcZ,1.6214754852085869,27.0,1512138.0,DUF606 family inner membrane protein,b1447,
mnaT,1.5575090206293354,27.0,1512584.0,methionine N-acyltransferase; L-amino acid N-acyltransferase,b1448,
curA,1.6638754260119575,27.0,1513472.0,"curcumin/dihydrocurcumin reductase, NADPH-dependent",b1449,
mcbR,2.103803738892647,27.0,1514518.0,"colanic acid and biofilm gene transcriptional regulator, MqsR-controlled",b1450,
yncD,1.6485006601833772,27.0,1515520.0,putative iron outer membrane transporter,b1451,
yncE,1.691342197190234,27.0,1517568.0,"ATP-binding protein, periplasmic, function unknown",b1452,
ansP,1.6028984547213623,27.0,1518737.0,L-asparagine transporter,b1453,['ASNt2rpp']
yncG,1.8970083133150435,27.0,1520503.0,glutathione S-transferase homolog,b1454,
yncH,2.83353818044782,27.0,1521196.0,IPR020099 family protein,b1455,
ydcD,2.8255226085783742,27.0,1524178.0,putative immunity protein for RhsE,b1457,
yncI,2.112603698692532,27.0,1525760.0,No_gene_product,b1459,
ydcC,2.610542671746871,27.0,1526072.0,H repeat-associated putative transposase,b1460,
pptA,1.851936036965998,27.0,1527308.0,4-oxalocrotonate tautomerase,b1461,
yddH,1.625778302734322,27.0,1527808.0,flavin reductase like-protein,b1462,
yddE,1.4980044049186183,27.0,1529856.0,PhzC-PhzF family protein,b1464,
narW,1.7538081960742202,27.0,1530870.0,"nitrate reductase 2 (NRZ), delta subunit (assembly subunit)",b1466,"['NO3R1pp', 'NO3R2pp']"
narY,1.6174953510230003,27.0,1531904.0,"nitrate reductase 2 (NRZ), beta subunit",b1467,"['NO3R1pp', 'NO3R2pp']"
narZ,1.5611588841844108,27.0,1533106.0,"nitrate reductase 2 (NRZ), alpha subunit",b1468,"['NO3R1pp', 'NO3R2pp']"
narU,1.7567585770052585,27.0,1536928.0,nitrate/nitrite transporter,b1469,['NO3t7pp']
yddK,2.5912778808334385,27.0,1538640.0,No_gene_product,b1471,
yddL,2.2115582563733085,27.0,1540096.0,No_gene_product,b1472,
yddG,1.7462906458749268,27.0,1540544.0,aromatic amino acid exporter,b1473,"['TRPt2rpp', 'PHEt2rpp', 'TYRt2rpp']"
fdnG,1.6425676553215125,27.0,1541657.0,"formate dehydrogenase-N, alpha subunit, nitrate-inducible",b1474,"['FDH5pp', 'FDH4pp']"
fdnI,1.6889122722654757,27.0,1546240.0,"formate dehydrogenase-N, cytochrome B556 (gamma) subunit, nitrate-inducible",b1476,"['FDH5pp', 'FDH4pp']"
yddM,1.7587286411271492,27.0,1546752.0,putative DNA-binding transcriptional regulator,b1477,
adhP,1.5945691529178774,27.0,1547084.0,ethanol-active dehydrogenase/acetaldehyde-active reductase,b1478,['ALCD2x']
safA,1.4531795556234846,28.0,1578018.0,"two-component system connector membrane protein, EvgSA to PhoQP",b1500,
yneL,1.3246833899161965,29.0,1584640.0,No_gene_product,b1506,
ydfK,2.115604282383132,30.0,1627328.0,"cold shock protein, function unknown, Qin prophage",b1544,
tfaQ,1.8425101750149098,30.0,1628566.0,Qin prophage; putative tail fibre assembly protein,b1546,
ynfO,1.4016879994280433,30.0,1631232.0,"uncharacterized protein, Qin prophage",b4533,
ydfO,1.5372077806620643,30.0,1631303.0,Qin prophage; uncharacterized protein,b1549,
gnsB,1.433219601092911,30.0,1631865.0,Qin prophage; multicopy suppressor of secG(Cs) and fabA6(Ts),b1550,
dicA,1.502621026747838,31.0,1642496.0,Qin prophage; putative regulator for DicB,b1570,
dicB,1.4488050369457017,31.0,1644032.0,Qin prophage; cell division inhibition protein,b1575,
ydfD,1.4544669774578318,31.0,1644050.0,Qin prophage; uncharacterized protein,b1576,
yoaK,1.3085044469368101,32.0,1873029.0,inner membrane-associated protein,b4676,
yobF,1.3367067614825165,33.0,1901704.0,DUF2527 family heat-induced protein,b1824,
yobI,1.6042140097469357,34.0,1940371.0,uncharacterized protein,b4677,
yedN,1.4463839802002147,35.0,2004992.0,No_gene_product,b4495,
yoeH,1.3953259452399762,36.0,2061824.0,No_gene_product,b4641,
wbbK,2.0531827598069983,37.0,2097152.0,lipopolysaccharide biosynthesis protein,b2032,['O16GLCT1']
wbbI,2.0265959197808354,37.0,2099200.0,"d-Galf:alpha-d-Glc beta-1,6-galactofuranosyltransferase",b2034,['O16GALFT']
wbbH,2.2935949176554282,37.0,2099540.0,O-antigen polymerase,b2035,"['O16AP1pp', 'O16AP2pp', 'O16AP3pp']"
glf,2.0939474723156803,37.0,2101248.0,"UDP-galactopyranose mutase, FAD/NAD(P)-binding",b2036,['UDPGALM']
wzxB,1.9801109439239197,37.0,2101817.0,putative polisoprenol-linked O-antigen transporter,b2037,['O16AUNDtpp']
rfbC,1.807882527346936,37.0,2103296.0,"dTDP-4-deoxyrhamnose-3,5-epimerase",b2038,['TDPDRE']
rfbA,1.6891552845438849,37.0,2103618.0,glucose-1-phosphate thymidylyltransferase,b2039,['G1PTT']
rfbD,1.6002311240505542,37.0,2105344.0,"dTDP-L-rhamnose synthase, NAD(P)-dependent dTDP-4-dehydrorhamnose reductase subunit",b2040,['TDPDRR']
rfbB,1.700946940431168,37.0,2105456.0,"dTDP-glucose 4,6 dehydratase, NAD(P)-binding",b2041,['TDPGDH']
wcaM,1.4505149631280607,37.0,2107982.0,colanic acid biosynthesis protein,b2043,
wcaF,1.5282667449814935,38.0,2121820.0,putative acyl transferase,b2054,
wcaE,1.448506652631636,38.0,2122384.0,putative glycosyl transferase,b2055,
wcaD,1.6116936296796964,38.0,2123776.0,putative colanic acid polymerase,b2056,
wzb,1.4168524486851393,38.0,2129135.0,colanic acid production protein-tyrosine-phosphatase; Wzc-P dephosphorylase,b2061,
dcd,1.3704759974258136,38.0,2135114.0,deoxycytidine triphosphate deaminase; dCTP deaminase,b2065,['DCTPD']
udk,1.5584608320534892,38.0,2136064.0,uridine/cytidine kinase,b2066,"['CYTDK2', 'URIK2']"
yegJ,1.685147542665916,38.0,2144665.0,uncharacterized protein,b2071,
yegL,1.4986834371564217,38.0,2146304.0,VMA domain protein,b2073,
ibsA,1.7753564376481954,38.0,2146829.0,toxic membrane protein,b4667,
ibsB,1.6171582609277435,38.0,2147200.0,toxic membrane protein,b4668,
yegP,1.418743064896073,39.0,2158669.0,UPF0339 family protein,b2080,
ogrK,1.5788126100020017,39.0,2160782.0,"orphan Ogr protein, positive regulator of P2 growth",b2082,
yegZ,1.6115274517128064,39.0,2161152.0,No_gene_product,b2083,
yegR,1.8378104006074099,39.0,2161664.0,uncharacterized protein,b2085,
gatD,1.4996553269713413,39.0,2165313.0,"galactitol-1-phosphate dehydrogenase, Zn-dependent and NAD(P)-binding",b2091,['GLTPD']
gatB,1.7521495562942733,39.0,2167808.0,galactitol-specific enzyme IIB component of PTS,b2093,['GALTptspp']
gatA,1.527319580644716,39.0,2168075.0,galactitol-specific enzyme IIA component of PTS,b2094,['GALTptspp']
gatZ,1.4806146177364203,39.0,2168832.0,"D-tagatose 1,6-bisphosphate aldolase 2, subunit",b2095,['TGBPA']
yegW,1.438521247735492,40.0,2175513.0,putative DNA-binding transcriptional regulator,b2101,
yehA,1.8421653285390303,41.0,2181120.0,putative fimbrial-like adhesin protein,b2108,
yehB,1.5478063716597328,41.0,2181908.0,putative outer membrane protein,b2109,
yehC,1.7693496211432398,41.0,2184404.0,putative periplasmic pilin chaperone,b2110,
yehD,1.8864067173811492,41.0,2185216.0,putative fimbrial-like adhesin protein,b2111,
yehE,1.930949648258783,41.0,2186240.0,DUF2574 family protein,b2112,
yehK,1.7572413022271127,41.0,2197504.0,uncharacterized protein,b4541,
yehR,1.6709278882731229,41.0,2204703.0,"lipoprotein, DUF1307 family",b2123,
yehT,1.478893430650452,41.0,2205721.0,putative response regulator in two-component system withYehU,b2125,
yohP,1.652146094762642,42.0,2222464.0,uncharacterized protein,b4679,
yohJ,1.5546603851952088,42.0,2224128.0,UPF0299 family inner membrane protein,b2141,
sanA,1.4107464775799907,42.0,2226356.0,DUF218 superfamily vancomycin high temperature exclusion protein,b2144,
yeiS,1.8145908340603103,42.0,2227200.0,DUF2542 family protein,b2145,
preT,1.4144950996586843,42.0,2228224.0,"dihydropyrimidine dehydrogenase, NADH-dependent, subunit N",b2146,['DURADx']
preA,1.433430754669416,42.0,2228743.0,"dihydropyrimidine dehydrogenase, NADH-dependent, subunit C",b2147,['DURADx']
mglA,1.5981974178138902,42.0,2231247.0,methyl-galactoside ABC transporter ATPase,b2149,"['GLCabcpp', 'GALabcpp']"
mglB,1.3883699044638995,42.0,2232828.0,methyl-galactoside transporter subunit,b2150,"['GLCabcpp', 'GALabcpp']"
yeiH,1.3996382119402209,43.0,2243195.0,UPF0324 family inner membrane protein,b2158,
yeiI,1.418448229310178,43.0,2245178.0,putative kinase,b2160,
nupX,1.4317567966251337,43.0,2246656.0,nucleoside permease,b2161,
yeiL,1.6212598204502962,43.0,2248833.0,putative transcriptional regulator,b2163,
fruK,1.4025589804400669,43.0,2254905.0,fructose-1-phosphate kinase,b2168,['FRUK']
yeiW,1.3444355618701287,43.0,2258519.0,UPF0153 cysteine cluster protein,b4502,
yeiP,1.3691194462087064,43.0,2258944.0,elongation factor P-like protein,b2171,
mepS,1.4829848728750448,43.0,2263457.0,"murein DD-endopeptidase, space-maker hydrolase, mutational suppressor of prc thermosensitivity, outer membrane lipoprotein, weak murein LD-carboxypeptidase",b2175,
rtn,1.3713755026774308,43.0,2264204.0,"resistance protein for phages lambda and N4, putative membrane-anchored cyclic-di-GMP phosphodiesterase",b2176,
yejB,1.384590473701316,43.0,2267657.0,microcin C ABC transporter permease,b2178,
yejG,1.5765959375230203,43.0,2271371.0,uncharacterized protein,b2181,
rsuA,1.3843535851125055,43.0,2273280.0,16S rRNA pseudouridine(516) synthase,b2183,
yejL,1.6086942923015068,43.0,2277607.0,UPF0352 family protein,b2187,
yejM,1.4080533323519775,43.0,2277854.0,essential inner membrane DUF3413 domain-containing protein; lipid A production and membrane permeability factor,b2188,
narP,1.7936810297709078,43.0,2283978.0,response regulator in two-component regulatory system with NarQ,b2193,
ccmH,1.8669287078271173,43.0,2285568.0,"heme lyase, CcmH subunit",b2194,
dsbE,1.3868412365177518,43.0,2285885.0,periplasmic thioredoxin of cytochrome c-type biogenesis,b2195,
ccmF,1.4646156248932438,43.0,2286439.0,"heme lyase, CcmF subunit",b2196,
ccmE,1.554007150331882,43.0,2288379.0,periplasmic heme chaperone,b2197,['PHEMEabcpp']
ccmD,1.3713790187769435,43.0,2288855.0,cytochrome c biogenesis protein; heme export ABC transporter holo-CcmE release factor,b2198,['PHEMEabcpp']
ccmC,1.5586381388051567,43.0,2289664.0,heme export ABC transporter permease; CcmE-interacting protein,b2199,['PHEMEabcpp']
ccmB,1.5793052180936777,43.0,2289840.0,heme export ABC transporter permease,b2200,['PHEMEabcpp']
ccmA,1.6319517358248004,43.0,2290499.0,heme export ABC transporter ATPase,b2201,['PHEMEabcpp']
napC,1.5359428668310897,43.0,2291712.0,"quinol dehydrogenase, electron source for NapAB",b2202,"['NO3R2bpp', 'NO3R1bpp']"
napB,1.6154230473124547,43.0,2291747.0,"nitrate reductase, small, cytochrome C550 subunit, periplasmic",b2203,"['NO3R2bpp', 'NO3R1bpp']"
napH,1.4927857778942442,43.0,2292193.0,ferredoxin-type protein,b2204,['NO3R1bpp']
napG,1.5385420886547028,43.0,2293043.0,ferredoxin-type protein,b2205,['NO3R1bpp']
napA,1.5448426644620932,43.0,2293760.0,"nitrate reductase, periplasmic, large subunit",b2206,"['NO3R2bpp', 'NO3R1bpp']"
napD,1.6463101116055998,43.0,2296320.0,assembly protein for periplasmic nitrate reductase,b2207,
napF,1.710055637277292,43.0,2296481.0,"ferredoxin-type protein, role in electron transfer to periplasmic nitrate reductase NapA",b2208,
eco,1.7629169116920216,43.0,2297856.0,"ecotin, a serine protease inhibitor",b2209,
mqo,1.639661052581866,43.0,2298586.0,"malate dehydrogenase, FAD/NAD(P)-binding domain",b2210,"['MDH3', 'MDH2']"
yojI,1.6464077419881782,43.0,2301952.0,microcin J25 efflux ABC transporter permease/ATPase,b2211,
alkB,1.5019318828000656,43.0,2302169.0,oxidative demethylase of N1-methyladenine or N3-methylcytosine DNA lesions,b2212,
ada,1.558748000004796,43.0,2302819.0,fused DNA-binding transcriptional dual regulator/O6-methylguanine-DNA methyltransferase,b2213,
apbE,1.7085210995740696,43.0,2304000.0,putative thiamine-synthetic flavin transferase lipoprotein,b2214,
ompC,1.8410338849788643,43.0,2306048.0,outer membrane porin protein C,b2215,"['ACNAMtex', 'SUCCtex', 'XYLUtex', 'ACALDtex', 'CMPtex', 'F6Ptex', 'CLtex', 'DHAtex', 'IMPtex', 'PHEtex', 'IDONtex', 'CMtex', 'CRNDtex', 'DAMPtex', 'GLYC3Ptex', 'CGLYtex', 'DDGLCNtex', 'MANtex', 'INDOLEtex', 'TRPtex', 'UMPtex', 'ACGAM1Ptex', 'GSNtex', 'CRNtex', 'GMPtex', 'LEUtex', 'XYLtex', 'FE2tex', 'SLNTtex', 'ACGALtex', 'SKMtex', 'SO2tex', 'CITtex', 'DALAtex', 'SO3tex', 'CO2tex', 'ACGAL1Ptex', 'GTHOXtex', 'CHLtex', 'FORtex', 'TSULtex', 'SUCRtex', 'SULFACtex', 'INSTtex', 'TTRCYCtex', 'PItex', 'DGMPtex', 'AMPtex', 'ANHGMtex', 'DGSNtex', 'ILEtex', 'GLYCLTtex', 'COBALT2tex', 'Zn2tex', 'ACSERtex', 'TUNGStex', 'CSNtex', 'AGMtex', 'LIPOtex', 'CHTBStex', 'SO4tex', 'DAPtex', '3UMPtex', 'TYMtex', 'URAtex', 'ACGAtex', 'LYStex', 'DINStex', 'GALURtex', 'GTHRDtex', 'OROTtex', 'ALLTNtex', 'MMETtex', 'FUSAtex', 'NH4tex', 'THMtex', '12PPDRtex', 'ALAALAtex', 'NOtex', '12PPDStex', 'R5Ptex', 'XANtex', 'CUtex', 'SPMDtex', 'XMPtex', 'ALLtex', 'TYRPtex', '23CCMPtex', 'DCAtex', 'GAMAN6Ptex', 'THRPtex', 'TYRtex', '23CAMPtex', 'CU2tex', 'NI2tex', 'NO2tex', 'GTPtex', 'MNLtex', 'GLCNtex', '23CGMPtex', 'GAL1Ptex', '23CUMPtex', 'GALtex', 'HG2tex', 'MALtex', 'NAtex', '23DAPPAtex', 'DCMPtex', 'G1Ptex', 'MAN6Ptex', 'UACGAMtex', 'PYDAMtex', 'XTSNtex', 'MNtex', 'ARBTtex', 'DMSOtex', 'THMDtex', 'G6Ptex', 'GAMtex', 'HIStex', 'NMNtex', 'PACALDtex', 'THRtex', 'GALBDtex', 'THYMtex', 'GBBTNtex', 'PNTOtex', 'TREtex', 'CYANtex', 'MANGLYCtex', 'NO3tex', 'FE3tex', 'GLCRtex', '26DAHtex', 'PYDXNtex', 'H2O2tex', 'DIMPtex', 'DMStex', 'H2Otex', 'O2Stex', 'UDPGALtex', 'ASPtex', '3CMPtex', '3HPPtex', 'HCINNMtex', 'ARBtex', '3AMPtex', 'ACtex', 'GLYCtex', 'O2tex', 'DSERtex', 'FRULYStex', 'PSCLYStex', 'ABUTtex', 'MOBDtex', 'LALALGLUtex', 'CA2tex', 'GLCUR1Ptex', 'GLCURtex', 'DOXRBCNtex', 'H2Stex', 'UDPGLCURtex', 'DOPAtex', 'FRUURtex', 'GLCtex', 'HXAtex', 'CD2tex', 'DUMPtex', 'ETHAtex', 'H2tex', 'FRUtex', 'UDPGtex', 'ADEtex', 'ETHSO3tex', 'D__LACtex', 'DTMPtex', 'FALDtex', 'CYTDtex', 'OCTAtex', 'GLYtex', 'SERtex', 'PSERtex', 'BALAtex', 'FUCtex', 'LCTStex', 'PROGLYtex', 'ETOHtex', 'ACMUMtex', 'HYXNtex', 'ACMANAtex', 'Htex', '34dhpactex', 'ARGtex', 'UDPACGALtex', 'ACACtex', 'PROtex', '3GMPtex', 'PEAMNtex', 'FUMtex', 'MELIBtex', '3PEPTtex', 'ASO3tex', 'BTNtex', 'GALTtex', 'MSO3tex', 'CYNTtex', 'TARTRDtex', 'CYSDtex', 'METtex', 'UREAtex', 'RIBtex', 'MEOHtex', 'PPALtex', 'ISETACtex', 'PYDXtex', 'SBTtex', 'LYXtex', 'ALAtex', 'GLNtex', 'ASCBtex', 'GALCTNLtex', '4HOXPACDtex', 'TMAtex', 'MG2tex', 'G3PCtex', 'RMNtex', 'GALCTNtex', 'Ktex', 'HOMtex', 'TARTRtex', 'GLUtex', 'GALCTtex', 'TMAOtex', 'MALDtex', '4PEPTtex', 'G3PGtex', 'PYRtex', 'GLYALDtex', 'METDtex', '5DGLCNtex', 'ASNtex', 'PPAtex', 'GDPtex', 'MINCYCtex', 'N2Otex', 'G3PEtex', 'L__LACtex', 'HPPPNtex', 'TAURtex', 'SELtex', 'TCYNTtex', 'PPPNtex', 'QUIN2tex', 'GLYBtex', 'NACtex', 'CYStex', 'GLYCAtex', 'G3PItex', 'BUTSO3tex', 'METSOX1tex', 'VALtex', 'GLYC2Ptex', 'AKGtex', 'BUTtex', 'METSOX2tex', 'PTRCtex', 'LALADGLUtex', 'ORNtex', '5MTRtex', 'G3PStex', 'PPTtex']"
rcsD,1.7350772550554248,43.0,2306966.0,phosphotransfer intermediate protein in two-component regulatory system with RcsBC,b2216,
rcsB,1.9768989194212732,43.0,2310144.0,response regulator in two-component regulatory system with RcsC and YojN,b2217,
rcsC,1.6932883571726953,43.0,2310505.0,hybrid sensory kinase in two-component regulatory system with RcsB and YojN,b2218,
atoS,1.7806276185844203,43.0,2313521.0,sensory histidine kinase in two-component regulatory system with AtoC,b2219,
atoC,1.7501530877129692,43.0,2315344.0,"fused response regulator of ato operon, in two-component system with AtoS: response regulator/sigma54 interaction protein",b2220,
atoD,1.7146417975306054,43.0,2316925.0,"acetyl-CoA:acetoacetyl-CoA transferase, alpha subunit",b2221,"['ACACCT', 'BUTCT', 'HXCT']"
atoA,1.5186246867606374,43.0,2317587.0,"acetyl-CoA:acetoacetyl-CoA transferase, beta subunit",b2222,"['ACACCT', 'BUTCT', 'HXCT']"
atoE,1.7146815391309473,43.0,2318336.0,short chain fatty acid transporter,b2223,"['HEXt2rpp', 'ACACt2pp', 'BUTt2rpp']"
atoB,1.6477060526773988,43.0,2320384.0,acetyl-CoA acetyltransferase,b2224,['ACACT1r']
yfaP,1.7448332609297195,43.0,2320845.0,"DUF2135 family protein, putative host defense protein",b2225,
yfaQ,1.5925017544120716,43.0,2321626.0,"tandem DUF2300 domain protein, putative host defense protein",b2226,
yfaS,1.66951703917604,43.0,2326528.0,No_gene_product,b4500,
yfaT,1.6416901481721722,43.0,2327814.0,"DUF1175 family protein, putative host defense protein",b2229,
yfaA,1.6841019055578137,43.0,2328434.0,"DUF2138 family protein, putative host defense protein",b2230,
gyrA,1.6430002408530309,43.0,2330271.0,"DNA gyrase (type II topoisomerase), subunit A",b2231,
ubiG,1.5293198964305375,43.0,2333045.0,bifunctional 3-demethylubiquinone-9 3-methyltransferase/ 2-octaprenyl-6-hydroxy phenol methylase,b2232,"['OHPHM', 'DMQMT']"
yfaL,1.7200249108024837,43.0,2334720.0,adhesin,b2233,
nrdA,1.8011049831907673,43.0,2338343.0,"ribonucleoside-diphosphate reductase 1, alpha subunit",b2234,"['RNDR1', 'RNDR4', 'RNDR3', 'RNDR2']"
nrdB,1.8420393010462393,43.0,2340864.0,"ribonucleoside-diphosphate reductase 1, beta subunit, ferritin-like protein",b2235,"['RNDR1', 'RNDR4', 'RNDR3', 'RNDR2']"
